# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH9a
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    2    46     5  -1.5  1.00  506  1.00  0.997   0.190  0.037  0.258 
    2    46     6  -0.5  1.00  542  1.00  1.005   0.189  0.034  0.250 
    2    46     7   0.5  1.00  593  1.00  1.002   0.184  0.035  0.263 
    2    46     8   1.5  1.00  596  1.00  0.995   0.102  0.038  0.279 
    2    46     9   2.5  1.00  579  1.00  0.979   0.049  0.039  0.283 
    2    46    10   3.5  1.00  553  1.00  0.945   0.031  0.042  0.283 
    2    46    11   4.5  1.00  456  1.30  0.927   0.046  0.050  0.287 
    2    46    12   5.5  0.03  408  1.94  0.948   0.081  0.055  0.279 
    3    75     1  -5.5  0.01  415  1.87  1.296   0.103  0.043  0.215 
    3    75     2  -4.5  1.00  438  1.23  1.277   0.099  0.043  0.212 
    3    75     3  -3.5  1.00  561  1.00  1.202   0.034  0.037  0.216 
    3    75     4  -2.5  1.00  576  1.00  1.130   0.086  0.035  0.222 
    3    75     5  -1.5  1.00  626  1.00  1.064   0.146  0.032  0.223 
    3    75     6  -0.5  1.00  639  1.00  1.008   0.222  0.031  0.218 
    3    75     7   0.5  1.00  648  1.00  0.956   0.258  0.032  0.217 
    3    75     8   1.5  1.00  624  1.00  0.921   0.196  0.036  0.236 
    3    75     9   2.5  1.00  601  1.00  0.923   0.141  0.040  0.255 
    3    75    10   3.5  1.00  584  1.00  0.947   0.139  0.042  0.275 
    3    75    11   4.5  1.00  414  1.04  0.974   0.157  0.053  0.269 
    3    75    12   5.5  0.32  423  1.74  0.994   0.163  0.053  0.276 
    4   106     1  -5.5  0.52  437  1.74  1.301   0.085  0.045  0.227 
    4   106     2  -4.5  1.00  432  1.04  1.307   0.068  0.043  0.225 
    4   106     3  -3.5  1.00  599  1.00  1.235   0.053  0.036  0.219 
    4   106     4  -2.5  1.00  628  1.00  1.137   0.056  0.032  0.207 
    4   106     5  -1.5  1.00  652  1.00  1.046   0.048  0.031  0.204 
    4   106     6  -0.5  1.00  609  1.00  0.968   0.096  0.031  0.201 
    4   106     7   0.5  1.00  594  1.00  0.913   0.140  0.033  0.214 
    4   106     8   1.5  1.00  584  1.00  0.906   0.196  0.035  0.225 
    4   106     9   2.5  1.00  596  1.00  0.947   0.210  0.040  0.253 
    4   106    10   3.5  1.00  600  1.00  1.004   0.195  0.042  0.268 
    4   106    11   4.5  1.00  462  1.01  1.077   0.168  0.052  0.280 
    4   106    12   5.5  0.55  422  1.61  1.119   0.096  0.056  0.277 
    5   136     1  -5.5  0.86  441  1.63  1.215   0.128  0.049  0.240 
    5   136     2  -4.5  1.00  435  1.04  1.182   0.157  0.050  0.246 
    5   136     3  -3.5  1.00  465  1.00  1.088   0.186  0.045  0.237 
    5   136     4  -2.5  1.00  455  1.00  1.006   0.186  0.044  0.240 
    5   136     5  -1.5  1.00  459  1.00  0.941   0.118  0.042  0.231 
    5   136     6  -0.5  1.00  437  1.00  0.893   0.049  0.041  0.228 
    5   136     7   0.5  1.00  435  1.01  0.915   0.060  0.046  0.250 
    5   136     8   1.5  1.00  439  1.01  0.991   0.077  0.047  0.252 
    5   136     9   2.5  1.00  450  1.01  1.054   0.060  0.046  0.248 
    5   136    10   3.5  1.00  457  1.01  1.132   0.056  0.047  0.247 
    5   136    11   4.5  1.00  433  1.04  1.192   0.009  0.052  0.265 
    5   136    12   5.5  0.75  422  1.51  1.199   0.048  0.054  0.272 
    6   167     1  -5.5  0.96  431  1.63  1.133  -0.016  0.057  0.264 
    6   167     2  -4.5  1.00  421  1.04  1.073   0.049  0.056  0.259 
    6   167     3  -3.5  1.00  446  1.00  0.985   0.139  0.048  0.246 
    6   167     4  -2.5  1.00  435  1.01  0.955   0.157  0.055  0.271 
    6   167     5  -1.5  1.00  413  1.01  0.921   0.226  0.059  0.282 
    6   167     6  -0.5  1.00  425  1.04  0.891   0.253  0.053  0.270 
    6   167     7   0.5  1.00  424  1.01  0.893   0.212  0.054  0.281 
    6   167     8   1.5  1.00  423  1.04  0.924   0.200  0.062  0.309 
    6   167     9   2.5  1.00  425  1.06  0.973   0.227  0.064  0.304 
    6   167    10   3.5  1.00  432  1.04  1.052   0.168  0.062  0.289 
    6   167    11   4.5  1.00  441  1.00  1.129   0.163  0.062  0.288 
    6   167    12   5.5  0.95  431  1.44  1.142   0.164  0.065  0.292 
    7   197     1  -5.5  0.83  441  1.64  1.117  -0.001  0.062  0.269 
    7   197     2  -4.5  1.00  439  1.14  1.063   0.003  0.060  0.278 
    7   197     3  -3.5  1.00  426  1.04  0.977   0.072  0.058  0.277 
    7   197     4  -2.5  1.00  422  1.04  0.915   0.111  0.063  0.289 
    7   197     5  -1.5  1.00  438  1.11  0.859   0.218  0.067  0.299 
    7   197     6  -0.5  1.00  452  1.11  0.815   0.395  0.061  0.302 
    7   197     7   0.5  1.00  470  1.10  0.791   0.384  0.058  0.299 
    7   197     8   1.5  1.00  425  1.04  0.802   0.421  0.067  0.319 
    7   197     9   2.5  1.00  429  1.01  0.835   0.413  0.072  0.324 
    7   197    10   3.5  1.00  467  1.00  0.915   0.433  0.071  0.318 
    7   197    11   4.5  1.00  502  1.00  0.993   0.396  0.066  0.301 
    7   197    12   5.5  1.00  425  1.34  1.015   0.393  0.073  0.302 
    8   228     1  -5.5  0.63  422  1.64  1.165   0.019  0.066  0.256 
    8   228     2  -4.5  1.00  450  1.13  1.124   0.083  0.066  0.244 
    8   228     3  -3.5  1.00  423  1.04  1.021   0.114  0.073  0.260 
    8   228     4  -2.5  1.00  420  1.04  0.923   0.144  0.074  0.264 
    8   228     5  -1.5  1.00  425  1.01  0.830   0.266  0.066  0.255 
    8   228     6  -0.5  1.00  473  1.00  0.776   0.331  0.064  0.271 
    8   228     7   0.5  1.00  544  1.00  0.768   0.363  0.059  0.272 
    8   228     8   1.5  1.00  588  1.00  0.778   0.408  0.055  0.275 
    8   228     9   2.5  1.00  631  1.00  0.816   0.364  0.054  0.273 
    8   228    10   3.5  1.00  654  1.00  0.863   0.362  0.054  0.274 
    8   228    11   4.5  1.00  585  1.00  0.892   0.299  0.056  0.276 
    8   228    12   5.5  0.79  456  1.40  0.916   0.263  0.065  0.284 
    9   259     1  -5.5  0.46  430  1.73  1.247   0.158  0.052  0.220 
    9   259     2  -4.5  1.00  430  1.13  1.236   0.183  0.050  0.210 
    9   259     3  -3.5  1.00  458  1.03  1.142   0.184  0.049  0.212 
    9   259     4  -2.5  1.00  461  1.00  1.026   0.157  0.049  0.219 
    9   259     5  -1.5  1.00  502  1.00  0.910   0.213  0.044  0.218 
    9   259     6  -0.5  1.00  561  1.00  0.819   0.221  0.041  0.224 
    9   259     7   0.5  1.00  628  1.00  0.782   0.144  0.042  0.249 
    9   259     8   1.5  1.00  655  1.00  0.795   0.164  0.042  0.247 
    9   259     9   2.5  1.00  674  1.00  0.831   0.072  0.043  0.258 
    9   259    10   3.5  1.00  649  1.00  0.867   0.019  0.045  0.263 
    9   259    11   4.5  1.00  446  1.03  0.879   0.001  0.055  0.267 
    9   259    12   5.5  0.33  416  1.64  0.890   0.067  0.058  0.264 
   10   289     1  -5.5  0.24  448  1.84  1.270   0.084  0.033  0.190 
   10   289     2  -4.5  1.00  435  1.15  1.287   0.092  0.031  0.187 
   10   289     3  -3.5  1.00  578  1.00  1.226   0.101  0.026  0.186 
   10   289     4  -2.5  1.00  605  1.00  1.129   0.050  0.027  0.203 
   10   289     5  -1.5  1.00  656  1.00  1.023   0.051  0.028  0.213 
   10   289     6  -0.5  1.00  674  1.00  0.952   0.049  0.030  0.230 
   10   289     7   0.5  1.00  666  1.00  0.928   0.129  0.032  0.239 
   10   289     8   1.5  1.00  633  1.00  0.941   0.173  0.032  0.232 
   10   289     9   2.5  1.00  600  1.00  0.962   0.180  0.034  0.239 
   10   289    10   3.5  1.00  508  1.00  0.980   0.145  0.040  0.252 
   10   289    11   4.5  0.81  427  1.34  0.960   0.108  0.046  0.255 
   10   289    12   5.5  0.00  446  2.03  0.937   0.085  0.049  0.257 
   11   320     1  -5.5  0.00  442  2.03  1.232   0.061  0.030  0.183 
   11   320     2  -4.5  0.91  412  1.24  1.221   0.088  0.030  0.182 
   11   320     3  -3.5  1.00  590  1.00  1.172   0.097  0.025  0.185 
   11   320     4  -2.5  1.00  657  1.00  1.115   0.123  0.024  0.203 
   11   320     5  -1.5  1.00  699  1.00  1.090   0.100  0.024  0.217 
   11   320     6  -0.5  1.00  664  1.00  1.077   0.108  0.028  0.236 
   11   320     7   0.5  1.00  611  1.00  1.067   0.185  0.030  0.244 
   11   320     8   1.5  1.00  595  1.00  1.043   0.184  0.030  0.241 
   11   320     9   2.5  1.00  557  1.00  1.023   0.134  0.030  0.238 
   11   320    10   3.5  1.00  441  1.10  1.026   0.120  0.035  0.237 
   11   320    11   4.5  0.40  433  1.70  0.985   0.148  0.039  0.247 
   11   320    12   5.5  0.00  447  2.41  0.975   0.106  0.040  0.250 
   12   350     1  -5.5  0.00  469  2.33  1.135   0.088  0.033  0.205 
   12   350     2  -4.5  0.52  428  1.54  1.082   0.130  0.036  0.217 
   12   350     3  -3.5  1.00  462  1.03  1.033   0.188  0.033  0.225 
   12   350     4  -2.5  1.00  582  1.00  1.005   0.249  0.030  0.239 
   12   350     5  -1.5  1.00  552  1.00  1.023   0.273  0.033  0.253 
   12   350     6  -0.5  1.00  506  1.00  1.048   0.249  0.035  0.262 
   12   350     7   0.5  1.00  464  1.00  1.038   0.246  0.040  0.282 
   12   350     8   1.5  1.00  461  1.00  0.978   0.234  0.041  0.284 
   12   350     9   2.5  1.00  478  1.00  0.918   0.147  0.039  0.274 
   12   350    10   3.5  1.00  460  1.24  0.911   0.159  0.040  0.278 
   12   350    11   4.5  0.31  459  1.80  0.917   0.088  0.045  0.302 
   12   350    12   5.5  0.00  448  2.51  0.937   0.103  0.045  0.296 
