# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH5a
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    4   106    11   4.5  1.00  471  1.00  1.004   0.148  0.058  0.314 
    4   106    12   5.5  0.55  430  1.60  1.056   0.064  0.062  0.307 
    5   136     1  -5.5  0.86  444  1.60  1.351   0.053  0.053  0.261 
    5   136     2  -4.5  1.00  428  1.00  1.311   0.106  0.055  0.270 
    5   136     3  -3.5  1.00  483  1.00  1.175   0.175  0.049  0.264 
    5   136     4  -2.5  1.00  468  1.00  1.053   0.168  0.050  0.273 
    5   136     5  -1.5  1.00  470  1.00  0.946   0.074  0.047  0.265 
    5   136     6  -0.5  1.00  447  1.00  0.866  -0.012  0.046  0.256 
    5   136     7   0.5  1.00  442  1.00  0.869  -0.012  0.052  0.290 
    5   136     8   1.5  1.00  448  1.00  0.935   0.014  0.054  0.295 
    5   136     9   2.5  1.00  458  1.00  0.995   0.008  0.053  0.286 
    5   136    10   3.5  1.00  464  1.00  1.079   0.040  0.054  0.282 
    5   136    11   4.5  1.00  422  1.00  1.153  -0.023  0.060  0.301 
    5   136    12   5.5  0.75  432  1.50  1.154   0.025  0.061  0.306 
    6   167     1  -5.5  0.96  431  1.60  1.262  -0.086  0.064  0.301 
    6   167     2  -4.5  1.00  419  1.00  1.170  -0.017  0.066  0.306 
    6   167     3  -3.5  1.00  455  1.00  1.039   0.096  0.056  0.286 
    6   167     4  -2.5  1.00  437  1.00  0.988   0.114  0.064  0.317 
    6   167     5  -1.5  1.00  414  1.00  0.936   0.184  0.069  0.329 
    6   167     6  -0.5  1.00  413  1.00  0.890   0.238  0.063  0.319 
    6   167     7   0.5  1.00  431  1.00  0.876   0.201  0.062  0.332 
    6   167     8   1.5  1.00  417  1.00  0.902   0.182  0.073  0.368 
    6   167     9   2.5  1.00  417  1.03  0.931   0.177  0.074  0.360 
    6   167    10   3.5  1.00  427  1.00  1.006   0.137  0.071  0.335 
    6   167    11   4.5  1.00  460  1.00  1.088   0.169  0.071  0.339 
    6   167    12   5.5  0.95  428  1.40  1.109   0.171  0.075  0.343 
    7   197     1  -5.5  0.83  431  1.60  1.249  -0.060  0.070  0.303 
    7   197     2  -4.5  1.00  429  1.10  1.169  -0.035  0.068  0.309 
    7   197     3  -3.5  1.00  413  1.00  1.050   0.029  0.064  0.299 
    7   197     4  -2.5  1.00  408  1.01  0.965   0.056  0.071  0.319 
    7   197     5  -1.5  1.00  441  1.10  0.884   0.143  0.075  0.338 
    7   197     6  -0.5  1.00  455  1.10  0.818   0.374  0.070  0.349 
    7   197     7   0.5  1.00  480  1.10  0.782   0.368  0.067  0.355 
    7   197     8   1.5  1.00  410  1.01  0.786   0.435  0.079  0.378 
    7   197     9   2.5  1.00  436  1.00  0.806   0.412  0.081  0.374 
    7   197    10   3.5  1.00  491  1.00  0.880   0.449  0.079  0.366 
    7   197    11   4.5  1.00  529  1.00  0.962   0.457  0.074  0.351 
    7   197    12   5.5  1.00  421  1.30  0.985   0.495  0.084  0.353 
    8   228     1  -5.5  0.63  424  1.60  1.326   0.003  0.070  0.268 
    8   228     2  -4.5  1.00  453  1.10  1.269   0.053  0.068  0.249 
    8   228     3  -3.5  1.00  414  1.00  1.125   0.084  0.077  0.269 
    8   228     4  -2.5  1.00  408  1.00  0.994   0.105  0.082  0.289 
    8   228     5  -1.5  1.00  431  1.00  0.868   0.215  0.074  0.288 
    8   228     6  -0.5  1.00  487  1.00  0.788   0.279  0.072  0.311 
    8   228     7   0.5  1.00  571  1.00  0.767   0.332  0.065  0.311 
    8   228     8   1.5  1.00  620  1.00  0.767   0.403  0.060  0.307 
    8   228     9   2.5  1.00  665  1.00  0.794   0.383  0.060  0.312 
    8   228    10   3.5  1.00  692  1.00  0.839   0.375  0.059  0.310 
    8   228    11   4.5  1.00  617  1.00  0.868   0.331  0.061  0.309 
    8   228    12   5.5  0.79  480  1.40  0.892   0.330  0.072  0.322 
    9   259     1  -5.5  0.46  436  1.70  1.421   0.193  0.051  0.219 
    9   259     2  -4.5  1.00  440  1.10  1.404   0.222  0.049  0.204 
    9   259     3  -3.5  1.00  467  1.00  1.256   0.193  0.050  0.215 
    9   259     4  -2.5  1.00  481  1.00  1.102   0.160  0.051  0.236 
    9   259     5  -1.5  1.00  522  1.00  0.949   0.214  0.048  0.242 
    9   259     6  -0.5  1.00  589  1.00  0.830   0.205  0.045  0.246 
    9   259     7   0.5  1.00  670  1.00  0.769   0.109  0.046  0.274 
    9   259     8   1.5  1.00  706  1.00  0.759   0.116  0.045  0.272 
    9   259     9   2.5  1.00  726  1.00  0.780   0.045  0.046  0.283 
    9   259    10   3.5  1.00  699  1.00  0.811  -0.009  0.048  0.286 
    9   259    11   4.5  1.00  458  1.00  0.826  -0.063  0.060  0.293 
    9   259    12   5.5  0.33  415  1.60  0.849   0.041  0.065  0.292 
   10   289     1  -5.5  0.24  448  1.80  1.414   0.093  0.033  0.188 
   10   289     2  -4.5  1.00  442  1.10  1.419   0.109  0.031  0.189 
   10   289     3  -3.5  1.00  613  1.00  1.322   0.104  0.026  0.192 
   10   289     4  -2.5  1.00  637  1.00  1.184   0.039  0.029  0.218 
   10   289     5  -1.5  1.00  692  1.00  1.047   0.040  0.030  0.239 
   10   289     6  -0.5  1.00  713  1.00  0.949   0.011  0.032  0.259 
   10   289     7   0.5  1.00  708  1.00  0.897   0.065  0.034  0.271 
   10   289     8   1.5  1.00  670  1.00  0.885   0.111  0.035  0.260 
   10   289     9   2.5  1.00  635  1.00  0.894   0.165  0.037  0.264 
   10   289    10   3.5  1.00  540  1.00  0.907   0.165  0.042  0.275 
   10   289    11   4.5  0.81  428  1.30  0.889   0.106  0.051  0.281 
   10   289    12   5.5  0.00  455  2.00  0.880   0.061  0.053  0.282 
   11   320     1  -5.5  0.00  450  2.00  1.325   0.065  0.033  0.195 
   11   320     2  -4.5  0.91  408  1.20  1.307   0.088  0.034  0.197 
   11   320     3  -3.5  1.00  619  1.00  1.224   0.079  0.027  0.204 
   11   320     4  -2.5  1.00  686  1.00  1.134   0.091  0.026  0.226 
   11   320     5  -1.5  1.00  729  1.00  1.083   0.064  0.027  0.245 
   11   320     6  -0.5  1.00  696  1.00  1.052   0.059  0.030  0.270 
   11   320     7   0.5  1.00  638  1.00  1.027   0.128  0.033  0.278 
   11   320     8   1.5  1.00  617  1.00  0.981   0.148  0.033  0.269 
   11   320     9   2.5  1.00  574  1.00  0.953   0.122  0.034  0.269 
   11   320    10   3.5  1.00  454  1.10  0.954   0.134  0.038  0.266 
   11   320    11   4.5  0.40  450  1.70  0.916   0.151  0.042  0.275 
   11   320    12   5.5  0.00  467  2.40  0.907   0.094  0.044  0.278 
   12   350     1  -5.5  0.00  463  2.30  1.198   0.059  0.037  0.218 
   12   350     2  -4.5  0.52  431  1.50  1.114   0.099  0.039  0.238 
   12   350     3  -3.5  1.00  465  1.00  1.043   0.157  0.036  0.250 
   12   350     4  -2.5  1.00  609  1.00  0.994   0.207  0.033  0.268 
   12   350     5  -1.5  1.00  571  1.00  0.987   0.239  0.036  0.284 
   12   350     6  -0.5  1.00  522  1.00  1.000   0.235  0.040  0.301 
   12   350     7   0.5  1.00  479  1.00  0.981   0.247  0.044  0.321 
   12   350     8   1.5  1.00  480  1.00  0.911   0.258  0.044  0.314 
   12   350     9   2.5  1.00  500  1.00  0.853   0.144  0.043  0.309 
   12   350    10   3.5  1.00  449  1.20  0.838   0.132  0.045  0.312 
   12   350    11   4.5  0.31  479  1.80  0.854   0.060  0.049  0.343 
   12   350    12   5.5  0.00  466  2.50  0.873   0.072  0.050  0.334 
