# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH6d
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    8   228     7   0.5  1.00  558  1.00  0.756   0.373  0.058  0.272 
    8   228     8   1.5  1.00  605  1.00  0.781   0.394  0.053  0.267 
    8   228     9   2.5  1.00  649  1.00  0.836   0.363  0.049  0.249 
    8   228    10   3.5  1.00  673  1.00  0.887   0.397  0.049  0.255 
    8   228    11   4.5  1.00  601  1.00  0.915   0.291  0.053  0.265 
    8   228    12   5.5  0.79  470  1.40  0.938   0.225  0.061  0.271 
    9   259     1  -5.5  0.46  431  1.72  1.049   0.149  0.058  0.242 
    9   259     2  -4.5  1.00  435  1.12  1.041   0.164  0.057  0.234 
    9   259     3  -3.5  1.00  463  1.02  0.991   0.185  0.052  0.226 
    9   259     4  -2.5  1.00  469  1.00  0.929   0.184  0.051  0.230 
    9   259     5  -1.5  1.00  509  1.00  0.862   0.212  0.046  0.227 
    9   259     6  -0.5  1.00  572  1.00  0.805   0.243  0.043  0.230 
    9   259     7   0.5  1.00  645  1.00  0.795   0.175  0.041  0.243 
    9   259     8   1.5  1.00  676  1.00  0.832   0.186  0.041  0.244 
    9   259     9   2.5  1.00  696  1.00  0.884   0.089  0.040  0.245 
    9   259    10   3.5  1.00  669  1.00  0.922   0.070  0.042  0.250 
    9   259    11   4.5  1.00  452  1.02  0.923   0.059  0.053  0.254 
    9   259    12   5.5  0.33  413  1.62  0.926   0.095  0.055  0.249 
   10   289     1  -5.5  0.24  444  1.82  1.094   0.121  0.038  0.215 
   10   289     2  -4.5  1.00  433  1.12  1.120   0.121  0.034  0.207 
   10   289     3  -3.5  1.00  594  1.00  1.099   0.141  0.027  0.199 
   10   289     4  -2.5  1.00  620  1.00  1.049   0.109  0.028  0.209 
   10   289     5  -1.5  1.00  673  1.00  0.986   0.118  0.028  0.216 
   10   289     6  -0.5  1.00  691  1.00  0.948   0.127  0.029  0.223 
   10   289     7   0.5  1.00  684  1.00  0.953   0.196  0.029  0.224 
   10   289     8   1.5  1.00  649  1.00  0.984   0.213  0.030  0.223 
   10   289     9   2.5  1.00  614  1.00  1.012   0.171  0.033  0.236 
   10   289    10   3.5  1.00  523  1.00  1.028   0.124  0.038  0.248 
   10   289    11   4.5  0.81  423  1.32  1.011   0.107  0.044  0.248 
   10   289    12   5.5  0.00  451  2.02  0.979   0.128  0.047  0.248 
   11   320     1  -5.5  0.00  447  2.02  1.116   0.119  0.030  0.194 
   11   320     2  -4.5  0.91  408  1.22  1.121   0.148  0.029  0.191 
   11   320     3  -3.5  1.00  606  1.00  1.110   0.171  0.023  0.190 
   11   320     4  -2.5  1.00  671  1.00  1.093   0.198  0.024  0.209 
   11   320     5  -1.5  1.00  713  1.00  1.094   0.170  0.025  0.218 
   11   320     6  -0.5  1.00  677  1.00  1.097   0.178  0.026  0.225 
   11   320     7   0.5  1.00  623  1.00  1.099   0.238  0.028  0.233 
   11   320     8   1.5  1.00  606  1.00  1.093   0.200  0.029  0.233 
   11   320     9   2.5  1.00  566  1.00  1.071   0.143  0.029  0.233 
   11   320    10   3.5  1.00  449  1.10  1.067   0.125  0.033  0.233 
   11   320    11   4.5  0.40  441  1.70  1.033   0.149  0.037  0.242 
   11   320    12   5.5  0.00  455  2.40  1.021   0.132  0.038  0.241 
   12   350     1  -5.5  0.00  469  2.32  1.076   0.163  0.032  0.217 
   12   350     2  -4.5  0.52  426  1.52  1.059   0.198  0.035  0.224 
   12   350     3  -3.5  1.00  464  1.02  1.043   0.255  0.033  0.229 
   12   350     4  -2.5  1.00  595  1.00  1.047   0.310  0.029  0.235 
   12   350     5  -1.5  1.00  561  1.00  1.090   0.314  0.031  0.241 
   12   350     6  -0.5  1.00  512  1.00  1.118   0.269  0.033  0.247 
   12   350     7   0.5  1.00  471  1.00  1.113   0.240  0.037  0.270 
   12   350     8   1.5  1.00  470  1.00  1.053   0.196  0.038  0.270 
   12   350     9   2.5  1.00  489  1.00  0.985   0.134  0.036  0.254 
   12   350    10   3.5  1.00  455  1.22  0.972   0.160  0.036  0.248 
   12   350    11   4.5  0.31  469  1.80  0.971   0.108  0.039  0.266 
   12   350    12   5.5  0.00  450  2.50  0.986   0.124  0.040  0.265 
