# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class Na
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    8   228     7   0.5  1.00  419  1.10  0.755   0.619  0.100  0.366 
    8   228     8   1.5  1.00  451  1.10  0.800   0.595  0.104  0.400 
    8   228     9   2.5  1.00  468  1.10  0.858   0.519  0.106  0.399 
    8   228    10   3.5  1.00  433  1.00  0.876   0.451  0.116  0.418 
    8   228    11   4.5  1.00  440  1.10  0.945   0.394  0.115  0.430 
    8   228    12   5.5  0.79  423  1.70  0.973   0.309  0.108  0.419 
    9   259     1  -5.5  0.46  420  1.90  1.085   0.193  0.116  0.507 
    9   259     2  -4.5  1.00  446  1.30  1.114   0.301  0.112  0.493 
    9   259     3  -3.5  1.00  466  1.20  1.067   0.279  0.104  0.469 
    9   259     4  -2.5  1.00  412  1.10  1.017   0.093  0.112  0.457 
    9   259     5  -1.5  1.00  447  1.10  0.984   0.085  0.092  0.409 
    9   259     6  -0.5  1.00  426  1.00  0.950   0.205  0.091  0.403 
    9   259     7   0.5  1.00  476  1.00  0.969   0.182  0.087  0.399 
    9   259     8   1.5  1.00  496  1.00  1.033   0.296  0.079  0.375 
    9   259     9   2.5  1.00  517  1.00  1.123   0.125  0.083  0.403 
    9   259    10   3.5  1.00  500  1.00  1.210   0.007  0.090  0.427 
    9   259    11   4.5  1.00  423  1.20  1.194   0.112  0.101  0.420 
    9   259    12   5.5  0.33  457  1.90  1.135   0.216  0.105  0.437 
   10   289     1  -5.5  0.24  417  2.00  1.176   0.032  0.089  0.477 
   10   289     2  -4.5  1.00  461  1.40  1.180  -0.013  0.076  0.457 
   10   289     3  -3.5  1.00  436  1.00  1.220   0.085  0.071  0.437 
   10   289     4  -2.5  1.00  456  1.00  1.192   0.003  0.066  0.417 
   10   289     5  -1.5  1.00  485  1.00  1.131  -0.028  0.056  0.374 
   10   289     6  -0.5  1.00  507  1.00  1.146   0.023  0.056  0.391 
   10   289     7   0.5  1.00  507  1.00  1.199   0.185  0.056  0.386 
   10   289     8   1.5  1.00  492  1.00  1.287   0.275  0.054  0.368 
   10   289     9   2.5  1.00  468  1.00  1.389   0.140  0.061  0.394 
   10   289    10   3.5  1.00  451  1.10  1.444  -0.061  0.066  0.397 
   10   289    11   4.5  0.81  417  1.50  1.449  -0.048  0.074  0.401 
   10   289    12   5.5  0.00  420  2.20  1.335  -0.057  0.086  0.409 
   11   320     1  -5.5  0.00  452  2.30  1.030  -0.123  0.089  0.511 
   11   320     2  -4.5  0.91  426  1.50  0.975   0.000  0.081  0.419 
   11   320     3  -3.5  1.00  415  1.00  0.882   0.034  0.077  0.403 
   11   320     4  -2.5  1.00  483  1.00  0.841   0.074  0.070  0.417 
   11   320     5  -1.5  1.00  509  1.00  0.894   0.013  0.063  0.415 
   11   320     6  -0.5  1.00  476  1.00  0.960   0.012  0.061  0.397 
   11   320     7   0.5  1.00  439  1.00  1.004   0.131  0.067  0.400 
   11   320     8   1.5  1.00  438  1.00  1.059   0.173  0.075  0.434 
   11   320     9   2.5  1.00  406  1.00  1.068   0.004  0.082  0.445 
   11   320    10   3.5  1.00  440  1.30  1.161  -0.094  0.084  0.439 
   11   320    11   4.5  0.40  445  1.90  1.204  -0.208  0.082  0.439 
   11   320    12   5.5  0.00  458  2.60  1.253  -0.179  0.081  0.431 
   12   350     1  -5.5  0.00  454  2.50  0.761   0.030  0.096  0.470 
   12   350     2  -4.5  0.52  454  1.80  0.632   0.054  0.087  0.441 
   12   350     3  -3.5  1.00  402  1.20  0.499   0.166  0.073  0.444 
   12   350     4  -2.5  1.00  409  1.00  0.451   0.297  0.066  0.463 
   12   350     5  -1.5  1.00  479  1.10  0.530   0.311  0.070  0.467 
   12   350     6  -0.5  1.00  420  1.10  0.569   0.301  0.075  0.447 
   12   350     7   0.5  1.00  461  1.20  0.572   0.236  0.071  0.428 
   12   350     8   1.5  1.00  402  1.10  0.535   0.157  0.079  0.453 
   12   350     9   2.5  1.00  405  1.10  0.508   0.210  0.078  0.457 
   12   350    10   3.5  1.00  412  1.40  0.587  -0.018  0.088  0.453 
   12   350    11   4.5  0.31  409  1.90  0.659  -0.032  0.106  0.470 
   12   350    12   5.5  0.00  466  2.70  0.787  -0.083  0.107  0.465 
