# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH4c
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    6   167    12   5.5  0.95  423  1.40  1.197   0.156  0.072  0.320 
    7   197     1  -5.5  0.83  430  1.60  1.159  -0.011  0.074  0.316 
    7   197     2  -4.5  1.00  425  1.10  1.074   0.047  0.071  0.321 
    7   197     3  -3.5  1.00  409  1.00  0.956   0.157  0.067  0.314 
    7   197     4  -2.5  1.00  428  1.04  0.868   0.199  0.070  0.325 
    7   197     5  -1.5  1.00  433  1.10  0.803   0.227  0.078  0.349 
    7   197     6  -0.5  1.00  449  1.10  0.762   0.359  0.072  0.357 
    7   197     7   0.5  1.00  478  1.10  0.745   0.379  0.066  0.344 
    7   197     8   1.5  1.00  404  1.00  0.766   0.441  0.078  0.363 
    7   197     9   2.5  1.00  432  1.00  0.819   0.441  0.080  0.358 
    7   197    10   3.5  1.00  488  1.00  0.927   0.494  0.077  0.349 
    7   197    11   4.5  1.00  525  1.00  1.020   0.434  0.071  0.336 
    7   197    12   5.5  1.00  417  1.30  1.043   0.414  0.082  0.338 
    8   228     1  -5.5  0.63  420  1.60  1.229   0.031  0.079  0.301 
    8   228     2  -4.5  1.00  451  1.10  1.173   0.107  0.080  0.291 
    8   228     3  -3.5  1.00  407  1.00  1.012   0.161  0.087  0.300 
    8   228     4  -2.5  1.00  417  1.02  0.887   0.195  0.085  0.302 
    8   228     5  -1.5  1.00  426  1.00  0.781   0.268  0.076  0.296 
    8   228     6  -0.5  1.00  482  1.00  0.736   0.322  0.074  0.318 
    8   228     7   0.5  1.00  570  1.00  0.727   0.365  0.067  0.318 
    8   228     8   1.5  1.00  621  1.00  0.744   0.429  0.060  0.306 
    8   228     9   2.5  1.00  667  1.00  0.802   0.403  0.057  0.294 
    8   228    10   3.5  1.00  693  1.00  0.863   0.414  0.056  0.295 
    8   228    11   4.5  1.00  618  1.00  0.901   0.312  0.061  0.309 
    8   228    12   5.5  0.79  481  1.40  0.930   0.280  0.071  0.318 
    9   259     1  -5.5  0.46  433  1.70  1.318   0.205  0.061  0.257 
    9   259     2  -4.5  1.00  438  1.10  1.285   0.230  0.059  0.241 
    9   259     3  -3.5  1.00  464  1.00  1.121   0.222  0.057  0.245 
    9   259     4  -2.5  1.00  481  1.00  0.982   0.200  0.055  0.253 
    9   259     5  -1.5  1.00  521  1.00  0.864   0.240  0.049  0.248 
    9   259     6  -0.5  1.00  589  1.00  0.776   0.240  0.045  0.251 
    9   259     7   0.5  1.00  671  1.00  0.745   0.163  0.045  0.272 
    9   259     8   1.5  1.00  707  1.00  0.767   0.174  0.044  0.270 
    9   259     9   2.5  1.00  728  1.00  0.817   0.070  0.044  0.274 
    9   259    10   3.5  1.00  700  1.00  0.863   0.033  0.047  0.282 
    9   259    11   4.5  1.00  458  1.00  0.877  -0.008  0.060  0.291 
    9   259    12   5.5  0.33  413  1.60  0.895   0.068  0.063  0.285 
   10   289     1  -5.5  0.24  446  1.80  1.312   0.115  0.039  0.221 
   10   289     2  -4.5  1.00  441  1.10  1.309   0.142  0.036  0.216 
   10   289     3  -3.5  1.00  615  1.00  1.206   0.147  0.029  0.210 
   10   289     4  -2.5  1.00  637  1.00  1.086   0.100  0.030  0.227 
   10   289     5  -1.5  1.00  693  1.00  0.979   0.105  0.030  0.237 
   10   289     6  -0.5  1.00  713  1.00  0.915   0.098  0.032  0.249 
   10   289     7   0.5  1.00  709  1.00  0.899   0.175  0.033  0.253 
   10   289     8   1.5  1.00  672  1.00  0.919   0.211  0.034  0.250 
   10   289     9   2.5  1.00  635  1.00  0.948   0.193  0.036  0.260 
   10   289    10   3.5  1.00  541  1.00  0.969   0.157  0.042  0.277 
   10   289    11   4.5  0.81  424  1.30  0.955   0.102  0.051  0.283 
   10   289    12   5.5  0.00  454  2.00  0.933   0.101  0.053  0.283 
   11   320     1  -5.5  0.00  452  2.00  1.263   0.096  0.033  0.204 
   11   320     2  -4.5  0.91  407  1.20  1.253   0.124  0.033  0.206 
   11   320     3  -3.5  1.00  622  1.00  1.178   0.150  0.026  0.204 
   11   320     4  -2.5  1.00  686  1.00  1.102   0.182  0.026  0.226 
   11   320     5  -1.5  1.00  729  1.00  1.078   0.154  0.027  0.245 
   11   320     6  -0.5  1.00  694  1.00  1.069   0.157  0.030  0.263 
   11   320     7   0.5  1.00  638  1.00  1.060   0.234  0.032  0.269 
   11   320     8   1.5  1.00  617  1.00  1.037   0.214  0.032  0.262 
   11   320     9   2.5  1.00  574  1.00  1.010   0.150  0.033  0.264 
   11   320    10   3.5  1.00  454  1.10  1.012   0.135  0.038  0.264 
   11   320    11   4.5  0.40  450  1.70  0.975   0.157  0.043  0.281 
   11   320    12   5.5  0.00  466  2.40  0.965   0.119  0.044  0.281 
   12   350     1  -5.5  0.00  465  2.30  1.183   0.113  0.036  0.228 
   12   350     2  -4.5  0.52  430  1.50  1.124   0.155  0.038  0.240 
   12   350     3  -3.5  1.00  466  1.00  1.069   0.225  0.036  0.248 
   12   350     4  -2.5  1.00  609  1.00  1.031   0.306  0.032  0.262 
   12   350     5  -1.5  1.00  571  1.00  1.049   0.339  0.036  0.282 
   12   350     6  -0.5  1.00  520  1.00  1.073   0.311  0.039  0.298 
   12   350     7   0.5  1.00  478  1.00  1.060   0.298  0.044  0.319 
   12   350     8   1.5  1.00  480  1.00  0.981   0.273  0.043  0.308 
   12   350     9   2.5  1.00  500  1.00  0.908   0.168  0.041  0.296 
   12   350    10   3.5  1.00  448  1.20  0.890   0.184  0.043  0.301 
   12   350    11   4.5  0.31  477  1.80  0.903   0.106  0.048  0.330 
   12   350    12   5.5  0.00  461  2.50  0.922   0.119  0.049  0.325 
