# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class O2b
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    6   167    12   5.5  0.95  421  1.60  1.294   0.460  0.076  0.340 
    7   197     1  -5.5  0.83  459  1.80  0.674   0.429  0.078  0.344 
    7   197     2  -4.5  1.00  465  1.30  0.636   0.474  0.078  0.364 
    7   197     3  -3.5  1.00  419  1.20  0.616   0.540  0.085  0.377 
    7   197     4  -2.5  1.00  463  1.30  0.621   0.607  0.083  0.368 
    7   197     5  -1.5  1.00  421  1.30  0.623   0.581  0.084  0.361 
    7   197     6  -0.5  1.00  440  1.30  0.627   0.435  0.077  0.356 
    7   197     7   0.5  1.00  477  1.30  0.681   0.374  0.079  0.364 
    7   197     8   1.5  1.00  416  1.20  0.747   0.445  0.091  0.373 
    7   197     9   2.5  1.00  458  1.20  0.863   0.473  0.096  0.383 
    7   197    10   3.5  1.00  456  1.10  1.018   0.530  0.095  0.392 
    7   197    11   4.5  1.00  415  1.00  1.094   0.372  0.089  0.373 
    7   197    12   5.5  1.00  442  1.50  1.120   0.394  0.086  0.364 
    8   228     1  -5.5  0.63  417  1.80  0.651   0.301  0.090  0.366 
    8   228     2  -4.5  1.00  413  1.20  0.634   0.372  0.097  0.370 
    8   228     3  -3.5  1.00  461  1.20  0.619   0.506  0.098  0.376 
    8   228     4  -2.5  1.00  411  1.20  0.599   0.556  0.097  0.355 
    8   228     5  -1.5  1.00  422  1.20  0.600   0.642  0.088  0.341 
    8   228     6  -0.5  1.00  418  1.10  0.621   0.555  0.086  0.330 
    8   228     7   0.5  1.00  418  1.00  0.664   0.570  0.091  0.346 
    8   228     8   1.5  1.00  469  1.00  0.731   0.655  0.084  0.351 
    8   228     9   2.5  1.00  524  1.00  0.856   0.666  0.080  0.351 
    8   228    10   3.5  1.00  569  1.00  0.939   0.723  0.077  0.364 
    8   228    11   4.5  1.00  515  1.00  0.958   0.576  0.081  0.380 
    8   228    12   5.5  0.79  433  1.50  0.990   0.450  0.090  0.383 
    9   259     1  -5.5  0.46  453  1.90  0.783   0.355  0.087  0.361 
    9   259     2  -4.5  1.00  476  1.30  0.802   0.387  0.084  0.360 
    9   259     3  -3.5  1.00  441  1.10  0.786   0.440  0.092  0.371 
    9   259     4  -2.5  1.00  406  1.00  0.745   0.404  0.094  0.377 
    9   259     5  -1.5  1.00  441  1.00  0.741   0.400  0.083  0.359 
    9   259     6  -0.5  1.00  506  1.00  0.743   0.405  0.074  0.350 
    9   259     7   0.5  1.00  574  1.00  0.786   0.265  0.069  0.355 
    9   259     8   1.5  1.00  612  1.00  0.891   0.363  0.070  0.374 
    9   259     9   2.5  1.00  643  1.00  1.003   0.229  0.065  0.364 
    9   259    10   3.5  1.00  633  1.00  1.074   0.288  0.066  0.378 
    9   259    11   4.5  1.00  414  1.00  1.068   0.414  0.086  0.393 
    9   259    12   5.5  0.33  414  1.70  1.032   0.451  0.086  0.382 
   10   289     1  -5.5  0.24  404  1.90  0.928   0.313  0.065  0.322 
   10   289     2  -4.5  1.00  436  1.30  0.976   0.221  0.057  0.320 
   10   289     3  -3.5  1.00  502  1.00  0.989   0.265  0.051  0.334 
   10   289     4  -2.5  1.00  522  1.00  0.968   0.240  0.050  0.338 
   10   289     5  -1.5  1.00  576  1.00  0.977   0.254  0.048  0.344 
   10   289     6  -0.5  1.00  606  1.00  1.009   0.268  0.048  0.342 
   10   289     7   0.5  1.00  612  1.00  1.071   0.319  0.047  0.339 
   10   289     8   1.5  1.00  597  1.00  1.148   0.327  0.048  0.348 
   10   289     9   2.5  1.00  559  1.00  1.212   0.184  0.049  0.346 
   10   289    10   3.5  1.00  457  1.00  1.248   0.122  0.056  0.355 
   10   289    11   4.5  0.81  426  1.40  1.190   0.192  0.065  0.359 
   10   289    12   5.5  0.00  459  2.10  1.112   0.329  0.072  0.377 
   11   320     1  -5.5  0.00  404  2.10  1.048   0.280  0.051  0.304 
   11   320     2  -4.5  0.91  458  1.40  1.080   0.295  0.045  0.305 
   11   320     3  -3.5  1.00  507  1.00  1.082   0.368  0.042  0.311 
   11   320     4  -2.5  1.00  579  1.00  1.099   0.398  0.044  0.347 
   11   320     5  -1.5  1.00  620  1.00  1.161   0.339  0.044  0.357 
   11   320     6  -0.5  1.00  605  1.00  1.206   0.349  0.042  0.343 
   11   320     7   0.5  1.00  550  1.00  1.230   0.369  0.043  0.339 
   11   320     8   1.5  1.00  529  1.00  1.250   0.297  0.045  0.344 
   11   320     9   2.5  1.00  497  1.00  1.212   0.182  0.046  0.337 
   11   320    10   3.5  1.00  428  1.20  1.195   0.067  0.052  0.335 
   11   320    11   4.5  0.40  442  1.80  1.160   0.143  0.055  0.350 
   11   320    12   5.5  0.00  447  2.50  1.150   0.172  0.060  0.365 
   12   350     1  -5.5  0.00  476  2.40  1.040   0.392  0.049  0.338 
   12   350     2  -4.5  0.52  417  1.60  1.031   0.469  0.053  0.344 
   12   350     3  -3.5  1.00  406  1.00  1.036   0.576  0.056  0.359 
   12   350     4  -2.5  1.00  521  1.00  1.067   0.648  0.049  0.377 
   12   350     5  -1.5  1.00  493  1.00  1.146   0.582  0.051  0.366 
   12   350     6  -0.5  1.00  445  1.00  1.184   0.469  0.053  0.367 
   12   350     7   0.5  1.00  468  1.10  1.171   0.397  0.055  0.395 
   12   350     8   1.5  1.00  476  1.10  1.107   0.273  0.056  0.389 
   12   350     9   2.5  1.00  407  1.00  1.024   0.226  0.059  0.376 
   12   350    10   3.5  1.00  430  1.30  0.982   0.280  0.056  0.362 
   12   350    11   4.5  0.31  464  1.90  0.960   0.251  0.057  0.356 
   12   350    12   5.5  0.00  425  2.60  0.980   0.251  0.064  0.362 
