# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH8c
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
   11   320     1  -5.5  0.00  451  2.02  1.157   0.084  0.034  0.218 
   11   320     2  -4.5  0.91  417  1.23  1.152   0.110  0.034  0.217 
   11   320     3  -3.5  1.00  609  1.00  1.112   0.141  0.027  0.213 
   11   320     4  -2.5  1.00  676  1.00  1.079   0.186  0.028  0.240 
   11   320     5  -1.5  1.00  719  1.00  1.080   0.156  0.029  0.258 
   11   320     6  -0.5  1.00  686  1.00  1.086   0.169  0.032  0.274 
   11   320     7   0.5  1.00  630  1.00  1.087   0.254  0.034  0.281 
   11   320     8   1.5  1.00  608  1.00  1.076   0.224  0.034  0.279 
   11   320     9   2.5  1.00  567  1.00  1.054   0.133  0.035  0.279 
   11   320    10   3.5  1.00  447  1.10  1.064   0.099  0.041  0.279 
   11   320    11   4.5  0.40  443  1.70  1.028   0.131  0.045  0.293 
   11   320    12   5.5  0.00  456  2.40  1.021   0.089  0.047  0.295 
   12   350     1  -5.5  0.00  455  2.30  1.078   0.116  0.038  0.246 
   12   350     2  -4.5  0.52  433  1.52  1.035   0.166  0.041  0.258 
   12   350     3  -3.5  1.00  460  1.00  1.000   0.247  0.039  0.268 
   12   350     4  -2.5  1.00  601  1.00  0.997   0.345  0.035  0.280 
   12   350     5  -1.5  1.00  563  1.00  1.042   0.373  0.038  0.298 
   12   350     6  -0.5  1.00  515  1.00  1.080   0.333  0.040  0.306 
   12   350     7   0.5  1.00  472  1.00  1.072   0.324  0.046  0.331 
   12   350     8   1.5  1.00  472  1.00  0.995   0.284  0.047  0.332 
   12   350     9   2.5  1.00  492  1.00  0.924   0.183  0.043  0.311 
   12   350    10   3.5  1.00  445  1.21  0.916   0.207  0.046  0.320 
   12   350    11   4.5  0.31  468  1.80  0.931   0.115  0.051  0.348 
   12   350    12   5.5  0.00  462  2.52  0.955   0.133  0.052  0.343 
