# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH7b
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    1    16     1  -5.5  0.00  476  2.40  1.029   0.188  0.052  0.310 
    1    16     2  -4.5  0.36  425  1.61  0.960   0.203  0.055  0.336 
    1    16     3  -3.5  1.00  445  1.10  0.927   0.233  0.058  0.368 
    1    16     4  -2.5  1.00  538  1.00  0.940   0.266  0.055  0.391 
    1    16     5  -1.5  1.00  502  1.00  0.952   0.185  0.054  0.384 
    1    16     6  -0.5  1.00  477  1.00  0.991   0.183  0.052  0.359 
    1    16     7   0.5  1.00  511  1.00  1.004   0.151  0.052  0.380 
    1    16     8   1.5  1.00  540  1.00  0.971   0.142  0.054  0.403 
    1    16     9   2.5  1.00  552  1.00  0.914   0.140  0.053  0.393 
    1    16    10   3.5  1.00  420  1.01  0.874   0.123  0.063  0.407 
    1    16    11   4.5  0.61  407  1.51  0.871   0.090  0.065  0.393 
    1    16    12   5.5  0.00  459  2.31  0.877   0.057  0.062  0.371 
    2    46     1  -5.5  0.00  435  2.21  1.219   0.085  0.061  0.282 
    2    46     2  -4.5  0.57  453  1.50  1.135   0.109  0.059  0.295 
    2    46     3  -3.5  1.00  456  1.00  1.022   0.182  0.057  0.316 
    2    46     4  -2.5  1.00  529  1.00  0.964   0.221  0.047  0.324 
    2    46     5  -1.5  1.00  536  1.00  0.987   0.245  0.045  0.328 
    2    46     6  -0.5  1.00  571  1.00  1.001   0.244  0.042  0.313 
    2    46     7   0.5  1.00  623  1.00  1.004   0.220  0.043  0.331 
    2    46     8   1.5  1.00  623  1.00  0.988   0.110  0.047  0.352 
    2    46     9   2.5  1.00  604  1.00  0.961   0.034  0.048  0.353 
    2    46    10   3.5  1.00  574  1.00  0.920   0.017  0.051  0.353 
    2    46    11   4.5  1.00  475  1.30  0.900   0.038  0.061  0.356 
    2    46    12   5.5  0.03  405  1.91  0.929   0.081  0.069  0.348 
    3    75     1  -5.5  0.01  428  1.85  1.346   0.133  0.052  0.263 
    3    75     2  -4.5  1.00  443  1.20  1.321   0.132  0.052  0.263 
    3    75     3  -3.5  1.00  605  1.00  1.226   0.071  0.044  0.268 
    3    75     4  -2.5  1.00  620  1.00  1.146   0.127  0.041  0.281 
    3    75     5  -1.5  1.00  663  1.00  1.069   0.202  0.039  0.286 
    3    75     6  -0.5  1.00  669  1.00  0.999   0.291  0.038  0.276 
    3    75     7   0.5  1.00  672  1.00  0.932   0.327  0.039  0.273 
    3    75     8   1.5  1.00  645  1.00  0.890   0.234  0.045  0.299 
    3    75     9   2.5  1.00  620  1.00  0.897   0.157  0.049  0.318 
    3    75    10   3.5  1.00  601  1.00  0.929   0.155  0.051  0.339 
    3    75    11   4.5  1.00  411  1.01  0.964   0.179  0.066  0.329 
    3    75    12   5.5  0.32  411  1.72  1.007   0.210  0.068  0.340 
    4   106     1  -5.5  0.52  431  1.71  1.367   0.083  0.056  0.282 
    4   106     2  -4.5  1.00  441  1.01  1.366   0.084  0.052  0.272 
    4   106     3  -3.5  1.00  627  1.00  1.273   0.078  0.042  0.269 
    4   106     4  -2.5  1.00  653  1.00  1.157   0.083  0.040  0.262 
    4   106     5  -1.5  1.00  670  1.00  1.050   0.071  0.040  0.266 
    4   106     6  -0.5  1.00  620  1.00  0.957   0.127  0.040  0.259 
    4   106     7   0.5  1.00  604  1.00  0.892   0.174  0.040  0.268 
    4   106     8   1.5  1.00  599  1.00  0.891   0.241  0.043  0.280 
    4   106     9   2.5  1.00  607  1.00  0.954   0.272  0.050  0.312 
    4   106    10   3.5  1.00  607  1.00  1.041   0.242  0.052  0.327 
    4   106    11   4.5  1.00  465  1.00  1.146   0.197  0.064  0.345 
    4   106    12   5.5  0.55  429  1.61  1.204   0.120  0.069  0.341 
    5   136     1  -5.5  0.86  440  1.60  1.261   0.116  0.061  0.299 
    5   136     2  -4.5  1.00  431  1.01  1.221   0.175  0.062  0.306 
    5   136     3  -3.5  1.00  478  1.00  1.102   0.242  0.055  0.294 
    5   136     4  -2.5  1.00  464  1.00  0.998   0.238  0.054  0.296 
    5   136     5  -1.5  1.00  465  1.00  0.916   0.163  0.052  0.290 
    5   136     6  -0.5  1.00  441  1.00  0.864   0.059  0.051  0.284 
    5   136     7   0.5  1.00  444  1.01  0.906   0.074  0.057  0.310 
    5   136     8   1.5  1.00  450  1.01  1.010   0.098  0.056  0.302 
    5   136     9   2.5  1.00  458  1.01  1.105   0.076  0.055  0.295 
    5   136    10   3.5  1.00  463  1.01  1.226   0.076  0.057  0.300 
    5   136    11   4.5  1.00  421  1.01  1.319   0.010  0.064  0.322 
    5   136    12   5.5  0.75  431  1.51  1.316   0.061  0.065  0.329 
    6   167     1  -5.5  0.96  430  1.60  1.160  -0.059  0.072  0.338 
    6   167     2  -4.5  1.00  419  1.01  1.073   0.021  0.071  0.330 
    6   167     3  -3.5  1.00  449  1.00  0.961   0.152  0.061  0.311 
    6   167     4  -2.5  1.00  437  1.01  0.919   0.169  0.067  0.333 
    6   167     5  -1.5  1.00  416  1.01  0.878   0.251  0.072  0.346 
    6   167     6  -0.5  1.00  412  1.01  0.848   0.278  0.066  0.331 
    6   167     7   0.5  1.00  431  1.01  0.861   0.236  0.065  0.344 
