# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class OH7b
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    6   167     8   1.5  1.00  416  1.01  0.922   0.234  0.075  0.371 
    6   167     9   2.5  1.00  437  1.07  0.996   0.249  0.075  0.360 
    6   167    10   3.5  1.00  425  1.01  1.108   0.177  0.075  0.348 
    6   167    11   4.5  1.00  454  1.00  1.218   0.186  0.073  0.344 
    6   167    12   5.5  0.95  427  1.41  1.244   0.172  0.077  0.348 
    7   197     1  -5.5  0.83  431  1.61  1.145  -0.056  0.079  0.343 
    7   197     2  -4.5  1.00  432  1.11  1.074  -0.008  0.078  0.356 
    7   197     3  -3.5  1.00  414  1.01  0.966   0.103  0.075  0.351 
    7   197     4  -2.5  1.00  407  1.02  0.885   0.137  0.081  0.362 
    7   197     5  -1.5  1.00  440  1.11  0.815   0.239  0.083  0.376 
    7   197     6  -0.5  1.00  454  1.11  0.768   0.444  0.077  0.384 
    7   197     7   0.5  1.00  473  1.10  0.749   0.449  0.072  0.378 
    7   197     8   1.5  1.00  409  1.01  0.777   0.520  0.084  0.395 
    7   197     9   2.5  1.00  436  1.01  0.836   0.502  0.086  0.390 
    7   197    10   3.5  1.00  483  1.00  0.956   0.541  0.084  0.382 
    7   197    11   4.5  1.00  520  1.00  1.059   0.473  0.077  0.363 
    7   197    12   5.5  1.00  420  1.31  1.085   0.458  0.088  0.367 
    8   228     1  -5.5  0.63  424  1.61  1.214  -0.006  0.083  0.320 
    8   228     2  -4.5  1.00  449  1.10  1.161   0.066  0.083  0.304 
    8   228     3  -3.5  1.00  417  1.01  1.025   0.113  0.091  0.324 
    8   228     4  -2.5  1.00  411  1.02  0.900   0.146  0.094  0.333 
    8   228     5  -1.5  1.00  432  1.01  0.788   0.287  0.083  0.324 
    8   228     6  -0.5  1.00  479  1.00  0.729   0.347  0.080  0.343 
    8   228     7   0.5  1.00  563  1.00  0.724   0.393  0.073  0.342 
    8   228     8   1.5  1.00  611  1.00  0.748   0.456  0.067  0.339 
    8   228     9   2.5  1.00  656  1.00  0.812   0.408  0.064  0.328 
    8   228    10   3.5  1.00  683  1.00  0.885   0.402  0.063  0.330 
    8   228    11   4.5  1.00  611  1.00  0.926   0.308  0.067  0.339 
    8   228    12   5.5  0.79  474  1.40  0.960   0.282  0.079  0.350 
    9   259     1  -5.5  0.46  438  1.71  1.313   0.201  0.062  0.266 
    9   259     2  -4.5  1.00  436  1.10  1.293   0.246  0.060  0.251 
    9   259     3  -3.5  1.00  462  1.00  1.146   0.226  0.060  0.259 
    9   259     4  -2.5  1.00  478  1.00  1.002   0.203  0.059  0.268 
    9   259     5  -1.5  1.00  519  1.00  0.865   0.264  0.053  0.270 
    9   259     6  -0.5  1.00  586  1.00  0.764   0.252  0.050  0.276 
    9   259     7   0.5  1.00  665  1.00  0.729   0.155  0.051  0.305 
    9   259     8   1.5  1.00  701  1.00  0.755   0.173  0.050  0.302 
    9   259     9   2.5  1.00  721  1.00  0.815   0.050  0.051  0.311 
    9   259    10   3.5  1.00  694  1.00  0.870   0.001  0.053  0.318 
    9   259    11   4.5  1.00  455  1.00  0.890  -0.046  0.067  0.327 
    9   259    12   5.5  0.33  418  1.61  0.912   0.033  0.071  0.318 
   10   289     1  -5.5  0.24  451  1.81  1.312   0.110  0.039  0.229 
   10   289     2  -4.5  1.00  441  1.11  1.321   0.132  0.037  0.227 
   10   289     3  -3.5  1.00  608  1.00  1.230   0.139  0.031  0.225 
   10   289     4  -2.5  1.00  631  1.00  1.109   0.079  0.033  0.249 
   10   289     5  -1.5  1.00  686  1.00  0.990   0.079  0.034  0.266 
   10   289     6  -0.5  1.00  708  1.00  0.917   0.066  0.037  0.285 
   10   289     7   0.5  1.00  702  1.00  0.896   0.162  0.038  0.293 
   10   289     8   1.5  1.00  667  1.00  0.918   0.221  0.039  0.285 
   10   289     9   2.5  1.00  632  1.00  0.955   0.216  0.041  0.293 
   10   289    10   3.5  1.00  535  1.00  0.986   0.174  0.047  0.311 
   10   289    11   4.5  0.81  431  1.31  0.970   0.107  0.057  0.316 
   10   289    12   5.5  0.00  450  2.00  0.952   0.088  0.060  0.317 
   11   320     1  -5.5  0.00  450  2.01  1.244   0.084  0.036  0.222 
   11   320     2  -4.5  0.91  411  1.21  1.229   0.113  0.037  0.224 
   11   320     3  -3.5  1.00  612  1.00  1.159   0.130  0.029  0.226 
   11   320     4  -2.5  1.00  679  1.00  1.097   0.167  0.029  0.254 
   11   320     5  -1.5  1.00  722  1.00  1.080   0.136  0.030  0.273 
   11   320     6  -0.5  1.00  690  1.00  1.073   0.141  0.034  0.294 
   11   320     7   0.5  1.00  633  1.00  1.062   0.230  0.036  0.302 
   11   320     8   1.5  1.00  612  1.00  1.034   0.223  0.036  0.295 
   11   320     9   2.5  1.00  570  1.00  1.009   0.150  0.038  0.295 
   11   320    10   3.5  1.00  450  1.10  1.020   0.132  0.043  0.295 
   11   320    11   4.5  0.40  446  1.70  0.981   0.166  0.048  0.312 
   11   320    12   5.5  0.00  460  2.40  0.976   0.105  0.050  0.314 
   12   350     1  -5.5  0.00  459  2.30  1.128   0.097  0.041  0.251 
   12   350     2  -4.5  0.52  434  1.51  1.057   0.152  0.043  0.269 
   12   350     3  -3.5  1.00  462  1.00  1.001   0.234  0.041  0.281 
   12   350     4  -2.5  1.00  604  1.00  0.981   0.327  0.037  0.302 
   12   350     5  -1.5  1.00  567  1.00  1.012   0.362  0.041  0.320 
   12   350     6  -0.5  1.00  518  1.00  1.046   0.331  0.044  0.332 
   12   350     7   0.5  1.00  475  1.00  1.032   0.328  0.049  0.357 
   12   350     8   1.5  1.00  475  1.00  0.948   0.306  0.050  0.357 
   12   350     9   2.5  1.00  495  1.00  0.873   0.188  0.048  0.345 
   12   350    10   3.5  1.00  446  1.20  0.864   0.196  0.051  0.352 
   12   350    11   4.5  0.31  474  1.80  0.887   0.098  0.056  0.383 
   12   350    12   5.5  0.00  466  2.51  0.915   0.116  0.057  0.374 
