   Source_name        RA        Dec RegType  Major  Minor Theta Color reg_qual expnum   mjd exptime      RA_2      Dec_2  tileid                                                                      location Source_name_2 separation table1_index table2_index
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9223 60290   900.0 77.154971 -68.269738 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009223.fits          9223     881.79           36         1689
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9224 60290   900.0  77.16575 -68.261306 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009224.fits          9224     861.81           29         1690
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9225 60290   900.0 77.146097 -68.267388 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009225.fits          9225     835.90           29         1691
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9225 60290   900.0 77.146097 -68.267388 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009225.fits          9225     891.23           36         1691
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9226 60290   900.0 77.163857 -68.268548 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009226.fits          9226     859.69           29         1692
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9226 60290   900.0 77.163857 -68.268548 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009226.fits          9226     885.19           36         1692
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9227 60290   900.0 77.149074 -68.271633 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009227.fits          9227     840.42           29         1693
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9227 60290   900.0 77.149074 -68.271633 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009227.fits          9227     875.65           36         1693
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9228 60290   900.0 77.166757 -68.271047 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009228.fits          9228     863.87           29         1694
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9228 60290   900.0 77.166757 -68.271047 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009228.fits          9228     875.97           36         1694
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good   9229 60290   900.0 77.159729 -68.272334 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009229.fits          9229     854.72           29         1695
    J0508−6830 77.208333 -68.513889 ellipse   69.0   69.0   160  blue      bad   9229 60290   900.0 77.159729 -68.272334 1028030 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028030/60290/lvmSFrame-00009229.fits          9229     871.98           36         1695
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9230 60290   900.0 77.758745 -67.911286 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60290/lvmSFrame-00009230.fits          9230     281.20           41         1696
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9231 60290   900.0 77.763036 -67.915868 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60290/lvmSFrame-00009231.fits          9231     263.77           41         1697
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9232 60290   900.0  77.74796 -67.915539 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60290/lvmSFrame-00009232.fits          9232     270.77           41         1698
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9233 60290   900.0 77.758151 -67.906976 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60290/lvmSFrame-00009233.fits          9233     296.42           41         1699
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9234 60290   900.0 77.751818 -67.908259 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60290/lvmSFrame-00009234.fits          9234     294.21           41         1700
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9266 60291   900.0 77.757163 -67.904779 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60291/lvmSFrame-00009266.fits          9266     304.41           41         1708
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9267 60291   900.0 77.743532 -67.910006 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60291/lvmSFrame-00009267.fits          9267     291.56           41         1709
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9268 60291   900.0 77.761982 -67.909873 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60291/lvmSFrame-00009268.fits          9268     285.04           41         1710
    J0511−6759 77.812427 -67.986753 ellipse   98.4   89.1     0  blue       ok   9269 60291   900.0 77.752893 -67.911017 1028053 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028053/60291/lvmSFrame-00009269.fits          9269     284.27           41         1711
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9271 60291   900.0 77.064358 -68.998181 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009271.fits          9271     752.86           33         1712
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9271 60291   900.0 77.064358 -68.998181 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009271.fits          9271     182.15           34         1712
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9272 60291   900.0 77.073766 -69.003104 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009272.fits          9272     773.25           33         1713
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9272 60291   900.0 77.073766 -69.003104 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009272.fits          9272     160.76           34         1713
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9273 60291   900.0 77.057477 -69.002412 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009273.fits          9273     765.19           33         1714
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9273 60291   900.0 77.057477 -69.002412 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009273.fits          9273     173.94           34         1714
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9274 60291   900.0 77.066372 -68.992881 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009274.fits          9274     735.25           33         1715
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9274 60291   900.0 77.066372 -68.992881 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009274.fits          9274     197.81           34         1715
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9275 60291   900.0 77.058789 -68.993638 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009275.fits          9275     735.16           33         1716
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9275 60291   900.0 77.058789 -68.993638 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009275.fits          9275     199.93           34         1716
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9276 60291   900.0  77.07446 -68.993724 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009276.fits          9276     741.17           33         1717
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9276 60291   900.0  77.07446 -68.993724 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009276.fits          9276     190.65           34         1717
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9277 60291   900.0 77.060608 -68.996814 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009277.fits          9277     746.81           33         1718
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9277 60291   900.0 77.060608 -68.996814 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009277.fits          9277     188.83           34         1718
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9279 60291   900.0  77.08436 -68.996754 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009279.fits          9279     755.41           33         1719
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9279 60291   900.0  77.08436 -68.996754 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009279.fits          9279     175.67           34         1719
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor   9280 60291   900.0 77.079208 -68.999241 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009280.fits          9280     761.95           33         1720
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good   9280 60291   900.0 77.079208 -68.999241 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60291/lvmSFrame-00009280.fits          9280     170.02           34         1720
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9281 60291   900.0 81.111916 -67.912356 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009281.fits          9281     459.25           57         1721
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9282 60291   900.0 81.120515 -67.917262 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009282.fits          9282     474.40           57         1722
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9284 60291   900.0 81.104821  -67.91676 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009284.fits          9284     453.32           57         1723
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9286 60291   900.0 81.106268 -67.907815 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009286.fits          9286     448.74           57         1724
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9287 60291   900.0 81.127276 -67.907232 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009287.fits          9287     476.48           57         1725
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9288 60291   900.0 81.115457  -67.91192 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009288.fits          9288     463.64           57         1726
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9289 60291   900.0 81.133824 -67.911479 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009289.fits          9289     487.77           57         1727
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good   9290 60291   900.0 81.127459  -67.91361 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60291/lvmSFrame-00009290.fits          9290     480.77           57         1728
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9339 60292   900.0 77.631458 -69.369129 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009339.fits          9339     726.43           35         1740
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9340 60292   900.0 77.638915  -69.37455 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009340.fits          9340     725.06           35         1741
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9341 60292   900.0 77.622815 -69.374043 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009341.fits          9341     708.11           35         1742
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9342 60292   900.0 77.634581 -69.365086 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009342.fits          9342     737.28           35         1743
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9343 60292   900.0 77.625586 -69.366349 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009343.fits          9343     725.16           35         1744
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9345 60292   900.0  77.63822 -69.365374 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009345.fits          9345     740.70           35         1745
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9346 60292   900.0 77.622693 -69.368601 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009346.fits          9346     717.83           35         1746
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9347 60292   900.0 77.640185 -69.368604 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009347.fits          9347     736.95           35         1747
    J0508–6928 77.134804 -69.470316 ellipse 168.64 133.04    17  blue     good   9348 60292   900.0 77.633795  -69.37027 1027960 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027960/60292/lvmSFrame-00009348.fits          9348     726.93           35         1748
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9349 60292   900.0 81.780515 -68.998136 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60292/lvmSFrame-00009349.fits          9349     754.42           62         1749
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9350 60292   900.0 81.790415 -69.002451 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60292/lvmSFrame-00009350.fits          9350     736.43           62         1750
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9351 60292   900.0 81.774431 -69.002776 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60292/lvmSFrame-00009351.fits          9351     740.05           62         1751
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9352 60292   900.0 81.784815 -68.994929 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60292/lvmSFrame-00009352.fits          9352     764.43           62         1752
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9353 60292   900.0   81.7809 -68.996483 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60292/lvmSFrame-00009353.fits          9353     760.10           62         1753
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good   9369 60293   900.0 81.792935 -68.999984 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60293/lvmSFrame-00009369.fits          9369     744.40           62         1754
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9379 60293   900.0 81.635446 -67.539883 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009379.fits          9379     647.55           66         1764
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9380 60293   900.0 81.643578  -67.54392 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009380.fits          9380     645.30           66         1765
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9381 60293   900.0  81.62866 -67.543712 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009381.fits          9381     662.53           66         1766
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9382 60293   900.0 81.636806 -67.534822 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009382.fits          9382     637.07           66         1767
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9383 60293   900.0  81.63047 -67.536519 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009383.fits          9383     647.64           66         1768
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9384 60293   900.0 81.648573 -67.536592 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009384.fits          9384     626.00           66         1769
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9385 60293   900.0 81.637422 -67.541075 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009385.fits          9385     647.34           66         1770
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9386 60293   900.0 81.660057 -67.541365 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009386.fits          9386     621.17           66         1771
    J0528−6727 82.042786 -67.450185 ellipse 142.34 114.19   130  blue     good   9387 60293   900.0 81.658505 -67.543678 1028080 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028080/60293/lvmSFrame-00009387.fits          9387     627.40           66         1772
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9435 60294   900.0 76.624219 -67.895502 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009435.fits          9435     277.65           26         1783
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9435 60294   900.0 76.624219 -67.895502 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009435.fits          9435     521.40           27         1783
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9437 60294   900.0 76.630141 -67.899929 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009437.fits          9437     289.47           26         1784
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9437 60294   900.0 76.630141 -67.899929 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009437.fits          9437     509.81           27         1784
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9439 60294   900.0 76.613479 -67.898698 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009439.fits          9439     266.56           26         1785
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9439 60294   900.0 76.613479 -67.898698 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009439.fits          9439     505.37           27         1785
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9440 60294   900.0 76.624996  -67.89075 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009440.fits          9440     275.23           26         1786
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9440 60294   900.0 76.624996  -67.89075 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009440.fits          9440     537.69           27         1786
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9441 60294   900.0 76.618108 -67.891685 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009441.fits          9441     266.66           26         1787
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9441 60294   900.0 76.618108 -67.891685 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009441.fits          9441     531.20           27         1787
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9442 60294   900.0 76.634762 -67.891054 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009442.fits          9442     288.45           26         1788
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9442 60294   900.0 76.634762 -67.891054 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009442.fits          9442     541.65           27         1788
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9443 60294   900.0 76.620032 -67.893687 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009443.fits          9443     270.66           26         1789
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9443 60294   900.0 76.620032 -67.893687 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009443.fits          9443     525.39           27         1789
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9444 60294   900.0 76.638689 -67.894857 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009444.fits          9444     296.26           26         1790
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9444 60294   900.0 76.638689 -67.894857 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009444.fits          9444     531.18           27         1790
    SNR_DEML71    76.425   -67.8775 ellipse   38.0   38.0     5  blue     good   9445 60294   900.0 76.631891 -67.896388 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009445.fits          9445     288.50           26         1791
       SNR_N23 76.479167 -68.029722 ellipse   48.0   48.0     0  blue     good   9445 60294   900.0 76.631891 -67.896388 1028052 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028052/60294/lvmSFrame-00009445.fits          9445     522.45           27         1791
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor   9446 60294   900.0  78.33217 -67.549795 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60294/lvmSFrame-00009446.fits          9446      88.14           46         1792
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad   9446 60294   900.0  78.33217 -67.549795 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60294/lvmSFrame-00009446.fits          9446     532.17           47         1792
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor   9447 60294   900.0 78.341016 -67.554737 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60294/lvmSFrame-00009447.fits          9447      95.02           46         1793
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad   9447 60294   900.0 78.341016 -67.554737 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60294/lvmSFrame-00009447.fits          9447     547.09           47         1793
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good  10440 60316   900.0 81.117583 -67.909823 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60316/lvmSFrame-00010440.fits         10440     465.07           57         2147
    J0507-6847 76.906683 -68.796907 ellipse  300.0  200.0    80  blue     poor  10441 60316   900.0 77.066858 -68.997761 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60316/lvmSFrame-00010441.fits         10441     752.29           33         2148
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good  10441 60316   900.0 77.066858 -68.997761 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60316/lvmSFrame-00010441.fits         10441     181.91           34         2148
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  10442 60316   900.0 81.783283 -68.996265 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60316/lvmSFrame-00010442.fits         10442     760.18           62         2149
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  10444 60316   900.0 81.765219 -68.998826 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60316/lvmSFrame-00010444.fits         10444     756.79           62         2150
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  10445 60316   900.0 81.783131 -68.998314 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60316/lvmSFrame-00010445.fits         10445     753.03           62         2151
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor  10446 60316   900.0 78.321123 -67.553987 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010446.fits         10446     109.54           46         2152
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad  10446 60316   900.0 78.321123 -67.553987 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010446.fits         10446     550.35           47         2152
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor  10447 60316   900.0 78.331235 -67.545561 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010447.fits         10447      78.82           46         2153
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad  10447 60316   900.0 78.331235 -67.545561 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010447.fits         10447     517.61           47         2153
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor  10448 60316   900.0 78.324758 -67.547125 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010448.fits         10448      89.31           46         2154
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad  10448 60316   900.0 78.324758 -67.547125 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010448.fits         10448     525.17           47         2154
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor  10449 60316   900.0 78.343217  -67.54735 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010449.fits         10449      71.47           46         2155
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad  10449 60316   900.0 78.343217  -67.54735 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010449.fits         10449     520.41           47         2155
    J0513-6731 78.376331 -67.532051 ellipse  77.81  58.85   150  blue     poor  10450 60316   900.0 78.328519 -67.550742 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010450.fits         10450      94.08           46         2156
    J0513-6724 78.416667 -67.405556 ellipse   75.0   75.0     0  blue      bad  10450 60316   900.0 78.328519 -67.550742 1028077 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028077/60316/lvmSFrame-00010450.fits         10450     536.62           47         2156
