   Source_name        RA        Dec RegType  Major  Minor Theta Color reg_qual expnum   mjd exptime      RA_2      Dec_2  tileid                                                                      location Source_name_2 separation table1_index table2_index
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12031 60347   900.0 72.639924 -68.147119 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012031.fits         12031     559.75            5         2622
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12032 60347   900.0 72.642575   -68.1405 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012032.fits         12032     583.81            5         2623
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12033 60347   900.0   72.6577 -68.141887 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012033.fits         12033     583.22            5         2624
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12034 60347   900.0  72.64035 -68.145216 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012034.fits         12034     566.58            5         2625
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12035 60347   900.0 72.652947 -68.146224 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012035.fits         12035     566.57            5         2626
    J0450–6818  72.55737 -68.299559 ellipse 247.93 192.34    60  blue     good  12036 60347   900.0 72.642105 -68.147824 1028026 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028026/60347/lvmSFrame-00012036.fits         12036     557.85            5         2627
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12223 60350   900.0 78.871451 -67.916759 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012223.fits         12223     623.77           49         2661
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12223 60350   900.0 78.871451 -67.916759 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012223.fits         12223     810.78           50         2661
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12225 60350   900.0 78.880684 -67.922029 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012225.fits         12225     604.82           49         2662
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12225 60350   900.0 78.880684 -67.922029 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012225.fits         12225     794.60           50         2662
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12226 60350   900.0 78.865348 -67.921915 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012226.fits         12226     624.18           49         2663
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12226 60350   900.0 78.865348 -67.921915 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012226.fits         12226     815.03           50         2663
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12228 60350   900.0 78.877364 -67.913094 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012228.fits         12228     621.95           49         2664
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12228 60350   900.0 78.877364 -67.913094 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012228.fits         12228     805.99           50         2664
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12229 60350   900.0 78.874411 -67.914941 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012229.fits         12229     622.78           49         2665
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12229 60350   900.0 78.874411 -67.914941 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012229.fits         12229     808.34           50         2665
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12231 60350   900.0 78.886606 -67.914998 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012231.fits         12231     607.71           49         2666
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12231 60350   900.0 78.886606 -67.914998 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012231.fits         12231     792.22           50         2666
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12233 60350   900.0 78.879424 -67.919164 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012233.fits         12233     610.42           49         2667
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12233 60350   900.0 78.879424 -67.919164 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012233.fits         12233     798.39           50         2667
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12235 60350   900.0 78.900172 -67.920235 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012235.fits         12235     583.17           49         2668
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12235 60350   900.0 78.900172 -67.920235 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012235.fits         12235     770.13           50         2668
    J0517−6759 79.294542 -67.986018 ellipse 165.33  94.21   120  blue     good  12236 60350   900.0 78.894773 -67.922483 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012236.fits         12236     586.61           49         2669
    J0517–6757 79.457248 -67.964942 ellipse  61.98  53.46     0  blue     poor  12236 60350   900.0 78.894773 -67.922483 1028054 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028054/60350/lvmSFrame-00012236.fits         12236     775.60           50         2669
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12272 60351   900.0  75.92351  -68.97765 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012272.fits         12272     227.33           25         2681
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12273 60351   900.0  75.92689 -68.983089 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012273.fits         12273     207.67           25         2682
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12274 60351   900.0 75.908466 -68.982704 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012274.fits         12274     219.85           25         2683
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12275 60351   900.0 75.907295 -68.975244 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012275.fits         12275     244.15           25         2684
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12276 60351   900.0  75.90166 -68.976241 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012276.fits         12276     244.42           25         2685
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12277 60351   900.0 75.919095 -68.976747 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60351/lvmSFrame-00012277.fits         12277     232.62           25         2686
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12294 60352   900.0  75.89818 -68.979822 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60352/lvmSFrame-00012294.fits         12294     235.57           25         2687
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  12295 60352   900.0 75.911371  -68.97672 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60352/lvmSFrame-00012295.fits         12295     237.02           25         2688
    J0506-6815 76.519428 -68.259979 ellipse 136.36 108.47   160  blue     good  13698 60376   900.0 76.012003 -68.249791 1028029 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028029/60376/lvmSFrame-00013698.fits         13698     677.75           29         3172
    J0504–6901 75.994059 -69.035519 ellipse 145.66 131.71     0  blue       ok  13699 60376   900.0 75.905009 -68.980501 1027982 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027982/60376/lvmSFrame-00013699.fits         13699     228.95           25         3173
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13813 60377   900.0  82.74725 -67.524056 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60377/lvmSFrame-00013813.fits         13813     519.89           72         3189
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13814 60377   900.0 82.756164 -67.529494 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60377/lvmSFrame-00013814.fits         13814     507.75           72         3190
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13815 60377   900.0 82.739356 -67.530302 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60377/lvmSFrame-00013815.fits         13815     530.94           72         3191
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13816 60377   900.0 82.745611 -67.521532 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60377/lvmSFrame-00013816.fits         13816     522.34           72         3192
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13870 60378   900.0 82.732362 -67.521044 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60378/lvmSFrame-00013870.fits         13870     540.63           72         3210
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13871 60378   900.0 82.746258 -67.517454 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60378/lvmSFrame-00013871.fits         13871     522.11           72         3211
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13872 60378   900.0 82.733546 -67.521823 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60378/lvmSFrame-00013872.fits         13872     538.91           72         3212
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13873 60378   900.0 82.752574 -67.522383 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60378/lvmSFrame-00013873.fits         13873     512.68           72         3213
 SNR_B0532-675    83.125 -67.525483 ellipse  142.5  142.5   145  blue     poor  13874 60378   900.0 82.747928 -67.524695 1028081 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028081/60378/lvmSFrame-00013874.fits         13874     518.93           72         3214
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13915 60379   900.0 84.128676 -68.954204 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013915.fits         13915     889.23           85         3230
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13916 60379   900.0 84.136809 -68.954337 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013916.fits         13916     884.11           85         3231
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13917 60379   900.0 84.120815 -68.954842 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013917.fits         13917     891.81           85         3232
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13920 60379   900.0 84.140515 -68.950031 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013920.fits         13920     895.98           85         3235
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13921 60379   900.0 84.117648  -68.95625 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013921.fits         13921     889.22           85         3236
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13923 60379   900.0 84.132982 -68.956593 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013923.fits         13923     879.04           85         3237
     SNR_N157B 84.441667 -69.174444 ellipse   60.0   60.0     0  blue     good  13924 60379   900.0 84.126292  -68.95794 1027989 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027989/60379/lvmSFrame-00013924.fits         13924     878.65           85         3238
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14093 60381   900.0 83.609038 -69.332169 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014093.fits         14093     397.50           78         3282
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14093 60381   900.0 83.609038 -69.332169 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014093.fits         14093     441.93           80         3282
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14093 60381   900.0 83.609038 -69.332169 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014093.fits         14093     704.56           83         3282
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14094 60381   900.0 83.620099 -69.335887 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014094.fits         14094     393.90           78         3283
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14094 60381   900.0 83.620099 -69.335887 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014094.fits         14094     431.86           80         3283
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14094 60381   900.0 83.620099 -69.335887 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014094.fits         14094     700.38           83         3283
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14095 60381   900.0 83.604161 -69.335962 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014095.fits         14095     410.39           78         3284
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14095 60381   900.0 83.604161 -69.335962 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014095.fits         14095     451.40           80         3284
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14095 60381   900.0 83.604161 -69.335962 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014095.fits         14095     717.26           83         3284
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14096 60381   900.0  83.61095 -69.327707 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014096.fits         14096     386.62           78         3285
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14096 60381   900.0  83.61095 -69.327707 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014096.fits         14096     435.92           80         3285
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14096 60381   900.0  83.61095 -69.327707 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014096.fits         14096     693.84           83         3285
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14097 60381   900.0  83.60149  -69.33072 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014097.fits         14097     402.60           78         3286
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14097 60381   900.0  83.60149  -69.33072 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014097.fits         14097     450.02           80         3286
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14097 60381   900.0  83.60149  -69.33072 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014097.fits         14097     709.80           83         3286
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14098 60381   900.0 83.618772 -69.331032 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014098.fits         14098     384.99           78         3287
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14098 60381   900.0 83.618772 -69.331032 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014098.fits         14098     428.93           80         3287
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14098 60381   900.0 83.618772 -69.331032 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60381/lvmSFrame-00014098.fits         14098     691.98           83         3287
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14151 60382   900.0 83.598252 -69.335771 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014151.fits         14151     416.14           78         3303
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14151 60382   900.0 83.598252 -69.335771 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014151.fits         14151     458.46           80         3303
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14151 60382   900.0 83.598252 -69.335771 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014151.fits         14151     723.13           83         3303
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14152 60382   900.0 83.614377 -69.331786 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014152.fits         14152     391.13           78         3304
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14152 60382   900.0 83.614377 -69.331786 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014152.fits         14152     435.01           80         3304
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14152 60382   900.0 83.614377 -69.331786 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014152.fits         14152     698.13           83         3304
     SNR_1987A 83.866667 -69.269722 ellipse    0.8    0.8     0  blue     good  14153 60382   900.0 83.607385 -69.334371 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014153.fits         14153     403.74           78         3305
 SNR_Honeycomb 83.945957 -69.302024 ellipse  45.51  25.32    80  blue       ok  14153 60382   900.0 83.607385 -69.334371 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014153.fits         14153     445.95           80         3305
    J0536−6913 84.070833 -69.224444 ellipse   33.0   33.0    90  blue      bad  14153 60382   900.0 83.607385 -69.334371 1027965 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027965/60382/lvmSFrame-00014153.fits         14153     710.68           83         3305
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20529 60493   900.0  73.05138 -69.279706 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60493/lvmSFrame-00020529.fits         20529     640.42            7         4906
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20530 60493   900.0 73.050492 -69.284691 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60493/lvmSFrame-00020530.fits         20530     657.36            7         4907
    J0449-6920 72.341076 -69.338451 ellipse  71.28  61.21     0  blue       ok  20531 60493   900.0 73.021814 -69.282093 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60493/lvmSFrame-00020531.fits         20531     889.28            3         4908
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20531 60493   900.0 73.021814 -69.282093 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60493/lvmSFrame-00020531.fits         20531     639.31            7         4908
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20610 60494   900.0 73.049976  -69.27639 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60494/lvmSFrame-00020610.fits         20610     628.46            7         4945
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20611 60494   900.0 73.033117 -69.277449 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60494/lvmSFrame-00020611.fits         20611     626.44            7         4946
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20612 60494   900.0 73.036454 -69.276435 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60494/lvmSFrame-00020612.fits         20612     623.98            7         4947
    J0449-6920 72.341076 -69.338451 ellipse  71.28  61.21     0  blue       ok  20802 60496   900.0 73.016818 -69.279888 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60496/lvmSFrame-00020802.fits         20802     885.00            3         4972
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20802 60496   900.0 73.016818 -69.279888 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60496/lvmSFrame-00020802.fits         20802     630.18            7         4972
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20873 60497   900.0 73.053181 -69.280731 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60497/lvmSFrame-00020873.fits         20873     644.61            7         5010
    J0451–6906 72.911875 -69.108852 ellipse 155.73  99.17   170  blue     good  20874 60497   900.0 73.032276 -69.280609 1027956 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027956/60497/lvmSFrame-00020874.fits         20874     637.20            7         5011
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  20875 60497   900.0 75.664319 -67.898473 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60497/lvmSFrame-00020875.fits         20875     879.75           24         5012
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  20946 60498   900.0 75.660075 -67.894917 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60498/lvmSFrame-00020946.fits         20946     865.94           24         5051
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  21018 60499   900.0 75.671478 -67.903046 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60499/lvmSFrame-00021018.fits         21018     898.09           24         5088
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  22911 60527   900.0 75.661943 -67.894485 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60527/lvmSFrame-00022911.fits         22911     865.05           24         5664
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  22912 60527   900.0 75.667555 -67.894276 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60527/lvmSFrame-00022912.fits         22912     866.19           24         5665
    J0502–6739  75.50845 -67.661312 ellipse   70.5   70.5     0  blue     good  22913 60527   900.0 75.640825 -67.896417 1028051 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028051/60527/lvmSFrame-00022913.fits         22913     865.35           24         5666
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24890 60559   900.0 78.428831 -66.839239 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60559/lvmSFrame-00024890.fits         24890     779.33           44         6435
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24891 60559   900.0 78.431302 -66.842581 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60559/lvmSFrame-00024891.fits         24891     769.82           44         6436
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24892 60559   900.0 78.412419 -66.841354 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60559/lvmSFrame-00024892.fits         24892     763.09           44         6437
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24893 60559   900.0 78.418661  -66.83136 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60559/lvmSFrame-00024893.fits         24893     799.70           44         6438
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24894 60559   900.0 78.407159 -66.831377 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60559/lvmSFrame-00024894.fits         24894     793.58           44         6439
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24940 60560   900.0 78.527828  -66.84937 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60560/lvmSFrame-00024940.fits         24940     815.88           44         6459
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24941 60560   900.0 78.504324 -66.851853 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60560/lvmSFrame-00024941.fits         24941     790.12           44         6460
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24942 60560   900.0  78.51196 -66.849449 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60560/lvmSFrame-00024942.fits         24942     803.24           44         6461
C0512-6702-WPB 78.201795 -67.036607 ellipse 152.22  123.4    15  blue     good  24943 60560   900.0 78.494166 -66.849013 1028121 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028121/60560/lvmSFrame-00024943.fits         24943     791.21           44         6462
    J0508−6902 77.134121 -69.042183 ellipse 141.59  122.0   120  blue     good  26500 60581   900.0 77.234161  -69.02294 1027983 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027983/60581/lvmSFrame-00026500.fits         26500     146.31           34         6790
    SNR_in_N44 80.779792 -67.886667 ellipse  127.5  127.5    90  blue     good  26501 60581   900.0 81.280319 -67.935784 1028056 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028056/60581/lvmSFrame-00026501.fits         26501     700.28           57         6791
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  26502 60581   900.0 81.950595 -69.020601 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60581/lvmSFrame-00026502.fits         26502     654.75           62         6792
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  26503 60581   900.0 81.920638 -69.021681 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60581/lvmSFrame-00026503.fits         26503     649.37           62         6793
 SNR_B0528-692 81.915922 -69.202055 ellipse   86.0  61.98     0  blue     good  26504 60581   900.0 81.926468  -69.02086 1027987 sdsswork/lvm/spectro/redux/1.1.1/1027XX/1027987/60581/lvmSFrame-00026504.fits         26504     652.44           62         6794
    J0534–6720 83.522917 -67.346667 ellipse  146.5  144.0     0  blue      bad  26671 60583   900.0 83.901189 -67.510596 1028082 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028082/60583/lvmSFrame-00026671.fits         26671     788.34           75         6848
