name, ra, dec, i_ha, g_sb, irdc_flag, darkest_wham_flag
grid133 ,  90.51327308376855 ,  -37.82675010847252 , 2.9110534 , 22.553808015655356 , False ,  False
grid134 ,  90.6162905556 ,  -9.7231555556 , 19.930437088 , 24.63824800856002 , True ,  False
grid135 ,  91.2117125 ,  30.4444263889 , 7.0351772308 , 22.941982072662192 , True ,  False
grid136 ,  92.0386630556 ,  18.5110161111 , 7.1233177185 , 25.062265914748984 , True ,  False
grid137 ,  93.82790273155169 ,  63.91342183137511 , 1.3297986 , 23.022853654693442 , False ,  False
grid138 ,  94.23319047377566 ,  56.42052382549963 , 0.72195065 , 22.86815695173629 , False ,  False
grid139 ,  94.29509929887116 ,  -38.905577164728776 , 2.9869325 , 23.286060613464194 , False ,  False
grid140 ,  94.5975591129069 ,  85.05061311113155 , 0.81522936 , 24.07619647390731 , False ,  False
grid141 ,  96.8341141667 ,  -10.1748066667 , 20.1394119263 , 24.53160576231368 , True ,  False
grid142 ,  97.5810386111 ,  -9.6310855556 , 21.8742237091 , 24.178625863860923 , True ,  False
grid143 ,  97.70082789088393 ,  -33.80235324260103 , 3.984287 , 22.600768131088095 , False ,  False
grid144 ,  97.83368095483762 ,  -36.5526227686018 , 3.1264412 , 22.61999062902816 , False ,  False
grid145 ,  98.62007132500732 ,  -56.490283669685205 , 2.2571795 , 21.396981996368247 , False ,  False
grid146 ,  100.1788002778 ,  8.9670658333 , 125.1735153198 , 25.27255467779525 , True ,  False
grid147 ,  100.2077908562505 ,  54.65375047440711 , 0.6986874 , 23.083709997009116 , False ,  False
grid148 ,  101.16191287805898 ,  40.77156877843897 , 0.6443106 , 21.844401878188926 , False ,  False
grid149 ,  101.3889814105066 ,  -67.50490765394066 , 1.9149276 , 21.62806801206954 , False ,  False
grid150 ,  101.4771225852202 ,  -49.77619354536092 , 14.792304 , 21.73485092527755 , False ,  False
grid151 ,  103.60042506116903 ,  -16.460027233775566 , 4.9473357 , 21.219548505615073 , False ,  False
grid152 ,  104.28066044600176 ,  73.39344079587276 , 1.2716297 , 24.30300526029952 , False ,  False
grid153 ,  104.85707060611732 ,  38.14326985419131 , 0.95627236 , 23.012147468398886 , False ,  False
grid154 ,  105.64819382999228 ,  -36.27224986307394 , 12.868599 , 22.08746961958297 , False ,  False
grid155 ,  107.5672816667 ,  -10.54477 , 74.8994750977 , 24.01510767347701 , True ,  False
grid156 ,  108.14889756477974 ,  50.22795360532692 , 0.1544488 , 23.594141525100547 , False ,  False
grid157 ,  110.67759665172052 ,  47.113000084750304 , 0.3719393 , 23.42160515196212 , False ,  False
grid158 ,  111.0479536111 ,  -25.8263586111 , 118.526473999 , 22.458274883102256 , True ,  False
grid159 ,  111.57509920204569 ,  17.185470461997024 , 2.866906 , 19.752280634712058 , False ,  False
grid160 ,  112.37787812172714 ,  28.70540624868943 , 2.1020496 , 23.015292209457236 , False ,  False
grid161 ,  113.62785667761118 ,  -2.3226195569739785 , 1.780499 , 19.637232941459494 , False ,  False
grid162 ,  114.51308265136745 ,  -71.55930661920823 , 2.2795577 , 21.8787472666014 , False ,  False
grid163 ,  114.73367748505657 ,  57.34723824065986 , 0.16275269 , 22.88528613455184 , False ,  False
grid164 ,  115.00624057729186 ,  -25.76536236028912 , 14.361285 , 20.405692380737143 , False ,  False
grid165 ,  115.27444055768267 ,  -63.12459850162471 , 4.964593 , 22.358562272857505 , False ,  False
grid166 ,  115.77009269883428 ,  -70.24157095213376 , 3.3793917 , 23.837672990630942 , False ,  False
grid167 ,  115.89269174180723 ,  10.14092941105893 , 2.0639179 , 23.201674741576987 , False ,  False
grid168 ,  116.26470074811068 ,  7.431514691265034 , 1.4538541 , 20.462128442596274 , False ,  False
grid169 ,  116.51729009852687 ,  28.627222184067914 , 1.7310615 , 22.84275583631881 , False ,  False
grid170 ,  117.11512693868657 ,  3.844712870861473 , 1.0561026 , 21.943504136871177 , False ,  False
grid171 ,  118.23452087044306 ,  9.229427246067072 , 1.076008 , 23.356558603118735 , False ,  False
grid172 ,  118.23730722335482 ,  -24.058464074808533 , 14.421481 , 20.630922836135703 , False ,  False
grid173 ,  120.163981999628 ,  44.44964169562191 , 0.74663264 , 22.771086019347983 , False ,  False
grid174 ,  120.35748768902474 ,  3.1067588702943056 , 0.9519953 , 21.631094735931235 , False ,  False
grid175 ,  120.9548159384995 ,  -11.863069008549404 , 2.2401137 , 21.79143003828414 , False ,  False
grid176 ,  120.99647151518792 ,  71.15663809737784 , 0.545311 , 24.432601255248862 , False ,  False
grid177 ,  122.32011028812708 ,  29.518821708269062 , 1.3714855 , 23.92090968496688 , False ,  False
grid178 ,  122.36252303752194 ,  12.60281617961225 , 1.3904396 , 23.47582272894271 , False ,  False
grid179 ,  123.07414764751039 ,  62.794956865446 , 0.4694966 , 22.988635820220786 , False ,  False
grid180 ,  123.33912804551153 ,  2.916135211538514 , 1.0090129 , 23.239037317107993 , False ,  False
grid181 ,  124.9367932420498 ,  -60.80721714746486 , 5.985593 , 22.298135083984214 , False ,  False
grid182 ,  125.2963630556 ,  -49.8651830556 , 146.5454864502 , 23.70231084234603 , True ,  False
grid183 ,  125.64011407772405 ,  -7.992206567748066 , 1.0704789 , 22.815282863448935 , False ,  False
grid184 ,  126.1884961111 ,  -42.1002358333 , 40.9647598267 , 22.337576669524985 , True ,  False
grid185 ,  126.90880588710675 ,  -13.170437743196933 , 2.0487106 , 21.028420251678305 , False ,  False
grid186 ,  127.18185862804866 ,  2.9429116969027747 , 0.8813498 , 24.319133085082846 , False ,  False
grid187 ,  127.29845139096503 ,  57.121686704038474 , 0.3444475 , 25.84443024999984 , False ,  False
grid188 ,  128.0743786410558 ,  4.86839199960444 , 0.9011577 , 23.58564905531295 , False ,  False
grid189 ,  129.54109296826837 ,  32.76754168009587 , 0.7663579 , 24.571166557144004 , False ,  False
grid190 ,  131.0236665252745 ,  30.923380038237337 , 1.054769 , 22.55075268156417 , False ,  False
grid191 ,  132.13962559641786 ,  -5.509662242251782 , 0.78247845 , 23.245429319213706 , False ,  False
grid192 ,  133.30506872584164 ,  45.053039989420185 , 0.1568365 , 23.629019779037314 , False ,  False
grid193 ,  133.62117068901603 ,  22.418874934609363 , 1.1666995 , 24.354680103133994 , False ,  False
grid194 ,  134.8833661111 ,  -43.5717633333 , 30.1130867004 , 26.182483953307944 , True ,  False
grid195 ,  134.89856222156834 ,  37.876100587219355 , 0.6028757 , 23.906174224685508 , False ,  False
grid196 ,  134.99854671867783 ,  -8.269111032834546 , 1.015061 , 23.92872743017562 , False ,  False
grid197 ,  136.66963204463133 ,  -63.882721654859736 , 7.6552606 , 21.01373843557723 , False ,  False
grid198 ,  136.84528071168816 ,  -23.18088190128168 , 8.134139 , 22.4972455919493 , False ,  False
grid199 ,  137.8097546134299 ,  71.41234040141613 , 0.47054413 , 24.762142223190146 , False ,  False
grid200 ,  137.8135583333 ,  -48.6087130556 , 42.202003479 , 28.400700610946494 , True ,  False
grid201 ,  137.94900853411187 ,  -17.76764437552467 , 1.7190968 , 23.047285598586875 , False ,  False
grid202 ,  139.09570144632661 ,  26.684490927246227 , 0.6035281 , 22.753607553314048 , False ,  False
grid203 ,  139.13419570090974 ,  42.474868050723856 , 0.31879362 , 24.195269864868003 , False ,  False
grid204 ,  140.1194771590287 ,  26.465243177928762 , 0.46552444 , 23.197413009475547 , False ,  False
grid205 ,  143.00239380220083 ,  15.515732664915387 , 0.8891936 , 23.97069029219039 , False ,  False
grid206 ,  143.10149134464262 ,  -10.448085273103874 , 0.8325867 , 23.177820962737876 , False ,  False
grid207 ,  144.6106102778 ,  -45.93272 , 25.25182724 , 22.48308352835067 , True ,  False
grid208 ,  144.66774267801586 ,  11.947408559510945 , 0.9231111 , 24.5834272325743 , False ,  False
grid209 ,  145.03637641865757 ,  31.365267682659557 , 0.42498997 , 24.128282588790732 , False ,  False
grid210 ,  146.3241985304522 ,  -25.011299113013795 , 9.6209 , 23.218011182617026 , False ,  False
grid211 ,  147.68412083040207 ,  -11.781791717839619 , 0.89461935 , 22.507610839675742 , False ,  False
grid212 ,  147.76149338066293 ,  36.120198372020994 , 0.31870365 , 27.28852204687484 , False ,  False
grid213 ,  147.94484079533285 ,  13.118810006369596 , 0.5627639 , 23.597885888885337 , False ,  False
grid214 ,  148.81846484806127 ,  34.61541981092229 , 0.38045052 , 24.75537948019393 , False ,  False
grid215 ,  149.47570290580924 ,  2.1978925850635975 , 0.6215401 , 25.04831365949996 , False ,  False
grid216 ,  149.50008605622048 ,  -7.410497574126068 , 0.8129689 , 23.778399747680503 , False ,  False
grid217 ,  150.6298462308517 ,  -39.35910378591147 , 8.24918 , 21.91334418661483 , False ,  False
grid218 ,  152.326317194133 ,  18.3419273714408 , 0.46963656 , 27.320256751846152 , False ,  False
grid219 ,  153.6621978832276 ,  -24.108893658900016 , 3.6789186 , 22.435356897186118 , False ,  False
grid220 ,  154.37219337456327 ,  -3.9215647338901785 , 0.612862 , 25.1601033628691 , False ,  False
grid221 ,  155.0650789747498 ,  24.54281685835938 , 0.14464563 , 24.95968274481185 , False ,  False
grid222 ,  155.68165641535992 ,  61.70269400813111 , 0.16037878 , 27.02256731397994 , False ,  False
grid223 ,  156.9415349398709 ,  58.27661014697106 , 0.10979885 , 27.05782465345748 , False ,  False
grid224 ,  157.16074296172076 ,  -22.314640802556198 , 1.2333668 , 22.76146940595992 , False ,  False
grid225 ,  157.46492241371635 ,  -45.94702098605412 , 7.539783 , 20.876089853118735 , False ,  False
grid226 ,  158.7007824402501 ,  50.37994371917019 , 0.13466507 , 25.233145278762656 , False ,  False
grid227 ,  158.96956134383498 ,  -16.142606047853903 , 0.38732216 , 24.57112244970687 , False ,  False
grid228 ,  159.1952332746059 ,  -34.794675401550165 , 2.807778 , 23.11913303739913 , False ,  False
grid229 ,  160.02214011108623 ,  -22.11966506094474 , 1.1276923 , 22.891194146941977 , False ,  False
grid230 ,  160.8526214716493 ,  51.02996350669822 , 0.12037175 , 24.067286771606284 , False ,  False
grid231 ,  161.19229635088715 ,  39.03345115700659 , 0.28612712 , 23.57498578436263 , False ,  False
grid232 ,  161.53688089923745 ,  39.97748667897622 , 0.22363502 , 24.511445087264853 , False ,  False
grid233 ,  162.9276690732313 ,  -3.9967018431857944 , 0.6039698 , 24.324045699905234 , False ,  False
grid234 ,  164.92176509489565 ,  -16.018958836639722 , 0.24675184 , 25.24966053373702 , False ,  False
grid235 ,  164.9292580611652 ,  -20.005397890963145 , 0.6684134 , 23.40745500929244 , False ,  False
grid236 ,  165.61186621154738 ,  10.452855663815052 , 0.29921868 , 26.4999847830046 , False ,  False
grid237 ,  165.7889963889 ,  -77.8327780556 , 5.6556668282 , 40.0 , True ,  False
grid238 ,  166.40837104966647 ,  -28.499090537348508 , 1.2260065 , 23.735693019698935 , False ,  False
grid239 ,  166.43303667539115 ,  44.15643021954801 , 0.22170712 , 24.86334852583297 , False ,  False
grid240 ,  167.19265708999438 ,  11.216757314495409 , 0.09849673 , 23.817267936538535 , False ,  False
grid241 ,  167.59634048209253 ,  -1.262873213987276 , 0.38061604 , 25.0663750589598 , False ,  False
grid242 ,  167.6959069444 ,  -64.5569047222 , 52.2777442932 , 23.051916879485923 , True ,  False
grid243 ,  167.73281427286483 ,  -43.03172634575076 , 5.0232816 , 21.72898582823165 , False ,  False
grid244 ,  167.7350012133051 ,  72.71406562252912 , 0.33752674 , 24.321827215026694 , False ,  False
grid245 ,  167.80599547153943 ,  10.442799424334014 , 0.23111445 , 25.326890271972495 , False ,  False
grid246 ,  168.259314513818 ,  17.50276782604007 , 0.1781804 , 23.87678675062545 , False ,  False
grid247 ,  169.461688722382 ,  11.120353161693448 , 0.25825128 , 23.070896190475302 , False ,  False
grid248 ,  169.52302424735717 ,  17.051257202250543 , 0.16809277 , 25.35550407774337 , False ,  False
grid249 ,  171.33971473852816 ,  -39.54539415466837 , 3.3103528 , 23.094856065582114 , False ,  False
grid250 ,  171.83810157727322 ,  -10.130890523304359 , 0.2433635 , 24.192519706558066 , False ,  False
grid251 ,  172.1536051278733 ,  -1.4330624906873202 , 0.18546027 , 23.82980040914901 , False ,  False
grid252 ,  173.18745562900475 ,  17.771013202936633 , 0.15348256 , 23.97126368887313 , False ,  True
grid253 ,  173.79073539041045 ,  69.90019690288943 , 0.14036302 , 24.73533086187728 , False ,  False
grid254 ,  175.00971613612268 ,  36.66224388159175 , 0.2770993 , 25.96092991239913 , False ,  False
grid255 ,  175.0623095548391 ,  -16.280091579452204 , 0.34165376 , 21.281897348235923 , False ,  False
grid256 ,  175.37931922505453 ,  -49.42260367721136 , 9.25395 , 21.618025821517783 , False ,  False
grid257 ,  175.57388184925603 ,  55.01257869111101 , 0.1376126 , 27.60277799970992 , False ,  False
grid258 ,  175.828504605383 ,  81.94673549178218 , 0.6195934 , 22.801636976074057 , False ,  False
grid259 ,  175.90224318391125 ,  -6.458113198674445 , 0.16021182 , 23.539351743530112 , False ,  False
grid260 ,  177.60266262035543 ,  -18.96949852403743 , 0.45062053 , 24.19780783064254 , False ,  False
grid261 ,  178.67950702062984 ,  40.62138130198924 , 0.23402564 , 24.584267658065635 , False ,  False
grid262 ,  179.3700735868678 ,  -36.14793205912084 , 2.8024611 , 23.397833627532798 , False ,  False
grid263 ,  179.62842975944298 ,  -25.704638327370823 , 1.0006465 , 23.63543800718673 , False ,  False
grid264 ,  180.4612611111 ,  -65.1549302778 , 33.5602111816 , 23.808566850494223 , True ,  False
grid265 ,  180.48351894368577 ,  -7.378585775187674 , 0.12421554 , 25.04584364302047 , False ,  False
grid266 ,  181.5652429921992 ,  40.314036873262744 , 0.3023853 , 25.675950568984824 , False ,  False
grid267 ,  183.3848217563974 ,  -19.538800936344 , 0.45753363 , 24.4295661867369 , False ,  False
grid268 ,  183.56565961456914 ,  53.44132550553855 , 0.21422555 , 23.284065049957114 , False ,  False
grid269 ,  184.402492209758 ,  -30.910561714430166 , 1.2431546 , 23.453362506698447 , False ,  False
grid270 ,  184.73911959924862 ,  11.86673466723909 , 0.1395925 , 23.877344650100547 , False ,  False
grid271 ,  185.08652081730776 ,  23.994359538574553 , 0.11437329 , 23.316078704665976 , False ,  True
