Source_name Other_name        RA        Dec RegType   Major   Minor Theta expnum   mjd exptime      RA_2      Dec_2  tileid                                                                      location Source_name_2 separation table1_index table2_index
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24691 60556   900.0 14.009139 -72.126703 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024691.fits         24691     889.98            8         6318
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24691 60556   900.0 14.009139 -72.126703 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024691.fits         24691     173.32           19         6318
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24691 60556   900.0 14.009139 -72.126703 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024691.fits         24691     554.86           20         6318
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24812 60558   900.0 10.923853  -73.53166 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024812.fits         24812     732.89            0         6378
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24813 60558   900.0 10.935938 -73.539113 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024813.fits         24813     734.63            0         6379
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24814 60558   900.0 10.909572 -73.537409 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024814.fits         24814     711.65            0         6380
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24815 60558   900.0 10.915141 -73.527814 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024815.fits         24815     730.14            0         6381
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24816 60558   900.0 10.897246 -73.528183 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024816.fits         24816     712.90            0         6382
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24817 60558   900.0 10.911838  -73.52775 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024817.fits         24817     727.14            0         6383
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24818 60558   900.0 10.865285 -73.534046 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024818.fits         24818     674.53            0         6384
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24819 60558   900.0 10.883295  -73.53365 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024819.fits         24819     691.96            0         6385
 J0041-7336      DEMS5 10.257083 -73.608333 ellipse 15.3125 13.6875 105.0  24820 60558   900.0 10.869258 -73.534445 1028283 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028283/60558/lvmSFrame-00024820.fits         24820     677.67            0         6386
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24821 60558   900.0 15.378704 -72.135643 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024821.fits         24821     579.25            9         6387
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24821 60558   900.0 15.378704 -72.135643 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024821.fits         24821     496.83           11         6387
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24821 60558   900.0 15.378704 -72.135643 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024821.fits         24821     700.53           13         6387
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24821 60558   900.0 15.378704 -72.135643 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024821.fits         24821     789.11           14         6387
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24822 60558   900.0 15.385487 -72.140035 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024822.fits         24822     583.43            9         6388
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24822 60558   900.0 15.385487 -72.140035 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024822.fits         24822     486.65           11         6388
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24822 60558   900.0 15.385487 -72.140035 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024822.fits         24822     703.35           13         6388
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24822 60558   900.0 15.385487 -72.140035 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024822.fits         24822     790.17           14         6388
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24823 60558   900.0 15.364671 -72.139071 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024823.fits         24823     561.54            9         6389
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24823 60558   900.0 15.364671 -72.139071 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024823.fits         24823     509.89           11         6389
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24823 60558   900.0 15.364671 -72.139071 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024823.fits         24823     720.28           13         6389
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24823 60558   900.0 15.364671 -72.139071 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024823.fits         24823     808.61           14         6389
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24827 60558   900.0 15.371179 -72.130115 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024827.fits         24827     575.79            9         6393
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24827 60558   900.0 15.371179 -72.130115 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024827.fits         24827     509.13           11         6393
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24827 60558   900.0 15.371179 -72.130115 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024827.fits         24827     696.65           13         6393
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24827 60558   900.0 15.371179 -72.130115 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024827.fits         24827     787.33           14         6393
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24828 60558   900.0 15.356779 -72.127622 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024828.fits         24828     562.77            9         6394
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24828 60558   900.0 15.356779 -72.127622 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024828.fits         24828     526.69           11         6394
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24828 60558   900.0 15.356779 -72.127622 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024828.fits         24828     705.53           13         6394
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24828 60558   900.0 15.356779 -72.127622 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024828.fits         24828     797.68           14         6394
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24829 60558   900.0 15.374201 -72.126584 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024829.fits         24829     582.31            9         6395
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24829 60558   900.0 15.374201 -72.126584 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024829.fits         24829     508.93           11         6395
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24829 60558   900.0 15.374201 -72.126584 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024829.fits         24829     687.12           13         6395
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24829 60558   900.0 15.374201 -72.126584 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024829.fits         24829     778.72           14         6395
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24830 60558   900.0 15.355138 -72.128876 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024830.fits         24830     559.81            9         6396
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24830 60558   900.0 15.355138 -72.128876 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024830.fits         24830     527.40           11         6396
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24830 60558   900.0 15.355138 -72.128876 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024830.fits         24830     709.41           13         6396
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24830 60558   900.0 15.355138 -72.128876 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024830.fits         24830     801.27           14         6396
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24831 60558   900.0  15.37448 -72.127764 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024831.fits         24831     581.48            9         6397
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24831 60558   900.0  15.37448 -72.127764 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024831.fits         24831     507.58           11         6397
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24831 60558   900.0  15.37448 -72.127764 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024831.fits         24831     689.08           13         6397
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24831 60558   900.0  15.37448 -72.127764 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024831.fits         24831     780.30           14         6397
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24832 60558   900.0 15.366627 -72.128586 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024832.fits         24832     572.33            9         6398
 J0103-7209      IKT21 15.820833 -72.161667  circle  16.875  16.875   0.0  24832 60558   900.0 15.366627 -72.128586 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024832.fits         24832     515.30           11         6398
 J0103-7201         -- 15.902083 -72.026389 ellipse   6.125  5.1875  90.0  24832 60558   900.0 15.366627 -72.128586 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024832.fits         24832     698.02           13         6398
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  24832 60558   900.0 15.366627 -72.128586 1028318 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028318/60558/lvmSFrame-00024832.fits         24832     789.40           14         6398
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24868 60559   900.0 16.128599 -72.502111 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024868.fits         24868     444.00           15         6414
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24870 60559   900.0 16.127609 -72.508109 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024870.fits         24870     464.71           15         6415
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24870 60559   900.0 16.127609 -72.508109 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024870.fits         24870     893.12           21         6415
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24871 60559   900.0 16.101073 -72.506303 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024871.fits         24871     468.91           15         6416
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24872 60559   900.0 16.104782 -72.496111 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024872.fits         24872     433.64           15         6417
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24873 60559   900.0 16.089811 -72.496289 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024873.fits         24873     441.10           15         6418
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24874 60559   900.0 16.104571 -72.495261 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024874.fits         24874     430.95           15         6419
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24875 60559   900.0 16.078781 -72.497663 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024875.fits         24875     450.86           15         6420
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24876 60559   900.0 16.075615 -72.500726 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024876.fits         24876     462.24           15         6421
 J0105-7223      IKT23   16.2675 -72.386111  circle    12.0    12.0   0.0  24877 60559   900.0 16.061812 -72.500867 1028311 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028311/60559/lvmSFrame-00024877.fits         24877     469.64           15         6422
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24937 60560   900.0 16.779781 -72.861795 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024937.fits         24937     586.48           21         6456
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24938 60560   900.0 16.786404 -72.866323 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024938.fits         24938     604.07           21         6457
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24939 60560   900.0 16.763621 -72.865715 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024939.fits         24939     595.86           21         6458
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24944 60560   900.0 16.776181 -72.857507 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024944.fits         24944     570.58           21         6463
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24945 60560   900.0 16.763749 -72.855703 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024945.fits         24945     560.91           21         6464
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24946 60560   900.0 16.784853  -72.85487 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024946.fits         24946     564.01           21         6465
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24947 60560   900.0 16.763827 -72.858082 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024947.fits         24947     569.23           21         6466
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24948 60560   900.0 16.783875 -72.856893 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024948.fits         24948     570.70           21         6467
 J0106-7242         --  16.63375 -72.704722  circle    8.75  10.625   0.0  24949 60560   900.0 16.776371 -72.858555 1028303 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028303/60560/lvmSFrame-00024949.fits         24949     574.28           21         6468
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24986 60561   900.0 11.757307 -73.183155 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60561/lvmSFrame-00024986.fits         24986     188.32            1         6482
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24986 60561   900.0 11.757307 -73.183155 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60561/lvmSFrame-00024986.fits         24986     157.20            2         6482
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24986 60561   900.0 11.757307 -73.183155 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60561/lvmSFrame-00024986.fits         24986     180.68            3         6482
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24986 60561   900.0 11.757307 -73.183155 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60561/lvmSFrame-00024986.fits         24986     619.87            4         6482
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24986 60561   900.0 11.757307 -73.183155 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60561/lvmSFrame-00024986.fits         24986     579.72            5         6482
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26805 60585   900.0 14.713072 -71.763761 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026805.fits         26805     849.94           10         6874
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26807 60585   900.0 14.717747 -71.764914 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026807.fits         26807     850.79           10         6875
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26808 60585   900.0 14.701241 -71.765375 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026808.fits         26808     861.86           10         6876
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26809 60585   900.0 14.712077 -71.755709 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026809.fits         26809     825.88           10         6877
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26810 60585   900.0 14.704336 -71.757198 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026810.fits         26810     835.08           10         6878
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26811 60585   900.0 14.724483 -71.757523 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026811.fits         26811     824.07           10         6879
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26821 60585   900.0  14.70235 -71.763458 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026821.fits         26821     855.33           10         6888
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26822 60585   900.0 14.724704 -71.761194 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026822.fits         26822     835.28           10         6889
 J0100-7133    DEMS108 15.099583 -71.561389  circle  13.125  13.125   0.0  26823 60585   900.0 14.718675 -71.762376 1028325 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028325/60585/lvmSFrame-00026823.fits         26823     842.41           10         6890
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26940 60587   900.0  16.75688 -72.135312 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026940.fits         26940     445.98           16         6933
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26940 60587   900.0  16.75688 -72.135312 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026940.fits         26940     254.59           17         6933
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26941 60587   900.0 16.761962 -72.139322 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026941.fits         26941     446.52           16         6934
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26941 60587   900.0 16.761962 -72.139322 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026941.fits         26941     267.87           17         6934
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26942 60587   900.0 16.739625 -72.138508 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026942.fits         26942     424.14           16         6935
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26942 60587   900.0 16.739625 -72.138508 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026942.fits         26942     247.12           17         6935
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  26943 60587   900.0 16.748197 -72.128595 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026943.fits         26943     894.91           14         6936
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26943 60587   900.0 16.748197 -72.128595 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026943.fits         26943     446.09           16         6936
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26943 60587   900.0 16.748197 -72.128595 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026943.fits         26943     232.80           17         6936
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  26944 60587   900.0 16.736033 -72.129496 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026944.fits         26944     883.80           14         6937
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26944 60587   900.0 16.736033 -72.129496 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026944.fits         26944     432.49           16         6937
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26944 60587   900.0 16.736033 -72.129496 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026944.fits         26944     223.63           17         6937
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26945 60587   900.0 16.755507 -72.128708 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026945.fits         26945     453.35           16         6938
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26945 60587   900.0 16.755507 -72.128708 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026945.fits         26945     239.79           17         6938
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  26948 60587   900.0 16.738636 -72.133459 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026948.fits         26948     892.16           14         6941
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26948 60587   900.0 16.738636 -72.133459 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026948.fits         26948     429.58           16         6941
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26948 60587   900.0 16.738636 -72.133459 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026948.fits         26948     234.57           17         6941
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26949 60587   900.0  16.75356 -72.130822 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026949.fits         26949     448.42           16         6942
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26949 60587   900.0  16.75356 -72.130822 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026949.fits         26949     242.19           17         6942
 J0104-7201      E0102    16.005 -72.031111  circle  2.8125  2.6875   0.0  26950 60587   900.0 16.744047 -72.131029 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026950.fits         26950     894.12           14         6943
 J0105-7210    DEMS128 16.377083 -72.177778 ellipse  11.875     7.5 150.0  26950 60587   900.0 16.744047 -72.131029 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026950.fits         26950     438.43           16         6943
 J0106-7205      IKT25 16.572917 -72.092778 ellipse   6.875     5.0  25.0  26950 60587   900.0 16.744047 -72.131029 1028319 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028319/60587/lvmSFrame-00026950.fits         26950     234.03           17         6943
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28914 60618   900.0 17.508552 -72.491514 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028914.fits         28914     690.88           22         7449
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28915 60618   900.0 17.502211 -72.495103 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028915.fits         28915     702.88           22         7450
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28916 60618   900.0  17.47702 -72.494015 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028916.fits         28916     696.41           22         7451
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28917 60618   900.0 17.471542  -72.48762 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028917.fits         28917     673.02           22         7452
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28918 60618   900.0  17.46199 -72.488902 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028918.fits         28918     676.99           22         7453
 J0109-7318      SNRC4 17.429167 -72.301111  circle  6.5625  6.5625   0.0  28919 60618   900.0 17.480481  -72.48937 1028312 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028312/60618/lvmSFrame-00028919.fits         28919     680.03           22         7454
