Source_name Other_name        RA        Dec RegType   Major   Minor Theta expnum   mjd exptime      RA_2      Dec_2  tileid                                                                      location Source_name_2 separation table1_index table2_index
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  20798 60496   900.0 13.162864 -73.210881 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020798.fits         20798     660.62            6         4968
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  20799 60496   900.0 13.138563 -73.212216 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020799.fits         20799     894.53            5         4969
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  20799 60496   900.0 13.138563 -73.212216 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020799.fits         20799     641.83            6         4969
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  20800 60496   900.0 13.155986 -73.211788 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020800.fits         20800     653.73            6         4970
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  20801 60496   900.0 13.143601 -73.212063 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020801.fits         20801     899.80            5         4971
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  20801 60496   900.0 13.143601 -73.212063 1028292 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028292/60496/lvmSFrame-00020801.fits         20801     645.33            6         4971
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20863 60497   900.0 13.336106 -72.482222 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020863.fits         20863     480.18            7         5000
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20864 60497   900.0 13.319905 -72.483179 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020864.fits         20864     473.68            7         5001
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20865 60497   900.0 13.331275 -72.482532 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020865.fits         20865     478.09            7         5002
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20866 60497   900.0 13.303581 -72.484889 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020866.fits         20866     465.07            7         5003
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20867 60497   900.0 13.317832 -72.484355 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020867.fits         20867     469.15            7         5004
 J0052-7236     DEMS68 13.249583 -72.613056 ellipse    20.0  16.875 135.0  20868 60497   900.0 13.302095 -72.484848 1028309 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028309/60497/lvmSFrame-00020868.fits         20868     465.02            7         5005
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22955 60528   900.0 14.672931 -72.497913 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022955.fits         22955     725.68            8         5697
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22956 60528   900.0 14.680237 -72.502287 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022956.fits         22956     742.28            8         5698
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22957 60528   900.0 14.656818 -72.501124 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022957.fits         22957     735.30            8         5699
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22958 60528   900.0 14.666485 -72.491894 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022958.fits         22958     703.34            8         5700
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22959 60528   900.0 14.655126 -72.493102 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022959.fits         22959     706.38            8         5701
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22960 60528   900.0 14.674126 -72.492766 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022960.fits         22960     707.45            8         5702
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22961 60528   900.0 14.653255 -72.495341 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022961.fits         22961     714.21            8         5703
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22962 60528   900.0 14.672684 -72.495174 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022962.fits         22962     715.86            8         5704
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  22963 60528   900.0 14.661322 -72.496305 1028310 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028310/60528/lvmSFrame-00022963.fits         22963     718.52            8         5705
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  23082 60531   900.0 11.700658 -73.185696 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023082.fits         23082     176.59            1         5758
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  23082 60531   900.0 11.700658 -73.185696 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023082.fits         23082     196.28            2         5758
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  23082 60531   900.0 11.700658 -73.185696 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023082.fits         23082     236.32            3         5758
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  23082 60531   900.0 11.700658 -73.185696 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023082.fits         23082     646.35            4         5758
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  23082 60531   900.0 11.700658 -73.185696 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023082.fits         23082     632.68            5         5758
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  23083 60531   900.0 11.708265 -73.190171 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023083.fits         23083     193.95            1         5759
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  23083 60531   900.0 11.708265 -73.190171 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023083.fits         23083     204.45            2         5759
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  23083 60531   900.0 11.708265 -73.190171 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023083.fits         23083     237.33            3         5759
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  23083 60531   900.0 11.708265 -73.190171 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023083.fits         23083     628.75            4         5759
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  23083 60531   900.0 11.708265 -73.190171 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60531/lvmSFrame-00023083.fits         23083     620.44            5         5759
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24484 60553   900.0 11.759651  -73.19307 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024484.fits         24484     221.18            1         6207
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24484 60553   900.0 11.759651  -73.19307 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024484.fits         24484     189.50            2         6207
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24484 60553   900.0 11.759651  -73.19307 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024484.fits         24484     200.67            3         6207
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24484 60553   900.0 11.759651  -73.19307 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024484.fits         24484     588.78            4         6207
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24484 60553   900.0 11.759651  -73.19307 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024484.fits         24484     566.18            5         6207
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24487 60553   900.0 11.734386 -73.183637 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024487.fits         24487     179.48            1         6208
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24487 60553   900.0 11.734386 -73.183637 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024487.fits         24487     169.90            2         6208
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24487 60553   900.0 11.734386 -73.183637 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024487.fits         24487     201.93            3         6208
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24487 60553   900.0 11.734386 -73.183637 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024487.fits         24487     631.66            4         6208
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24487 60553   900.0 11.734386 -73.183637 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024487.fits         24487     601.64            5         6208
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24488 60553   900.0 11.747829 -73.183248 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024488.fits         24488     183.99            1         6209
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24488 60553   900.0 11.747829 -73.183248 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024488.fits         24488     161.81            2         6209
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24488 60553   900.0 11.747829 -73.183248 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024488.fits         24488     189.18            3         6209
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24488 60553   900.0 11.747829 -73.183248 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024488.fits         24488     624.98            4         6209
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24488 60553   900.0 11.747829 -73.183248 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024488.fits         24488     588.89            5         6209
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24489 60553   900.0 11.726813 -73.186034 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024489.fits         24489     184.77            1         6210
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24489 60553   900.0 11.726813 -73.186034 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024489.fits         24489     181.39            2         6210
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24489 60553   900.0 11.726813 -73.186034 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024489.fits         24489     213.10            3         6210
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24489 60553   900.0 11.726813 -73.186034 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024489.fits         24489     629.14            4         6210
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24489 60553   900.0 11.726813 -73.186034 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024489.fits         24489     606.37            5         6210
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24490 60553   900.0 11.722047 -73.189983 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024490.fits         24490     196.82            1         6211
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24490 60553   900.0 11.722047 -73.189983 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024490.fits         24490     196.10            2         6211
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24490 60553   900.0 11.722047 -73.189983 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024490.fits         24490     224.86            3         6211
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24490 60553   900.0 11.722047 -73.189983 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024490.fits         24490     620.60            4         6211
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24490 60553   900.0 11.722047 -73.189983 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024490.fits         24490     606.87            5         6211
 J0046-7308     HPF414 11.669167   -73.1375 ellipse 11.5625    8.75  35.0  24491 60553   900.0 11.707522 -73.190764 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024491.fits         24491     195.88            1         6212
 J0047-7308       IKT2 11.819167 -73.143333 ellipse   6.875    6.25  45.0  24491 60553   900.0 11.707522 -73.190764 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024491.fits         24491     206.65            2         6212
 J0047-7309         -- 11.902083 -73.155556 ellipse   11.25     7.5  75.0  24491 60553   900.0 11.707522 -73.190764 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024491.fits         24491     239.11            3         6212
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24491 60553   900.0 11.707522 -73.190764 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024491.fits         24491     627.55            4         6212
 J0047-7314       IKT5 12.282083   -73.2375  circle  11.875  11.875   0.0  24491 60553   900.0 11.707522 -73.190764 1028291 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028291/60553/lvmSFrame-00024491.fits         24491     620.59            5         6212
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24552 60554   900.0 15.355841 -72.862177 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024552.fits         24552     602.53           12         6249
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24553 60554   900.0 15.361154 -72.866958 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024553.fits         24553     604.76           12         6250
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24554 60554   900.0  15.33902 -72.866115 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024554.fits         24554     624.65           12         6251
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24561 60554   900.0 15.346822 -72.857716 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024561.fits         24561     604.91           12         6258
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24562 60554   900.0 15.336421 -72.856487 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024562.fits         24562     613.45           12         6259
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24563 60554   900.0  15.35642 -72.855294 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024563.fits         24563     592.17           12         6260
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24564 60554   900.0 15.340061 -72.857488 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024564.fits         24564     611.22           12         6261
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24565 60554   900.0 15.360978  -72.85764 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024565.fits         24565     590.96           12         6262
 J0103-7247     HPF334  15.87125   -72.7925  circle  6.5625  5.3125   0.0  24566 60554   900.0 15.354137 -72.860464 1028302 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028302/60554/lvmSFrame-00024566.fits         24566     601.66           12         6263
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24615 60555   900.0 12.406396 -73.563155 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024615.fits         24615     833.42            6         6275
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24616 60555   900.0 12.422816 -73.569219 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024616.fits         24616     845.49            6         6276
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24617 60555   900.0 12.396684 -73.567968 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024617.fits         24617     853.35            6         6277
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24618 60555   900.0 12.402363 -73.558244 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024618.fits         24618     892.52            4         6278
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24618 60555   900.0 12.402363 -73.558244 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024618.fits         24618     819.69            6         6278
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24619 60555   900.0 12.385643 -73.560261 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024619.fits         24619     893.14            4         6279
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24619 60555   900.0 12.385643 -73.560261 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024619.fits         24619     834.22            6         6279
 J0048-7319       IKT4 12.081667 -73.327778 ellipse 10.3125   8.125  90.0  24620 60555   900.0 12.403521 -73.559594 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024620.fits         24620     897.48            4         6280
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24620 60555   900.0 12.403521 -73.559594 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024620.fits         24620     823.42            6         6280
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24621 60555   900.0 12.381146 -73.563169 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024621.fits         24621     845.59            6         6281
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24622 60555   900.0 12.396867  -73.56269 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024622.fits         24622     836.44            6         6282
 J0051-7321       IKT6 12.777917 -73.357222  circle  9.0625  9.0625   0.0  24623 60555   900.0 12.382434 -73.563325 1028284 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028284/60555/lvmSFrame-00024623.fits         24623     845.45            6         6283
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24683 60556   900.0 14.061745 -72.127953 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024683.fits         24683     845.89            8         6310
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24683 60556   900.0 14.061745 -72.127953 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024683.fits         24683     899.39            9         6310
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24683 60556   900.0 14.061745 -72.127953 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024683.fits         24683     135.87           19         6310
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24683 60556   900.0 14.061745 -72.127953 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024683.fits         24683     501.56           20         6310
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24684 60556   900.0 14.063791 -72.132071 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024684.fits         24684     833.62            8         6311
 J0059-7210      IKT18 14.865417 -72.169444  circle    8.75    8.75   0.0  24684 60556   900.0 14.063791 -72.132071 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024684.fits         24684     894.72            9         6311
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24684 60556   900.0 14.063791 -72.132071 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024684.fits         24684     121.70           19         6311
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24684 60556   900.0 14.063791 -72.132071 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024684.fits         24684     492.41           20         6311
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24685 60556   900.0 14.039941 -72.130728 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024685.fits         24685     855.55            8         6312
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24685 60556   900.0 14.039941 -72.130728 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024685.fits         24685     140.20           19         6312
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24685 60556   900.0 14.039941 -72.130728 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024685.fits         24685     517.97           20         6312
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24686 60556   900.0 14.045717 -72.120996 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024686.fits         24686     876.26            8         6313
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24686 60556   900.0 14.045717 -72.120996 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024686.fits         24686     166.27           19         6313
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24686 60556   900.0 14.045717 -72.120996 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024686.fits         24686     529.50           20         6313
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24687 60556   900.0 14.030575 -72.120691 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024687.fits         24687     888.58            8         6314
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24687 60556   900.0 14.030575 -72.120691 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024687.fits         24687     175.73           19         6314
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24687 60556   900.0 14.030575 -72.120691 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024687.fits         24687     544.46           20         6314
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24688 60556   900.0 14.047073 -72.120107 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024688.fits         24688     877.58            8         6315
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24688 60556   900.0 14.047073 -72.120107 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024688.fits         24688     168.40           19         6315
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24688 60556   900.0 14.047073 -72.120107 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024688.fits         24688     529.87           20         6315
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24689 60556   900.0 14.004668 -72.126672 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024689.fits         24689     893.61            8         6316
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24689 60556   900.0 14.004668 -72.126672 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024689.fits         24689     176.83           19         6316
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24689 60556   900.0 14.004668 -72.126672 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024689.fits         24689     559.32           20         6316
 J0058-7217      IKT16 14.593333 -72.297778  circle    16.0    16.0   0.0  24690 60556   900.0 14.020924 -72.126087 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024690.fits         24690     882.23            8         6317
 J0056-7209      SNRC1 14.117083 -72.161667 ellipse   21.25 14.0625  30.0  24690 60556   900.0 14.020924 -72.126087 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024690.fits         24690     166.35           19         6317
 J0057-7211      NS66D 14.457917 -72.196389 ellipse   11.25  9.0625  45.0  24690 60556   900.0 14.020924 -72.126087 1028317 sdsswork/lvm/spectro/redux/1.1.1/1028XX/1028317/60556/lvmSFrame-00024690.fits         24690     544.34           20         6317
