# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Results of the evaluation of PALACE and the airglow component of the ESO Sky
# Model (noll+12) in comparison to X-shooter NIR-arm spectra
# 
# Column names:
# lam: central air wavelength of bin in µm
# lpix: lower pixel of bin in X-shooter NIR-arm spectra
# upix: upper pixel of bin in X-shooter NIR-arm spectra
# Nsel: number of selected X-shooter spectra
# mfx: mean flux of X-shooter data in R/nm
# mfp: mean flux of PALACE in R/nm
# mdfp: mean scatter of PALACE in R/nm
# mfo: mean flux of other sky radiation components from ESO Sky Model in R/nm
# fng: fraction of nightglow from ratio of mfp and mfp + mfo
# rdelp: relative deviation for PALACE (mfp / mfx - 1)
# rdp: relative scatter for PALACE (mdfp divided by standard deviation of
#      fp - fx from individual spectra)
# mfs: mean flux of airglow component of ESO Sky Model in R/nm
# mdfs: mean scatter of airglow component of ESO Sky Model in R/nm
# rdels: relative deviation for ESO Sky Model (mfs / mfx - 1)
# rds: relative scatter for ESO Sky Model (mdfs divided by standard deviation
#      of fs - fx from individual spectra)
# 
# References:
# noll+12: https://doi.org/10.1051/0004-6361/201219040
# 
     lam   lpix   upix  Nsel         mfx        mfp       mdfp        mfo        fng    rdelp    rdp        mfs       mdfs   rdels    rds 
 1.14385   2488   2506  6873   1.689e+03  1.824e+03  4.763e+02  2.764e+00  9.985e-01    0.080  1.153  1.730e+03  4.463e+02   0.025  0.917 
 1.14500   2507   2525  6873   6.274e+02  6.740e+02  1.764e+02  2.958e+00  9.956e-01    0.074  1.092  6.911e+02  1.794e+02   0.102  0.948 
 1.14614   2526   2544  6869   1.987e+02  2.187e+02  5.742e+01  2.785e+00  9.874e-01    0.101  1.086  2.440e+02  6.474e+01   0.228  1.026 
 1.14729   2545   2564  6870   3.908e+01  4.455e+01  1.170e+01  2.932e+00  9.382e-01    0.140  1.431  1.534e+01  7.180e+00  -0.607  0.694 
 1.14843   2565   2583  6869   7.337e+01  7.950e+01  2.484e+01  3.391e+00  9.591e-01    0.083  1.274  9.432e+01  2.706e+01   0.286  1.168 
 1.14958   2584   2602  6868   9.049e+00  8.560e+00  2.847e+00  2.868e+00  7.491e-01   -0.054  0.730  1.383e+01  6.912e+00   0.529  1.002 
 1.15073   2603   2621  6849   6.699e+01  7.369e+01  1.986e+01  3.321e+00  9.569e-01    0.100  1.456  5.336e+01  1.804e+01  -0.203  0.933 
 1.15188   2622   2640  6873   2.923e+01  3.253e+01  9.643e+00  2.968e+00  9.164e-01    0.113  1.394  3.336e+01  1.163e+01   0.142  1.281 
 1.15304   2641   2659  6873   8.524e+02  8.594e+02  2.252e+02  3.450e+00  9.960e-01    0.008  0.949  8.442e+02  2.198e+02  -0.010  0.808 
 1.15419   2660   2679  6868   4.402e+02  4.709e+02  1.236e+02  3.222e+00  9.932e-01    0.070  0.810  4.519e+02  1.189e+02   0.027  0.728 
 1.15534   2680   2698  6868   1.618e+01  1.351e+01  4.375e+00  3.433e+00  7.974e-01   -0.165  0.827  1.789e+01  8.733e+00   0.106  1.028 
 1.15650   2699   2717  6860   3.022e+02  3.253e+02  8.502e+01  3.607e+00  9.890e-01    0.076  1.128  2.946e+02  8.234e+01  -0.025  0.917 
 1.15765   2718   2736  6872   4.911e+01  4.660e+01  1.235e+01  3.515e+00  9.299e-01   -0.051  1.325  1.709e+01  8.811e+00  -0.652  0.696 
 1.15881   2737   2756  6873   1.370e+03  1.416e+03  3.705e+02  3.579e+00  9.975e-01    0.034  1.052  1.328e+03  3.433e+02  -0.031  0.849 
 1.15997   2757   2775  6870   1.880e+01  1.201e+01  3.920e+00  3.431e+00  7.778e-01   -0.361  0.782  1.686e+01  8.888e+00  -0.103  1.082 
 1.16113   2776   2794  6874   3.977e+01  3.648e+01  1.038e+01  3.669e+00  9.086e-01   -0.083  1.217  1.830e+01  9.698e+00  -0.540  0.772 
 1.16229   2795   2814  6872   4.347e+02  4.459e+02  1.173e+02  3.779e+00  9.916e-01    0.026  0.941  4.126e+02  1.093e+02  -0.051  0.784 
 1.16345   2815   2833  6872   4.247e+01  4.319e+01  1.163e+01  3.810e+00  9.189e-01    0.017  1.337  1.860e+01  9.906e+00  -0.562  0.883 
 1.16462   2834   2852  6872   1.022e+03  1.053e+03  2.756e+02  3.755e+00  9.964e-01    0.030  0.993  9.875e+02  2.569e+02  -0.034  0.813 
 1.16578   2853   2872  6870   1.270e+01  1.141e+01  3.816e+00  3.718e+00  7.543e-01   -0.101  0.839  1.821e+01  9.876e+00   0.434  1.224 
 1.16695   2873   2891  6870   3.096e+01  3.095e+01  8.597e+00  3.794e+00  8.908e-01   -0.000  1.349  1.846e+01  1.007e+01  -0.403  1.107 
 1.16811   2892   2911  6873   6.078e+01  6.128e+01  1.648e+01  3.874e+00  9.405e-01    0.008  1.359  1.870e+01  1.025e+01  -0.692  0.616 
 1.16928   2912   2930  6872   2.970e+02  3.037e+02  9.490e+01  3.830e+00  9.875e-01    0.023  1.052  2.716e+02  7.353e+01  -0.086  0.733 
 1.17045   2931   2950  6871   2.184e+01  2.332e+01  7.072e+00  3.859e+00  8.580e-01    0.068  0.938  1.864e+01  1.034e+01  -0.146  1.070 
 1.17162   2951   2969  6871   6.471e+02  6.559e+02  2.033e+02  3.911e+00  9.941e-01    0.014  1.072  5.761e+02  1.510e+02  -0.109  0.712 
 1.17279   2970   2989  6869   1.896e+01  1.814e+01  5.475e+00  3.893e+00  8.233e-01   -0.043  0.953  1.879e+01  1.055e+01  -0.009  1.151 
 1.17397   2990   3008  6866   1.311e+01  1.138e+01  3.772e+00  3.718e+00  7.537e-01   -0.132  0.756  1.790e+01  1.010e+01   0.365  1.219 
 1.17514   3009   3028  6870   2.463e+01  2.477e+01  7.316e+00  3.793e+00  8.672e-01    0.006  1.108  1.849e+01  1.042e+01  -0.249  1.046 
 1.17632   3029   3048  6871   1.520e+02  1.555e+02  4.812e+01  3.960e+00  9.752e-01    0.023  1.024  1.246e+02  3.640e+01  -0.180  0.706 
 1.17749   3049   3067  6871   3.871e+01  4.197e+01  1.156e+01  3.667e+00  9.196e-01    0.084  1.366  1.748e+01  9.699e+00  -0.548  0.851 
 1.17867   3068   3087  6871   3.049e+02  3.075e+02  9.371e+01  3.835e+00  9.877e-01    0.009  1.033  2.313e+02  6.313e+01  -0.241  0.625 
 1.17985   3088   3106  6867   2.253e+01  1.977e+01  6.020e+00  3.912e+00  8.348e-01   -0.123  0.951  1.751e+01  9.759e+00  -0.223  0.974 
 1.18103   3107   3126  6867   2.122e+01  1.780e+01  5.751e+00  3.726e+00  8.269e-01   -0.161  0.905  1.655e+01  9.203e+00  -0.219  0.928 
 1.18221   3127   3146  6866   1.068e+01  1.135e+01  3.799e+00  3.717e+00  7.534e-01    0.063  0.833  1.635e+01  9.064e+00   0.533  1.131 
 1.18339   3147   3166  6865   1.626e+01  1.183e+01  3.955e+00  3.735e+00  7.600e-01   -0.273  0.640  1.669e+01  9.224e+00   0.027  0.947 
 1.18458   3167   3185  6869   7.847e+01  8.021e+01  2.525e+01  3.723e+00  9.556e-01    0.022  1.119  5.356e+01  1.784e+01  -0.317  0.699 
 1.18576   3186   3205  6866   8.382e+01  7.648e+01  2.410e+01  3.925e+00  9.512e-01   -0.087  0.946  5.861e+01  1.916e+01  -0.301  0.676 
 1.18695   3206   3225  6871   6.402e+01  6.375e+01  1.974e+01  3.790e+00  9.439e-01   -0.004  1.025  4.065e+01  1.455e+01  -0.365  0.664 
 1.18813   3226   3245  6870   2.749e+01  2.696e+01  7.783e+00  3.655e+00  8.806e-01   -0.020  1.187  1.510e+01  8.235e+00  -0.451  0.841 
 1.18932   3246   3264  6866   2.971e+01  3.055e+01  8.544e+00  3.751e+00  8.906e-01    0.028  1.298  1.533e+01  8.330e+00  -0.484  0.904 
 1.19051   3265   3284  6870   5.154e+01  4.641e+01  1.241e+01  3.842e+00  9.236e-01   -0.099  1.199  1.494e+01  8.088e+00  -0.710  0.597 
 1.19170   3285   3304  6874   3.684e+01  2.573e+01  7.374e+00  3.926e+00  8.676e-01   -0.302  0.792  1.492e+01  8.045e+00  -0.595  0.695 
 1.19289   3305   3324  6872   4.360e+01  4.096e+01  1.223e+01  3.837e+00  9.143e-01   -0.061  1.118  1.851e+01  8.443e+00  -0.575  0.631 
 1.19409   3325   3344  6871   3.768e+01  3.771e+01  1.161e+01  3.930e+00  9.056e-01    0.001  1.223  2.086e+01  8.780e+00  -0.446  0.726 
 1.19528   3345   3364  6867   5.708e+01  5.730e+01  1.738e+01  3.803e+00  9.378e-01    0.004  1.187  2.930e+01  1.070e+01  -0.487  0.618 
 1.19647   3365   3384  6868   2.838e+02  2.975e+02  9.051e+01  3.872e+00  9.872e-01    0.048  1.146  1.209e+02  3.248e+01  -0.574  0.350 
 1.19767   3385   3404  6865   3.377e+02  3.761e+02  1.131e+02  3.705e+00  9.902e-01    0.114  1.189  2.239e+02  6.010e+01  -0.337  0.565 
 1.19887   3405   3424  6871   4.409e+02  4.656e+02  1.449e+02  3.552e+00  9.924e-01    0.056  1.148  3.893e+02  1.020e+02  -0.117  0.718 
 1.20007   3425   3444  6872   1.025e+03  1.073e+03  2.914e+02  3.789e+00  9.965e-01    0.047  1.034  8.641e+02  2.222e+02  -0.157  0.702 
 1.20127   3445   3464  6873   2.527e+01  2.241e+01  6.649e+00  3.792e+00  8.553e-01   -0.113  0.822  1.236e+01  6.403e+00  -0.511  0.655 
 1.20247   3465   3484  6872   1.270e+03  1.330e+03  3.479e+02  3.842e+00  9.971e-01    0.047  1.056  1.031e+03  2.645e+02  -0.188  0.711 
 1.20367   3485   3504  6872   5.543e+01  5.417e+01  1.608e+01  3.446e+00  9.402e-01   -0.023  1.292  1.460e+01  6.213e+00  -0.737  0.391 
 1.20487   3505   3524  6872   3.368e+02  3.455e+02  9.096e+01  3.775e+00  9.892e-01    0.026  0.997  2.752e+02  7.258e+01  -0.183  0.713 
 1.20608   3525   3544  6872   5.018e+01  5.701e+01  1.497e+01  3.822e+00  9.372e-01    0.136  1.162  1.143e+01  5.766e+00  -0.772  0.388 
 1.20729   3545   3564  6865   1.251e+01  1.575e+01  4.834e+00  3.761e+00  8.073e-01    0.259  1.122  1.092e+01  5.476e+00  -0.127  0.914 
 1.20849   3565   3584  6865   1.172e+01  1.320e+01  4.318e+00  3.561e+00  7.875e-01    0.126  0.997  1.080e+01  5.413e+00  -0.079  0.872 
 1.20970   3585   3604  6872   4.186e+01  3.942e+01  1.069e+01  3.782e+00  9.125e-01   -0.058  1.199  1.087e+01  5.516e+00  -0.740  0.461 
 1.21091   3605   3624  6869   1.867e+01  1.463e+01  4.592e+00  3.683e+00  7.988e-01   -0.217  0.788  1.070e+01  5.489e+00  -0.427  0.722 
 1.21212   3625   3645  6873   2.260e+03  2.477e+03  6.476e+02  3.787e+00  9.985e-01    0.096  1.153  1.965e+03  5.017e+02  -0.131  0.782 
 1.21333   3646   3665  6873   8.998e+02  9.589e+02  2.502e+02  3.811e+00  9.960e-01    0.066  1.101  7.597e+02  1.953e+02  -0.156  0.758 
 1.21455   3666   3685  6870   1.960e+02  2.041e+02  5.364e+01  3.778e+00  9.818e-01    0.041  0.997  1.253e+02  3.439e+01  -0.361  0.566 
 1.21576   3686   3705  6871   1.750e+02  1.901e+02  4.978e+01  3.850e+00  9.801e-01    0.086  1.017  1.672e+02  4.549e+01  -0.045  0.844 
 1.21698   3706   3726  6871   5.155e+01  5.810e+01  1.800e+01  3.832e+00  9.381e-01    0.127  1.223  4.397e+01  1.385e+01  -0.147  0.846 
 1.21820   3727   3746  6873   6.237e+01  7.051e+01  2.221e+01  3.777e+00  9.492e-01    0.130  1.212  6.684e+01  1.965e+01   0.072  0.952 
 1.21941   3747   3766  6872   5.010e+02  5.327e+02  1.397e+02  3.775e+00  9.930e-01    0.063  1.049  4.074e+02  1.063e+02  -0.187  0.709 
 1.22063   3767   3787  6872   3.548e+01  3.967e+01  1.259e+01  3.819e+00  9.122e-01    0.118  1.253  3.435e+01  1.114e+01  -0.032  0.952 
 1.22185   3788   3807  6866   1.932e+02  2.088e+02  5.487e+01  3.757e+00  9.823e-01    0.080  0.525  9.173e+01  2.647e+01  -0.525  0.226 
 1.22308   3808   3827  6874   1.490e+03  1.518e+03  3.968e+02  3.767e+00  9.975e-01    0.019  1.058  1.257e+03  3.223e+02  -0.156  0.760 
 1.22430   3828   3848  6872   6.649e+01  6.847e+01  1.830e+01  3.809e+00  9.473e-01    0.030  1.186  1.612e+01  6.868e+00  -0.758  0.345 
 1.22552   3849   3868  6872   6.734e+02  7.027e+02  1.841e+02  3.801e+00  9.946e-01    0.044  0.993  5.319e+02  1.383e+02  -0.210  0.665 
 1.22675   3869   3889  6865   1.217e+01  1.079e+01  3.693e+00  3.729e+00  7.433e-01   -0.113  0.717  9.904e+00  5.953e+00  -0.186  0.817 
 1.22797   3890   3909  6872   1.844e+03  1.904e+03  4.981e+02  3.767e+00  9.980e-01    0.032  1.053  1.505e+03  3.854e+02  -0.184  0.717 
 1.22920   3910   3929  6860   5.355e+01  6.574e+01  1.787e+01  3.797e+00  9.454e-01    0.228  0.825  1.101e+01  6.150e+00  -0.794  0.326 
 1.23043   3930   3950  6871   4.399e+01  4.118e+01  1.111e+01  3.795e+00  9.156e-01   -0.064  1.053  9.799e+00  6.111e+00  -0.777  0.434 
 1.23166   3951   3970  6870   3.348e+02  2.601e+02  6.858e+01  3.781e+00  9.857e-01   -0.223  0.628  1.697e+02  4.650e+01  -0.493  0.387 
 1.23289   3971   3991  6873   2.639e+02  3.675e+02  9.675e+01  3.761e+00  9.899e-01    0.392  1.049  2.723e+02  7.265e+01   0.032  0.749 
 1.23413   3992   4012  6868   4.574e+02  3.767e+02  9.904e+01  3.772e+00  9.901e-01   -0.177  0.594  2.584e+02  6.922e+01  -0.435  0.381 
 1.23536   4013   4032  6870   9.559e+02  1.104e+03  2.884e+02  3.765e+00  9.966e-01    0.155  1.032  8.303e+02  2.145e+02  -0.131  0.705 
 1.23660   4033   4053  6870   3.039e+01  2.857e+01  7.951e+00  3.774e+00  8.833e-01   -0.060  1.064  9.428e+00  6.258e+00  -0.690  0.610 
 1.23783   4054   4073  6864   1.336e+01  1.085e+01  3.632e+00  3.776e+00  7.419e-01   -0.188  0.648  9.361e+00  6.291e+00  -0.299  0.798 
 1.23907   4074   4094  6868   1.638e+02  1.569e+02  4.646e+01  3.741e+00  9.767e-01   -0.042  0.851  7.123e+01  2.186e+01  -0.565  0.347 
 1.24031   4095   4115  6867   2.549e+02  2.866e+02  8.918e+01  3.732e+00  9.871e-01    0.124  1.093  2.008e+02  5.451e+01  -0.212  0.615 
 1.24155   4116   4135  6871   7.722e+02  7.542e+02  2.353e+02  3.749e+00  9.951e-01   -0.023  1.044  5.650e+02  1.467e+02  -0.268  0.577 
 1.24279   4136   4156  6862   6.807e+01  1.135e+02  3.398e+01  3.700e+00  9.684e-01    0.667  1.174  4.380e+01  1.495e+01  -0.355  0.545 
 1.24403   4157   4177  6870   2.627e+01  2.383e+01  6.977e+00  3.704e+00  8.655e-01   -0.093  1.045  1.054e+01  6.499e+00  -0.599  0.701 
 1.24528   4178   4198  6860   4.833e+01  3.960e+01  1.096e+01  3.733e+00  9.139e-01   -0.181  0.968  1.284e+01  7.193e+00  -0.734  0.456 
 1.24652   4199   4218  6854   3.555e+01  3.205e+01  1.021e+01  3.708e+00  8.963e-01   -0.098  1.057  1.912e+01  9.233e+00  -0.461  0.628 
 1.24777   4219   4239  6868   2.828e+02  2.910e+02  8.692e+01  3.707e+00  9.874e-01    0.029  1.090  1.489e+02  4.259e+01  -0.473  0.460 
 1.24902   4240   4260  6838   4.792e+01  5.035e+01  1.592e+01  3.712e+00  9.313e-01    0.051  1.069  5.507e+01  2.115e+01   0.155  0.741 
 1.25027   4261   4281  6868   4.094e+02  4.221e+02  1.329e+02  3.692e+00  9.913e-01    0.031  1.076  3.255e+02  9.149e+01  -0.205  0.634 
 1.25152   4282   4302  6844   3.326e+01  2.594e+01  8.397e+00  3.665e+00  8.762e-01   -0.220  0.731  1.149e+01  6.989e+00  -0.653  0.385 
 1.25277   4303   4322  6828   9.383e+01  9.844e+01  3.227e+01  3.633e+00  9.644e-01    0.049  1.129  1.284e+02  4.545e+01   0.381  0.698 
 1.25402   4323   4343  6825   1.071e+02  1.012e+02  3.380e+01  3.636e+00  9.653e-01   -0.055  1.028  1.438e+02  5.057e+01   0.354  0.651 
 1.25528   4344   4364  6833   1.063e+02  1.035e+02  3.457e+01  3.613e+00  9.663e-01   -0.026  1.087  1.332e+02  4.705e+01   0.263  0.621 
 1.25653   4365   4385  6860   1.862e+02  1.912e+02  6.172e+01  3.595e+00  9.815e-01    0.027  1.211  1.178e+02  3.801e+01  -0.367  0.502 
 1.25779   4386   4406  6845   9.076e+01  9.317e+01  3.047e+01  3.600e+00  9.628e-01    0.027  1.086  8.177e+01  2.851e+01  -0.095  0.562 
 1.25905   4407   4427  6837   3.550e+02  3.581e+02  1.162e+02  3.526e+00  9.902e-01    0.009  1.068  3.212e+02  1.016e+02  -0.091  0.550 
 1.26030   4428   4448  6830   4.456e+02  4.600e+02  1.480e+02  3.473e+00  9.925e-01    0.032  1.020  4.340e+02  1.457e+02  -0.019  0.493 
 1.26156   4449   4469  6844   4.096e+02  4.201e+02  1.361e+02  3.402e+00  9.920e-01    0.025  1.058  3.744e+02  1.263e+02  -0.080  0.465 
 1.26283   4470   4490  6850   2.251e+02  2.712e+02  9.009e+01  3.348e+00  9.878e-01    0.205  1.217  2.181e+02  7.423e+01  -0.023  0.447 
 1.26409   4491   4511  6845   2.239e+02  2.666e+02  8.891e+01  3.275e+00  9.879e-01    0.191  1.293  1.855e+02  6.352e+01  -0.164  0.391 
 1.26535   4512   4532  6840   2.616e+02  3.033e+02  1.012e+02  3.266e+00  9.893e-01    0.159  1.317  1.891e+02  6.485e+01  -0.269  0.349 
 1.26662   4533   4553  6837   5.091e+02  5.305e+02  1.746e+02  3.356e+00  9.937e-01    0.042  1.261  3.244e+02  1.084e+02  -0.357  0.336 
 1.26789   4554   4574  6841   1.491e+03  1.631e+03  5.411e+02  2.932e+00  9.982e-01    0.094  1.239  1.045e+03  3.459e+02  -0.292  0.338 
 1.26915   4575   4596  6822   1.806e+03  1.850e+03  6.172e+02  2.975e+00  9.984e-01    0.025  1.066  1.365e+03  4.515e+02  -0.234  0.347 
 1.27042   4597   4617  6823   6.435e+02  6.937e+02  2.311e+02  3.437e+00  9.951e-01    0.078  1.146  4.483e+02  1.497e+02  -0.294  0.327 
 1.27169   4618   4638  6825   6.163e+02  6.402e+02  2.137e+02  3.441e+00  9.947e-01    0.039  1.201  3.967e+02  1.331e+02  -0.348  0.308 
 1.27296   4639   4659  6840   3.661e+02  4.214e+02  1.396e+02  3.443e+00  9.919e-01    0.151  1.265  2.317e+02  7.911e+01  -0.360  0.310 
 1.27424   4660   4680  6850   1.143e+03  1.159e+03  3.690e+02  3.445e+00  9.970e-01    0.014  1.165  5.861e+02  1.876e+02  -0.485  0.307 
 1.27551   4681   4702  6863   1.865e+03  1.937e+03  5.883e+02  3.510e+00  9.982e-01    0.038  1.183  1.010e+03  2.925e+02  -0.458  0.384 
 1.27679   4703   4723  6859   9.459e+02  1.044e+03  3.200e+02  3.562e+00  9.966e-01    0.103  1.208  4.728e+02  1.433e+02  -0.499  0.327 
 1.27806   4724   4744  6859   1.849e+03  1.941e+03  5.529e+02  3.564e+00  9.982e-01    0.050  1.161  1.025e+03  2.906e+02  -0.445  0.394 
 1.27934   4745   4766  6841   7.925e+02  7.829e+02  2.222e+02  3.565e+00  9.955e-01   -0.012  1.008  3.856e+02  1.116e+02  -0.512  0.330 
 1.28062   4767   4787  6865   1.387e+03  1.493e+03  4.108e+02  3.502e+00  9.977e-01    0.076  1.204  8.314e+02  2.298e+02  -0.400  0.469 
 1.28190   4788   4808  6817   3.901e+02  3.981e+02  1.329e+02  3.200e+00  9.920e-01    0.021  1.084  1.693e+02  5.845e+01  -0.560  0.214 
 1.28318   4809   4830  6871   4.741e+02  4.960e+02  1.282e+02  3.431e+00  9.931e-01    0.046  1.045  2.501e+02  6.751e+01  -0.472  0.458 
 1.28447   4831   4851  6815   2.732e+02  2.804e+02  9.375e+01  3.559e+00  9.875e-01    0.027  1.105  1.111e+02  3.952e+01  -0.587  0.207 
 1.28575   4852   4872  6794   1.514e+02  1.328e+02  4.444e+01  3.592e+00  9.737e-01   -0.123  0.880  5.059e+01  1.953e+01  -0.660  0.193 
 1.28704   4873   4894  6861   8.988e+01  1.127e+02  3.500e+01  3.618e+00  9.689e-01    0.253  1.184  3.250e+01  1.381e+01  -0.637  0.301 
 1.28832   4895   4915  6838   1.858e+02  1.867e+02  5.673e+01  3.569e+00  9.812e-01    0.005  1.118  4.519e+01  1.770e+01  -0.755  0.182 
 1.28961   4916   4937  6871   2.296e+03  2.186e+03  5.499e+02  3.598e+00  9.984e-01   -0.048  0.949  1.159e+03  2.979e+02  -0.495  0.441 
 1.29090   4938   4958  6872   8.648e+02  1.293e+03  3.303e+02  3.570e+00  9.972e-01    0.495  1.081  6.911e+02  1.797e+02  -0.201  0.566 
 1.29219   4959   4980  6871   1.051e+03  1.090e+03  2.764e+02  3.600e+00  9.967e-01    0.037  1.073  6.294e+02  1.638e+02  -0.401  0.548 
 1.29349   4981   5001  6872   4.360e+02  4.324e+02  1.109e+02  3.598e+00  9.917e-01   -0.008  0.981  2.760e+02  7.362e+01  -0.367  0.567 
 1.29478   5002   5023  6868   7.558e+01  9.596e+01  2.630e+01  3.573e+00  9.641e-01    0.270  1.203  1.573e+01  7.936e+00  -0.792  0.266 
 1.29607   5024   5045  6871   7.355e+01  6.811e+01  1.991e+01  3.589e+00  9.499e-01   -0.074  1.088  2.533e+01  1.011e+01  -0.656  0.434 
 1.29737   5046   5066  6870   1.366e+02  1.453e+02  4.143e+01  3.518e+00  9.764e-01    0.063  1.187  8.531e+01  2.497e+01  -0.375  0.588 
 1.29867   5067   5088  6872   5.955e+02  6.139e+02  1.556e+02  3.571e+00  9.942e-01    0.031  1.023  3.430e+02  9.092e+01  -0.424  0.522 
 1.29997   5089   5109  6871   1.044e+02  1.065e+02  2.910e+01  3.522e+00  9.680e-01    0.021  1.219  3.549e+01  1.209e+01  -0.660  0.403 
 1.30127   5110   5131  6872   1.809e+03  1.740e+03  4.386e+02  3.540e+00  9.980e-01   -0.038  0.990  9.873e+02  2.546e+02  -0.454  0.496 
 1.30257   5132   5153  6866   2.239e+02  3.790e+02  9.630e+01  3.466e+00  9.909e-01    0.692  0.770  1.607e+02  4.466e+01  -0.282  0.380 
 1.30387   5154   5175  6870   3.289e+01  2.513e+01  7.777e+00  3.356e+00  8.822e-01   -0.236  1.026  1.044e+01  6.334e+00  -0.683  0.593 
 1.30517   5176   5196  6872   9.312e+02  9.695e+02  2.449e+02  3.548e+00  9.964e-01    0.041  1.005  4.882e+02  1.270e+02  -0.476  0.452 
 1.30648   5197   5218  6867   2.476e+01  1.851e+01  5.975e+00  3.372e+00  8.459e-01   -0.252  1.023  9.501e+00  6.229e+00  -0.616  0.705 
 1.30779   5219   5240  6873   2.278e+03  2.378e+03  5.982e+02  3.448e+00  9.986e-01    0.044  1.061  1.306e+03  3.354e+02  -0.426  0.515 
 1.30909   5241   5262  6816   3.086e+01  3.315e+01  9.724e+00  3.363e+00  9.079e-01    0.074  0.629  9.848e+00  6.254e+00  -0.672  0.626 
 1.31040   5263   5283  6872   4.266e+01  3.742e+01  1.076e+01  3.367e+00  9.174e-01   -0.123  1.155  1.080e+01  6.378e+00  -0.747  0.484 
 1.31171   5284   5305  6866   2.516e+02  1.845e+02  4.748e+01  3.427e+00  9.818e-01   -0.267  0.512  6.269e+01  1.981e+01  -0.751  0.187 
 1.31302   5306   5327  6870   6.024e+02  6.991e+02  1.764e+02  3.122e+00  9.956e-01    0.160  1.028  3.423e+02  9.049e+01  -0.432  0.481 
 1.31434   5328   5349  6872   7.366e+01  7.147e+01  1.881e+01  3.290e+00  9.560e-01   -0.030  1.171  9.526e+00  6.216e+00  -0.871  0.300 
 1.31565   5350   5371  6872   1.263e+03  1.304e+03  3.280e+02  3.282e+00  9.975e-01    0.032  1.035  6.894e+02  1.818e+02  -0.454  0.485 
 1.31697   5372   5393  6869   2.612e+01  1.806e+01  5.820e+00  3.343e+00  8.438e-01   -0.308  0.938  9.653e+00  6.304e+00  -0.630  0.685 
 1.31828   5394   5415  6866   1.581e+01  1.423e+01  4.763e+00  3.204e+00  8.162e-01   -0.100  1.007  9.332e+00  6.092e+00  -0.410  0.879 
 1.31960   5416   5437  6869   1.867e+01  1.410e+01  4.675e+00  3.075e+00  8.209e-01   -0.245  0.921  8.977e+00  5.890e+00  -0.519  0.792 
 1.32092   5438   5459  6870   5.540e+02  5.707e+02  1.605e+02  3.313e+00  9.942e-01    0.030  1.050  2.471e+02  6.680e+01  -0.554  0.374 
 1.32224   5460   5481  6871   5.931e+01  4.852e+01  1.314e+01  3.136e+00  9.393e-01   -0.182  1.029  9.597e+00  6.419e+00  -0.838  0.386 
 1.32357   5482   5503  6871   1.095e+03  1.124e+03  3.189e+02  3.165e+00  9.972e-01    0.027  1.061  5.624e+02  1.462e+02  -0.486  0.421 
 1.32489   5504   5525  6874   5.031e+01  4.410e+01  1.229e+01  3.342e+00  9.295e-01   -0.123  1.133  1.057e+01  7.229e+00  -0.790  0.465 
 1.32621   5526   5547  6872   5.061e+01  4.495e+01  1.222e+01  3.195e+00  9.336e-01   -0.112  1.283  1.036e+01  7.152e+00  -0.795  0.546 
 1.32754   5548   5569  6869   7.109e+01  5.882e+01  1.555e+01  3.105e+00  9.499e-01   -0.173  1.077  1.025e+01  7.137e+00  -0.856  0.371 
 1.32887   5570   5591  6871   3.036e+01  2.925e+01  8.355e+00  2.911e+00  9.095e-01   -0.036  1.259  9.976e+00  7.010e+00  -0.671  0.759 
 1.33020   5592   5614  6863   1.401e+02  1.430e+02  4.074e+01  2.920e+00  9.800e-01    0.021  1.145  6.104e+01  2.022e+01  -0.564  0.434 
 1.33153   5615   5636  6859   3.282e+02  2.991e+02  8.490e+01  2.546e+00  9.916e-01   -0.089  0.932  1.415e+02  4.064e+01  -0.569  0.352 
 1.33286   5637   5658  6868   5.329e+01  7.996e+01  2.292e+01  2.853e+00  9.655e-01    0.500  1.013  3.397e+01  1.358e+01  -0.362  0.665 
 1.33419   5659   5680  6869   2.795e+01  2.644e+01  7.430e+00  2.969e+00  8.991e-01   -0.054  1.299  1.066e+01  7.722e+00  -0.619  0.990 
 1.33552   5681   5702  6871   2.895e+01  2.692e+01  7.886e+00  2.907e+00  9.025e-01   -0.070  1.210  1.066e+01  7.776e+00  -0.632  0.876 
 1.33686   5703   5725  6870   1.194e+01  9.931e+00  3.315e+00  2.871e+00  7.757e-01   -0.168  0.675  1.068e+01  7.844e+00  -0.106  1.214 
 1.33820   5726   5747  6871   1.383e+01  1.494e+01  4.551e+00  2.932e+00  8.359e-01    0.080  0.964  1.115e+01  8.243e+00  -0.194  1.334 
 1.33954   5748   5769  6863   1.176e+02  1.242e+02  3.408e+01  2.633e+00  9.792e-01    0.056  1.199  3.189e+01  1.295e+01  -0.729  0.344 
 1.34087   5770   5792  6868   4.817e+01  4.819e+01  1.293e+01  2.808e+00  9.449e-01    0.000  1.059  1.173e+01  8.423e+00  -0.756  0.534 
 1.34222   5793   5814  6866   2.995e+02  2.917e+02  8.167e+01  2.996e+00  9.898e-01   -0.026  1.005  9.696e+01  2.988e+01  -0.676  0.312 
 1.34356   5815   5836  6871   1.061e+01  9.961e+00  3.167e+00  2.293e+00  8.129e-01   -0.061  0.870  9.262e+00  7.010e+00  -0.127  1.428 
