# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference intensities for molecular lines (consistent with
# corresponding lines in palace_lines.fits)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020, cosby+06)
# trans: atmospheric transmission for standard conditions at Cerro Paranal
#        (noll+12), PWV = 2.5 mm, and zenith
# fH2O: fraction of H2O with respect to optical depth (based on transmission
#       spectra with PWV = 1 and 5 mm)
# I: reference intensity in R
# ID: 13 characters describing upper and lower states (HITRAN2020, cosby+06):
#     1-2: isotopologue (OH, QH, O2, OG, or OQ; G = 17O, Q = 18O)
#     3: upper electronic state (possible prime neglected)
#     4: lower electronic state
#     5: vibrational level of upper state (OH: X = 10, O2: A-F = 10-15)
#     6: vibrational level of lower state (O2: A-F = 10-15)
#     7-8: branch of band
#     9: number of upper electronic substate
#     10: number of lower electronic substate
#     11-12: rotational level of upper state
#     13: OH: parity e or f of upper state, O2: d[ipole] or q[uadrupole]
# chem: chemical species (OH or O2)
# M: molar mass in kg/mol
# Tkin: kinetic temperature in K for Doppler broadening of line
# hlay: height of emission layer in km (H: -1)
# src: 4-digit binary code for source of intensity I:
#      1: I based on X-shooter data (partly noll+23)? 1 = yes, 0 = no
#      2: I based on UVES data from noll+20? 1 = yes, 0 = no
#      3: I based on other data (cosby+06, oliva+15)? 1 = yes, 0 = no
#      4: I based on model (= 1) or direct measurement (= 0)?
# class: label of variability class
# 
# References:
# cosby+06: https://doi.org/10.1029/2006JA012023 (OH+O2, UVES)
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# noll+12: https://doi.org/10.1051/0004-6361/201219040
# noll+20: https://doi.org/10.5194/acp-20-5269-2020 (OH, UVES)
# noll+23: https://doi.org/10.1029/2022JD038275 (OH, X-shooter)
# oliva+15: https://doi.org/10.1051/0004-6361/201526291 (OH, GIANO)
# 
       lam   trans   fH2O          I             ID  chem      M   Tkin  hlay   src  class 
 0.6218428  0.9709  0.000  2.334e-07  OHXX50RQ2113f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6219342  0.9709  0.000  2.780e-07  OHXX71PQ1217e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6219490  0.9709  0.000  1.886e-03  OHXX50QR1203f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6219501  0.9709  0.000  1.890e-03  OHXX50QR1203e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6219691  0.9709  0.000  2.279e-07  OHXX50RQ2113e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6219766  0.9709  0.000  1.921e-13  OHXX71RQ2125e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6219841  0.9709  0.000  6.628e-07  OHXX71PQ1217f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6220360  0.9709  0.000  1.199e-07  OHXX82QR1214f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6220833  0.9709  0.000  1.650e-02  OHXX50QR1201e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6220881  0.9709  0.000  1.649e-02  OHXX50QR1201f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6222009  0.9709  0.000  2.547e-06  OHXX71QP2121f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6222472  0.9709  0.000  1.437e-04  OHXX93RQ2106f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6222569  0.9709  0.000  1.133e-04  OHXX50QP2107e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6222680  0.9709  0.000  3.087e-08  OHXX71QQ2221e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6222726  0.9708  0.000  2.031e-02  OHXX93QP2102e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6222738  0.9708  0.000  2.029e-02  OHXX93QP2102f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6222826  0.9708  0.000  1.436e-04  OHXX93RQ2106e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6222910  0.9708  0.000  7.081e-08  OHXX71QQ1121f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6223430  0.9708  0.000  9.423e-01  OHXX50PP1102e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6223553  0.9708  0.000  9.414e-01  OHXX50PP1102f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6223572  0.9708  0.000  2.164e-04  OHXX50QQ2206e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6223641  0.9708  0.000  1.274e-04  OHXX50QP2107f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6223737  0.9708  0.000  2.167e-04  OHXX50QQ2206f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6223912  0.9708  0.000  1.308e-07  OHXX82QR1214e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6224873  0.9708  0.000  1.103e-08  OHXX71RR2225f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6225242  0.9708  0.000  4.144e-04  OHXX50QR1204f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6225381  0.9708  0.000  4.161e-04  OHXX50QR1204e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6225676  0.9708  0.000  1.032e-03  OHXX50QQ1106f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6226790  0.9708  0.000  6.678e-09  OHXX71RR2225e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6226840  0.9708  0.000  8.499e-04  OHXX50QQ1106e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6228965  0.9708  0.000  9.625e-08  OHXX50SR2121e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6229832  0.9708  0.000  3.258e-08  OHXX71QQ2221f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6231762  0.9707  0.000  1.277e-03  OHXX50RR2213f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6231931  0.9707  0.000  1.225e-03  OHXX50RR2213e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6232419  0.9707  0.000  1.587e-08  OHXX71QR1221f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6232557  0.9707  0.000  1.373e-03  OHXX50RR1113e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6232758  0.9707  0.000  2.333e-08  OHXX71QQ1121e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6232944  0.9707  0.000  1.295e-03  OHXX50RR1113f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6234018  0.9707  0.001  6.754e-02  OHXX82PP2211f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6234340  0.9707  0.000  3.912e-07  OHXX93SR2113e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6234651  0.9707  0.000  5.183e-02  OHXX82PP2211e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6234788  0.9707  0.000  7.381e-05  OHXX50QR1205f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6235124  0.9707  0.000  7.429e-05  OHXX50QR1205e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6236014  0.9707  0.000  1.234e+00  OHXX93RR1103f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6236023  0.9707  0.000  1.235e+00  OHXX93RR1103e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6236071  0.9707  0.000  5.135e-05  OHXX93RQ2107f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6236529  0.9707  0.000  5.125e-05  OHXX93RQ2107e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6236959  0.9707  0.000  4.047e-07  OHXX93SR2113f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6237389  0.9707  0.000  7.577e-01  OHXX93RR1104e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6237398  0.9707  0.000  7.558e-01  OHXX93RR1104f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6237478  0.9707  0.001  7.748e-02  OHXX82PP1111e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6237666  0.9707  0.000  1.346e+00  OHXX93RR1102f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6237679  0.9707  0.000  1.347e+00  OHXX93RR1102e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6237731  0.9707  0.000  2.792e-01  OHXX50PP2203f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6237748  0.9707  0.000  2.797e-01  OHXX50PP2203e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6237794  0.9707  0.000  1.378e-07  OHXX50SR2121f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6238499  0.9707  0.000  1.810e-02  OHXX93QP2103e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6238549  0.9707  0.000  5.882e-02  OHXX82PP1111f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6238582  0.9707  0.000  1.808e-02  OHXX93QP2103f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6238691  0.9707  0.000  3.593e-01  OHXX93RR2204e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6238743  0.9707  0.000  3.590e-01  OHXX93RR2204f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6239120  0.9707  0.000  5.185e-01  OHXX93RR2203e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6239146  0.9707  0.000  3.901e-05  OHXX71OP1214f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6239152  0.9707  0.000  5.179e-01  OHXX93RR2203f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6240607  0.9706  0.001  2.291e-08  OHXX71QR1221e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6241906  0.9706  0.000  3.695e-01  OHXX93RR1105e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6241948  0.9706  0.000  3.680e-01  OHXX93RR1105f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6242031  0.9706  0.000  1.974e-01  OHXX93RR2205e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6242090  0.9706  0.002  1.974e-01  OHXX93RR2205f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6242108  0.9705  0.003  3.458e-11  OHXX82RQ2119f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6242420  0.9706  0.000  8.145e-05  OHXX50QQ2207e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6242831  0.9706  0.000  8.170e-05  OHXX50QQ2207f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6243412  0.9706  0.000  5.010e-01  OHXX93RR2202e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6243415  0.9706  0.000  5.006e-01  OHXX93RR2202f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6243429  0.9706  0.000  2.070e-05  OHXX82QP2115e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6243676  0.9706  0.000  1.144e-07  OHXX50RQ2114f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6243705  0.9706  0.000  5.797e-05  OHXX71OP1214e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6244313  0.9706  0.000  2.978e-04  OHXX50QQ1107f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6244530  0.9706  0.000  3.321e-11  OHXX82RQ2119e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6244594  0.9706  0.001  2.045e-02  OHXX50PQ1201f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6244709  0.9706  0.000  2.045e-02  OHXX50PQ1201e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6245096  0.9706  0.000  1.112e-07  OHXX50RQ2114e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6245272  0.9706  0.000  6.835e-01  OHXX50PP1103e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6245465  0.9706  0.000  6.819e-01  OHXX50PP1103f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6245893  0.9705  0.000  2.304e-04  OHXX50QQ1107e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6245932  0.9705  0.000  7.831e-05  OHXX50QP2108e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6247405  0.9705  0.000  9.138e-05  OHXX50QP2108f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6247867  0.9705  0.000  1.232e-05  OHXX50QR1206f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6248036  0.9704  0.001  3.141e-05  OHXX82QP2115f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6248464  0.9705  0.000  1.244e-05  OHXX50QR1206e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6249010  0.9705  0.000  6.316e-04  OHXX82OP1208f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6249069  0.9705  0.000  9.606e-02  OHXX93RR2206e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6249121  0.9705  0.000  9.613e-02  OHXX93RR2206f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6249691  0.9704  0.002  1.587e-01  OHXX93RR1106e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6249778  0.9705  0.000  1.578e-01  OHXX93RR1106f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6250404  0.9705  0.000  7.420e-04  OHXX82OP1208e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6251488  0.9705  0.000  1.848e-05  OHXX82PQ1211e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6251564  0.9705  0.000  3.072e-05  OHXX82PQ1211f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6252710  0.9705  0.000  2.009e-05  OHXX93RQ2108f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6252754  0.9705  0.000  3.634e-06  OHXX82RR2219f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6253283  0.9705  0.000  2.001e-05  OHXX93RQ2108e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6253763  0.9705  0.000  2.789e-06  OHXX82RR2219e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6253961  0.9704  0.001  4.042e-06  OHXX82RR1119e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6255421  0.9705  0.000  1.640e-06  OHXX82QQ2215e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6255574  0.9705  0.000  3.053e-06  OHXX82RR1119f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6256379  0.9705  0.000  9.251e-04  OHXX50RR2214f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6256513  0.9705  0.000  1.209e-02  OHXX93QP2104e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6256612  0.9705  0.000  8.535e-04  OHXX50RR2214e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6256679  0.9705  0.000  4.330e-06  OHXX82QQ1115f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6256719  0.9705  0.000  1.208e-02  OHXX93QP2104f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6256886  0.9705  0.000  1.747e-06  OHXX60OP1219f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6257179  0.9704  0.000  9.884e-04  OHXX50RR1114e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6257196  0.9704  0.001  1.476e-02  OHXX50PQ1202f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6257354  0.9699  0.008  1.478e-02  OHXX50PQ1202e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6257658  0.9704  0.000  8.955e-04  OHXX50RR1114f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6258629  0.9704  0.000  3.767e-01  OHXX93QQ2201f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6258712  0.9704  0.000  3.769e-01  OHXX93QQ2201e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6258825  0.9704  0.000  1.682e-06  OHXX82QQ2215f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6259354  0.9704  0.000  8.839e-08  OHXX93SR2114e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6259677  0.9704  0.000  3.435e+00  OHXX93QQ1101f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6259702  0.9704  0.000  3.435e+00  OHXX93QQ1101e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6259768  0.9704  0.000  4.684e-02  OHXX93RR2207e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6259799  0.9704  0.000  4.694e-02  OHXX93RR2207f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6260845  0.9704  0.000  6.810e-02  OHXX93RR1107e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6260991  0.9701  0.005  6.755e-02  OHXX93RR1107f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6262019  0.9704  0.000  2.039e-06  OHXX82QQ1115e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6262460  0.9704  0.002  9.492e-08  OHXX93SR2114f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6263453  0.9703  0.002  1.715e-01  OHXX50PP2204f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6263525  0.9704  0.001  1.717e-01  OHXX50PP2204e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6264064  0.9702  0.003  4.624e-05  OHXX50QQ2208e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6264302  0.9704  0.000  2.695e-06  OHXX50QR1207f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6264395  0.9704  0.000  1.023e-01  OHXX93QQ2202f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6264536  0.9704  0.000  1.024e-01  OHXX93QQ2202e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6264781  0.9703  0.002  4.649e-05  OHXX50QQ2208f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6265221  0.9704  0.000  2.730e-06  OHXX50QR1207e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6265255  0.9704  0.000  3.190e-06  OHXX60OP1219e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6265330  0.9704  0.000  4.520e-08  OHXX50SR2122e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6265737  0.9704  0.000  1.418e-04  OHXX50QQ1108f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6266900  0.9703  0.001  1.163e+00  OHXX93QQ1102f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6266993  0.9700  0.006  1.164e+00  OHXX93QQ1102e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6267793  0.9704  0.000  1.032e-04  OHXX50QQ1108e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6268721  0.9703  0.000  2.904e-08  OHXX82QR1215f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6270003  0.9703  0.000  3.691e-01  OHXX50PP1104e    OH  0.017  190.0  87.0  1101   OH5b 
 0.6270274  0.9699  0.007  3.640e-01  OHXX50PP1104f    OH  0.017  190.0  87.0  1101   OH5b 
 0.6271792  0.9703  0.001  6.528e-05  OHXX50QP2109e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6271886  0.9702  0.003  5.076e-08  OHXX50RQ2115f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6272569  0.9703  0.000  8.431e-06  OHXX93RQ2109f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6272856  0.9703  0.002  3.292e-08  OHXX82QR1215e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6273269  0.9703  0.000  8.383e-06  OHXX93RQ2109e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6273471  0.9703  0.001  4.910e-08  OHXX50RQ2115e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6273722  0.9696  0.011  7.910e-05  OHXX50QP2109f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6273952  0.9701  0.003  3.843e-02  OHXX93QQ2203f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6274107  0.9635  0.091  3.847e-02  OHXX93QQ2203e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6274127  0.9662  0.057  2.518e-02  OHXX93RR2208f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6274127  0.9663  0.055  2.508e-02  OHXX93RR2208e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6274213  0.9662  0.057  6.866e-03  OHXX50PQ1203f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6274404  0.9690  0.021  6.827e-03  OHXX50PQ1203e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6275031  0.9703  0.001  6.736e-08  OHXX50SR2122f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6275468  0.9704  0.000  3.288e-02  OHXX93RR1108e    OH  0.017  190.0  87.0  1101   OH8c 
 0.6275686  0.9704  0.000  3.253e-02  OHXX93RR1108f    OH  0.017  190.0  87.0  1101   OH8c 
 0.6276260  0.9703  0.001  1.304e-02  OHXX71PP2218f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6277056  0.9684  0.027  6.529e-03  OHXX93QP2105e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6277221  0.9703  0.001  3.851e-01  OHXX93QQ1103f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6277434  0.9703  0.000  3.826e-01  OHXX93QQ1103e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6277440  0.9704  0.000  6.527e-03  OHXX93QP2105f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6277822  0.9703  0.000  7.625e-03  OHXX71PP2218e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6278099  0.9701  0.003  1.412e-02  OHXX71PP1118e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6278329  0.9697  0.001  8.709e-04  O2bX20RQ1116d    O2  0.032  190.0  94.0  1011    O2b 
 0.6278371  0.9693  0.001  6.950e-04  O2bX20RQ1118d    O2  0.032  190.0  94.0  1011    O2b 
 0.6278556  0.5863  0.001  1.146e-03  O2bX20RQ1114d    O2  0.032  190.0  94.0  1011    O2b 
 0.6278681  0.8448  0.000  6.015e-04  O2bX20RQ1120d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279050  0.5016  0.009  1.501e-03  O2bX20RQ1112d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279158  0.7058  0.002  8.015e-04  O2bX20RR1216d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279207  0.7765  0.009  6.450e-04  O2bX20RR1218d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279263  0.8863  0.017  5.646e-04  O2bX20RQ1122d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279377  0.6169  0.010  1.040e-03  O2bX20RR1214d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279525  0.8566  0.000  5.624e-04  O2bX20RR1220d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279795  0.7299  0.020  8.546e-01  OHXX93PP2201e    OH  0.017  190.0  87.0  1101   OH9a 
 0.6279811  0.4354  0.001  1.870e-03  O2bX20RQ1110d    O2  0.032  190.0  94.0  1011    O2b 
 0.6279856  0.6124  0.010  8.541e-01  OHXX93PP2201f    OH  0.017  190.0  87.0  1101   OH9a 
 0.6279863  0.5293  0.004  1.340e-03  O2bX20RR1212d    O2  0.032  190.0  94.0  1011    O2b 
 0.6280114  0.8708  0.005  5.312e-04  O2bX20RR1222d    O2  0.032  190.0  94.0  1011    O2b 
 0.6280116  0.8748  0.005  5.602e-04  O2bX20RQ1124d    O2  0.032  190.0  94.0  1011    O2b 
 0.6280301  0.9695  0.001  8.106e-03  OHXX71PP1118f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6280616  0.5028  0.000  1.632e-03  O2bX20RR1210d    O2  0.032  190.0  94.0  1011    O2b 
 0.6280838  0.4217  0.000  2.136e-03  O2bX20RQ1108d    O2  0.032  190.0  94.0  1011    O2b 
 0.6280974  0.9319  0.000  5.299e-04  O2bX20RR1224d    O2  0.032  190.0  94.0  1011    O2b 
 0.6281243  0.9517  0.000  5.711e-04  O2bX20RQ1126d    O2  0.032  190.0  94.0  1011    O2b 
 0.6281634  0.4994  0.012  1.797e-03  O2bX20RR1208d    O2  0.032  190.0  94.0  1011    O2b 
 0.6282109  0.8406  0.007  5.429e-04  O2bX20RR1226d    O2  0.032  190.0  94.0  1011    O2b 
 0.6282132  0.4456  0.001  2.156e-03  O2bX20RQ1106d    O2  0.032  190.0  94.0  1011    O2b 
 0.6282646  0.9614  0.006  5.874e-04  O2bX20RQ1128d    O2  0.032  190.0  94.0  1011    O2b 
 0.6282917  0.5266  0.001  1.708e-03  O2bX20RR1206d    O2  0.032  190.0  94.0  1011    O2b 
 0.6283519  0.9611  0.002  5.600e-04  O2bX20RR1228d    O2  0.032  190.0  94.0  1011    O2b 
 0.6283694  0.5212  0.000  1.821e-03  O2bX20RQ1104d    O2  0.032  190.0  94.0  1011    O2b 
 0.6283984  0.9698  0.002  1.007e-06  OHXX50QR1208f    OH  0.017  190.0  87.0  1101   OH4c 
 0.6284064  0.9698  0.004  6.277e-04  OHXX50RR2215f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6284326  0.9641  0.016  6.033e-04  O2bX20RQ1130d    O2  0.032  190.0  94.0  1011    O2b 
 0.6284353  0.9663  0.011  7.636e-03  OHXX50OP1201e    OH  0.017  190.0  87.0  1101   OH5a 
 0.6284356  0.9663  0.010  4.034e-07  OHXX71QP2122e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6284371  0.9656  0.008  5.568e-04  OHXX50RR2215e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6284447  0.8575  0.000  7.634e-03  OHXX50OP1201f    OH  0.017  190.0  87.0  1101   OH5a 
 0.6284464  0.6338  0.000  1.267e-03  O2bX20RR1204d    O2  0.032  190.0  94.0  1011    O2b 
 0.6284859  0.9703  0.001  6.668e-04  OHXX50RR1115e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6285207  0.9673  0.000  5.771e-04  O2bX20RR1230d    O2  0.032  190.0  94.0  1011    O2b 
 0.6285283  0.9700  0.000  1.024e-06  OHXX50QR1208e    OH  0.017  190.0  87.0  1101   OH4c 
 0.6285440  0.9670  0.000  5.802e-04  OHXX50RR1115f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6285534  0.6874  0.001  1.118e-03  O2bX20RQ1102d    O2  0.032  190.0  94.0  1011    O2b 
 0.6285812  0.9701  0.000  5.698e-02  OHXX82PP2212f    OH  0.017  190.0  87.0  1101   OH6d 
 0.6286276  0.8309  0.000  4.843e-04  O2bX20RR1202d    O2  0.032  190.0  94.0  1011    O2b 
 0.6286286  0.8882  0.002  6.169e-04  O2bX20RQ1132d    O2  0.032  190.0  94.0  1011    O2b 
 0.6286569  0.9699  0.008  4.211e-02  OHXX82PP2212e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6287175  0.9694  0.002  5.917e-04  O2bX20RR1232d    O2  0.032  190.0  94.0  1011    O2b 
 0.6287219  0.9702  0.004  1.426e-02  OHXX93QQ2204f    OH  0.017  190.0  87.0  1101   OH9b 
 0.6287339  0.9699  0.008  1.427e-02  OHXX93QQ2204e    OH  0.017  190.0  87.0  1101   OH9b 
 0.6288336  0.9705  0.000  1.627e-07  OHXX71PQ1218e    OH  0.017  190.0  87.0  1111   OH6d 
 0.6288387  0.9705  0.000  1.799e-08  OHXX93SR2115e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6288529  0.9703  0.000  6.276e-04  O2bX20RQ1134d    O2  0.032  190.0  94.0  1011    O2b 
 0.6288545  0.9704  0.000  3.200e-05  OHXX50QQ2209e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6288749  0.9705  0.001  1.350e-03  OHXX60PP2223f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6288960  0.9676  0.044  4.120e-07  OHXX71PQ1218f    OH  0.017  190.0  87.0  1111   OH6d 
 0.6289025  0.9699  0.008  6.475e-02  OHXX82PP1112e    OH  0.017  190.0  87.0  1101   OH6d 
 0.6289143  0.9703  0.001  2.839e+00  OHXX93PP1101e    OH  0.017  190.0  87.0  1101   OH9a 
