# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference spectra with atmospheric extinction for the total emission
# and for the chemical species OH, O2, HO2, FeO, Na, K, O, N, and H
# 
# Column names:
# lam: air wavelength in µm
# f{species}: flux in R/nm with atmospheric extinction for total emission
#             (all) or individual chemical species
# df{species}: standard deviation for f{species} in R/nm
# 
    lam     fall    dfall      fOH     dfOH      fO2     dfO2   fHO2  dfHO2  fFeO  dfFeO    fNa   dfNa    fK   dfK      fO     dfO    fN   dfN    fH   dfH 
 1.2680  2252.15  1812.40    67.87    22.10  2168.74  1782.54  14.58   7.35  0.95   0.41   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2681  2407.77  1940.79    66.96    21.76  2325.50  1911.38  14.37   7.25  0.94   0.40   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2682  2529.05  2041.79    64.33    20.86  2449.60  2013.39  14.20   7.16  0.93   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2683  2610.94  2111.15    60.17    19.45  2535.78  2084.22  14.07   7.09  0.92   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2684  2652.24  2147.71    54.86    17.67  2582.47  2122.59  14.00   7.06  0.91   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2685  2655.40  2153.27    48.81    15.65  2591.70  2130.18  13.99   7.05  0.91   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2686  2625.78  2132.02    42.44    13.53  2568.40  2111.03  14.04   7.08  0.91   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2687  2570.45  2089.60    36.13    11.44  2519.26  2070.64  14.15   7.13  0.92   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2688  2496.78  2031.94    30.16     9.48  2451.38  2014.85  14.31   7.21  0.93   0.39   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2689  2411.35  1964.35    24.73     7.71  2371.18  1948.93  14.51   7.32  0.94   0.40   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2690  2319.11  1890.84    19.94     6.16  2283.48  1876.85  14.74   7.43  0.95   0.41   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2691  2223.00  1813.83    15.82     4.84  2191.23  1801.03  14.99   7.56  0.97   0.41   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2692  2124.29  1734.36    12.36     3.74  2095.71  1722.52  15.23   7.68  0.98   0.42   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2693  2023.07  1652.52     9.52     2.86  1997.07  1641.44  15.48   7.80  1.00   0.42   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2694  1918.95  1568.04     7.23     2.15  1894.99  1557.54  15.71   7.92  1.01   0.43   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2695  1811.85  1480.87     5.44     1.60  1789.46  1470.80  15.92   8.03  1.02   0.44   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2696  1702.46  1391.60     4.08     1.19  1681.23  1381.84  16.12   8.13  1.04   0.44   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2697  1592.46  1301.65     3.09     0.90  1572.03  1292.09  16.29   8.21  1.05   0.45   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2698  1484.21  1212.98     2.43     0.71  1464.29  1203.54  16.43   8.28  1.06   0.45   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2699  1380.51  1127.90     2.06     0.60  1360.84  1118.50  16.55   8.35  1.06   0.45   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2700  1283.97  1048.59     1.92     0.56  1264.32  1039.17  16.65   8.40  1.07   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2701  1196.51   976.64     2.00     0.59  1176.70   967.16  16.74   8.44  1.07   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2702  1119.00   912.78     2.26     0.67  1098.86   903.18  16.80   8.47  1.08   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2703  1051.33   856.93     2.66     0.79  1030.73   847.18  16.86   8.50  1.08   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2704   992.48   808.29     3.16     0.94   971.34   798.36  16.90   8.52  1.08   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2705   940.96   765.64     3.72     1.11   919.22   755.53  16.94   8.54  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2706   895.45   727.93     4.28     1.28   873.11   717.63  16.97   8.56  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2707   854.95   694.37     4.79     1.43   832.07   683.90  17.00   8.57  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2708   819.18   664.75     5.20     1.56   795.87   654.14  17.02   8.58  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2709   788.52   639.40     5.47     1.64   764.92   628.71  17.04   8.59  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2710   763.77   619.01     5.55     1.66   740.08   608.29  17.05   8.60  1.09   0.46   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2711   745.86   604.33     5.45     1.63   722.25   593.63  17.06   8.60  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2712   735.48   595.95     5.18     1.55   712.14   585.32  17.07   8.61  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2713   732.80   593.96     4.76     1.42   709.87   583.46  17.08   8.61  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2714   737.31   597.94     4.23     1.27   714.90   587.59  17.09   8.61  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2715   747.94   606.98     3.65     1.09   726.10   596.80  17.09   8.62  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2716   763.03   619.68     3.06     0.92   741.77   609.68  17.10   8.62  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2717   780.51   634.33     2.52     0.75   759.79   624.49  17.11   8.62  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2718   798.23   649.13     2.06     0.61   777.96   639.43  17.11   8.63  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2719   814.06   662.32     1.72     0.51   794.13   652.71  17.12   8.63  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2720   825.98   672.22     1.52     0.45   806.24   662.67  17.13   8.63  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2721   832.32   677.44     1.48     0.43   812.62   667.91  17.13   8.64  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2722   831.89   677.01     1.62     0.47   812.04   667.43  17.14   8.64  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2723   824.15   670.46     1.95     0.56   803.96   660.80  17.15   8.65  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2724   809.34   657.99     2.48     0.71   788.60   648.17  17.16   8.65  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2725   788.52   640.47     3.26     0.93   767.00   630.41  17.17   8.66  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2726   763.63   619.45     4.29     1.23   741.05   609.09  17.19   8.67  1.09   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2727   737.38   597.15     5.65     1.62   713.43   586.38  17.21   8.68  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2728   712.87   576.06     7.42     2.14   687.13   564.77  17.23   8.69  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2729   693.42   558.85     9.74     2.83   665.33   546.85  17.25   8.70  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2730   682.10   547.91    12.87     3.78   650.87   534.96  17.26   8.70  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2731   681.38   545.11    17.14     5.08   645.86   530.85  17.28   8.71  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2732   692.95   551.57    23.06     6.90   651.51   535.49  17.29   8.72  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2733   717.47   567.52    31.26     9.44   667.80   548.88  17.30   8.72  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2734   754.60   592.28    42.55    12.96   693.64   570.12  17.31   8.73  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2735   803.09   624.36    57.83    17.75   726.84   597.41  17.32   8.73  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2736   860.94   661.63    78.04    24.09   764.47   628.34  17.33   8.74  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2737   925.60   701.58   104.05    32.27   803.12   660.10  17.34   8.74  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2738   994.28   741.58   136.51    42.50   839.33   689.86  17.35   8.75  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2739  1064.07   779.09   175.70    54.86   869.92   715.00  17.36   8.75  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2740  1132.17   811.93   221.40    69.30   892.30   733.40  17.38   8.76  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2741  1195.96   838.38   272.77    85.54   904.70   743.59  17.39   8.77  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2742  1253.21   857.35   328.32   103.13   906.38   744.97  17.41   8.78  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2743  1301.96   868.30   385.95   121.38   897.47   737.65  17.43   8.79  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2744  1340.81   871.35   443.14   139.52   879.11   722.56  17.45   8.80  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2745  1369.15   867.36   497.20   156.68   853.36   701.40  17.48   8.81  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2746  1387.23   857.76   545.67   172.07   822.94   676.39  17.50   8.83  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2747  1396.44   844.68   586.65   185.10   791.15   650.26  17.53   8.84  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2748  1399.34   830.68   619.18   195.47   761.49   625.89  17.56   8.85  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2749  1399.55   818.68   643.39   203.20   737.47   606.14  17.59   8.87  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2750  1401.41   811.60   660.58   208.72   722.12   593.52  17.61   8.88  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2751  1409.21   811.91   672.78   212.67   717.69   589.88  17.63   8.89  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2752  1426.38   821.19   682.50   215.83   725.12   595.99  17.65   8.90  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2753  1454.78   839.82   692.01   218.93   744.00   611.51  17.66   8.91  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2754  1494.10   866.69   702.93   222.47   772.38   634.83  17.67   8.91  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2755  1541.30   899.15   715.64   226.58   806.87   663.18  17.68   8.92  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2756  1591.25   933.42   729.21   230.94   843.24   693.08  17.69   8.92  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2757  1637.41   965.14   741.59   234.91   877.01   720.83  17.69   8.92  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2758  1672.74   989.95   750.00   237.60   903.92   742.95  17.70   8.93  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2759  1691.18  1004.30   751.57   238.09   920.78   756.81  17.71   8.93  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2760  1688.78  1006.03   744.14   235.67   925.81   760.94  17.72   8.94  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2761  1664.48   994.68   726.81   230.07   918.82   755.19  17.74   8.94  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2762  1620.40   971.58   700.41   221.51   901.12   740.65  17.76   8.95  1.11   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2763  1561.47   939.48   667.47   210.76   875.11   719.28  17.78   8.96  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2764  1494.67   902.00   632.05   199.09   843.71   693.46  17.80   8.97  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2765  1427.86   863.12   599.05   188.01   809.87   665.65  17.81   8.98  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2766  1368.89   826.57   573.73   179.12   776.21   637.99  17.83   8.99  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2767  1324.64   795.51   560.92   173.91   744.76   612.13  17.85   9.00  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2768  1300.17   772.24   564.25   173.49   716.94   589.27  17.86   9.01  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2769  1298.42   758.13   585.70   178.45   693.72   570.19  17.88   9.01  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2770  1320.44   753.95   625.44   188.85   675.99   555.61  17.89   9.02  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2771  1365.06   759.80   681.47   204.07   664.57   546.23  17.90   9.02  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2772  1429.36   775.22   750.04   223.01   660.30   542.71  17.91   9.03  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2773  1508.43   799.06   825.67   244.02   663.72   545.53  17.91   9.03  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2774  1595.61   829.37   901.71   265.17   674.87   554.69  17.91   9.03  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2775  1682.64   863.26   970.79   284.32   692.81   569.44  17.91   9.03  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2776  1760.09   896.90  1025.62   299.36   715.44   588.04  17.91   9.03  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2777  1818.59   925.92  1059.98   308.53   739.59   607.89  17.90   9.02  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2778  1849.36   945.61  1069.20   310.50   761.15   625.61  17.89   9.02  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2779  1845.85   951.87  1050.95   304.64   775.90   637.73  17.88   9.02  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2780  1804.67   941.73  1005.60   291.08   780.07   641.16  17.88   9.01  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2781  1726.26   913.95   936.19   270.69   771.08   633.77  17.87   9.01  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2782  1615.26   869.47   848.08   245.02   748.19   614.95  17.87   9.01  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2783  1479.73   811.16   748.26   216.07   712.49   585.61  17.86   9.01  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2784  1330.35   743.59   644.57   186.05   666.79   548.05  17.86   9.01  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2785  1178.86   672.24   544.76   157.18   615.11   505.58  17.86   9.00  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2786  1036.75   602.83   455.77   131.43   561.99   461.92  17.85   9.00  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2787   913.95   540.48   383.24   110.39   511.74   420.61  17.85   9.00  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2788   818.10   489.27   331.21    95.21   467.92   384.59  17.84   8.99  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2789   754.03   451.89   302.14    86.59   432.93   355.84  17.82   8.99  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2790   724.02   429.64   297.06    84.81   408.03   335.37  17.80   8.98  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2791   727.88   422.55   315.59    89.77   393.38   323.33  17.78   8.97  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2792   763.52   429.70   356.27   101.06   388.35   319.20  17.76   8.95  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2793   827.20   449.38   416.57   117.96   391.76   321.99  17.73   8.94  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2794   913.89   479.33   493.01   139.47   402.04   330.45  17.71   8.93  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2795  1017.47   516.81   581.30   164.38   417.37   343.04  17.68   8.91  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2796  1130.67   558.66   676.24   191.20   435.66   358.08  17.65   8.90  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2797  1245.44   601.31   772.14   218.34   454.56   373.61  17.62   8.88  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2798  1353.01   640.92   862.76   244.01   471.53   387.56  17.58   8.87  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2799  1444.69   673.67   941.92   266.45   484.09   397.89  17.55   8.85  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2800  1512.25   695.99  1003.64   283.97   489.95   402.70  17.52   8.84  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2801  1548.84   704.96  1042.93   295.15   487.28   400.51  17.49   8.82  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2802  1549.83   698.75  1056.09   298.93   475.14   390.53  17.47   8.81  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2803  1513.54   676.89  1041.41   294.83   453.56   372.79  17.44   8.79  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2804  1441.58   640.43   999.39   282.98   423.63   348.19  17.42   8.78  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2805  1338.72   591.85   932.74   264.14   387.45   318.45  17.40   8.77  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2806  1212.40   534.72   846.11   239.63   347.78   285.85  17.38   8.76  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2807  1071.84   473.37   745.60   211.19   307.75   252.94  17.36   8.75  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2808   926.96   412.29   637.98   180.72   270.51   222.34  17.34   8.74  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2809   787.27   355.71   529.90   150.12   238.91   196.37  17.32   8.73  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2810   660.82   307.12   427.19   121.04   215.19   176.87  17.30   8.72  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2811   553.59   269.03   334.33    94.75   200.85   165.08  17.28   8.71  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2812   469.13   242.78   254.21    72.06   196.53   161.53  17.25   8.70  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2813   408.55   228.55   188.21    53.38   201.97   166.00  17.23   8.69  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2814   370.80   225.44   136.44    38.73   216.02   177.55  17.20   8.67  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2815   353.13   231.59    98.11    27.89   236.72   194.56  17.17   8.66  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2816   351.64   244.48    71.95    20.49   261.41   214.86  17.14   8.64  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2817   361.84   261.17    56.57    16.15   287.02   235.91  17.11   8.63  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2818   379.19   278.64    50.66    14.49   310.31   255.05  17.08   8.61  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2819   399.64   294.11    53.16    15.20   328.29   269.83  17.05   8.60  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2820   420.01   305.41    63.28    18.06   338.57   278.28  17.02   8.58  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2821   438.15   311.08    80.42    22.90   339.59   279.12  17.00   8.57  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2822   453.05   310.61   103.99    29.55   330.94   272.01  16.98   8.56  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2823   464.61   304.32   133.25    37.81   313.26   257.48  16.96   8.55  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2824   473.41   293.28   167.11    47.35   288.23   236.90  16.94   8.54  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2825   480.13   278.91   203.95    57.74   258.12   212.15  16.92   8.53  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2826   485.29   262.82   241.62    68.36   225.63   185.45  16.90   8.52  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2827   488.88   246.41   277.48    78.47   193.37   158.94  16.88   8.51  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2828   490.47   230.88   308.67    87.27   163.79   134.62  16.86   8.50  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2829   489.26   217.03   332.49    93.98   138.78   114.07  16.84   8.49  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2830   484.33   205.33   346.68    97.98   119.69    98.38  16.82   8.48  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2831   475.14   196.07   349.84    98.87   107.37    88.25  16.80   8.47  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2832   461.60   189.42   341.55    96.53   102.13    83.95  16.77   8.46  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2833   444.45   185.51   322.68    91.20   103.88    85.38  16.75   8.44  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.2834   424.92   184.41   294.98    83.37   112.08    92.12  16.72   8.43  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
