# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference spectra with atmospheric extinction for the total emission
# and for the chemical species OH, O2, HO2, FeO, Na, K, O, N, and H
# 
# Column names:
# lam: air wavelength in µm
# f{species}: flux in R/nm with atmospheric extinction for total emission
#             (all) or individual chemical species
# df{species}: standard deviation for f{species} in R/nm
# 
    lam     fall    dfall      fOH     dfOH      fO2     dfO2   fHO2  dfHO2  fFeO  dfFeO    fNa   dfNa    fK   dfK      fO     dfO    fN   dfN    fH   dfH 
 0.5032     2.16     0.91     0.00     0.00     0.89     0.36   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5033     2.15     0.91     0.00     0.00     0.87     0.35   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5034     2.14     0.90     0.01     0.00     0.86     0.35   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5035     2.13     0.90     0.01     0.00     0.85     0.34   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5036     2.13     0.90     0.02     0.01     0.83     0.33   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5037     2.12     0.89     0.03     0.01     0.82     0.33   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5038     2.11     0.89     0.03     0.01     0.80     0.32   0.17   0.09  1.10   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5039     2.10     0.89     0.04     0.01     0.79     0.32   0.17   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5040     2.09     0.88     0.04     0.01     0.77     0.31   0.17   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5041     2.08     0.88     0.04     0.01     0.76     0.31   0.17   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5042     2.06     0.87     0.03     0.01     0.74     0.30   0.17   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5043     2.04     0.86     0.03     0.01     0.73     0.29   0.18   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5044     2.03     0.86     0.02     0.01     0.72     0.29   0.18   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5045     2.02     0.85     0.01     0.00     0.72     0.29   0.18   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5046     2.01     0.85     0.01     0.00     0.72     0.29   0.18   0.09  1.11   0.47   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5047     2.01     0.85     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5048     2.01     0.85     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5049     2.01     0.85     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5050     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5051     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5052     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5053     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5054     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5055     2.02     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.12   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5056     2.03     0.86     0.00     0.00     0.72     0.29   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5057     2.03     0.86     0.00     0.00     0.73     0.29   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5058     2.04     0.86     0.00     0.00     0.73     0.29   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5059     2.04     0.87     0.00     0.00     0.73     0.30   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5060     2.05     0.87     0.00     0.00     0.74     0.30   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5061     2.05     0.87     0.00     0.00     0.74     0.30   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5062     2.05     0.87     0.00     0.00     0.74     0.30   0.18   0.09  1.13   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5063     2.05     0.87     0.00     0.00     0.73     0.30   0.18   0.09  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5064     2.05     0.87     0.01     0.00     0.73     0.29   0.18   0.09  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5065     2.06     0.87     0.01     0.00     0.72     0.29   0.18   0.09  1.14   0.48   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5066     2.06     0.87     0.02     0.01     0.72     0.29   0.18   0.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5067     2.05     0.87     0.02     0.01     0.71     0.29   0.18   0.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5068     2.05     0.87     0.03     0.01     0.70     0.28   0.18   0.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5069     2.05     0.87     0.03     0.01     0.70     0.28   0.18   0.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5070     2.05     0.87     0.02     0.01     0.70     0.28   0.18   0.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5071     2.04     0.87     0.02     0.01     0.69     0.28   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5072     2.04     0.86     0.01     0.00     0.69     0.28   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5073     2.03     0.86     0.01     0.00     0.70     0.28   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5074     2.04     0.87     0.00     0.00     0.70     0.28   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5075     2.05     0.87     0.00     0.00     0.72     0.29   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5076     2.07     0.88     0.00     0.00     0.74     0.30   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5077     2.10     0.89     0.00     0.00     0.76     0.31   0.18   0.09  1.15   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5078     2.12     0.90     0.00     0.00     0.79     0.32   0.18   0.09  1.16   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5079     2.14     0.91     0.00     0.00     0.80     0.32   0.18   0.09  1.16   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5080     2.14     0.91     0.00     0.00     0.80     0.32   0.18   0.09  1.16   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5081     2.13     0.90     0.00     0.00     0.79     0.32   0.18   0.09  1.16   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5082     2.12     0.90     0.00     0.00     0.77     0.31   0.18   0.09  1.16   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5083     2.11     0.89     0.00     0.00     0.76     0.31   0.18   0.09  1.16   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5084     2.09     0.89     0.00     0.00     0.74     0.30   0.19   0.09  1.16   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5085     2.08     0.89     0.00     0.00     0.73     0.30   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5086     2.08     0.88     0.00     0.00     0.72     0.29   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5087     2.07     0.88     0.00     0.00     0.72     0.29   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5088     2.08     0.88     0.00     0.00     0.72     0.29   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5089     2.09     0.89     0.00     0.00     0.73     0.29   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5090     2.11     0.89     0.00     0.00     0.74     0.30   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5091     2.12     0.90     0.01     0.00     0.75     0.30   0.19   0.09  1.17   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5092     2.12     0.90     0.01     0.00     0.75     0.30   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5093     2.11     0.89     0.01     0.00     0.74     0.30   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5094     2.10     0.89     0.01     0.00     0.72     0.29   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5095     2.08     0.88     0.01     0.00     0.71     0.29   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5096     2.07     0.88     0.01     0.00     0.69     0.28   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5097     2.06     0.88     0.01     0.00     0.68     0.27   0.19   0.09  1.18   0.50   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5098     2.05     0.87     0.02     0.00     0.66     0.27   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5099     2.04     0.86     0.02     0.01     0.64     0.26   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5100     2.03     0.86     0.02     0.01     0.63     0.25   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5101     2.02     0.86     0.02     0.01     0.62     0.25   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5102     2.01     0.85     0.02     0.00     0.61     0.25   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5103     2.01     0.85     0.01     0.00     0.61     0.25   0.19   0.10  1.19   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5104     2.01     0.86     0.01     0.00     0.62     0.25   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5105     2.02     0.86     0.00     0.00     0.63     0.25   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5106     2.02     0.86     0.00     0.00     0.63     0.26   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5107     2.03     0.87     0.00     0.00     0.64     0.26   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5108     2.04     0.87     0.00     0.00     0.65     0.26   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5109     2.04     0.87     0.00     0.00     0.65     0.26   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5110     2.04     0.87     0.00     0.00     0.64     0.26   0.19   0.10  1.20   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5111     2.03     0.86     0.00     0.00     0.63     0.25   0.19   0.10  1.21   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5112     2.01     0.86     0.00     0.00     0.61     0.25   0.19   0.10  1.21   0.51   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5113     1.99     0.85     0.00     0.00     0.59     0.24   0.19   0.10  1.21   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5114     1.98     0.84     0.00     0.00     0.57     0.23   0.19   0.10  1.21   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5115     1.97     0.84     0.00     0.00     0.56     0.23   0.19   0.10  1.21   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5116     1.96     0.84     0.00     0.00     0.56     0.22   0.19   0.10  1.21   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5117     1.97     0.84     0.00     0.00     0.56     0.22   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5118     1.98     0.84     0.00     0.00     0.57     0.23   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5119     1.99     0.85     0.00     0.00     0.58     0.23   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5120     2.01     0.86     0.00     0.00     0.60     0.24   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5121     2.04     0.87     0.00     0.00     0.62     0.25   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5122     2.06     0.88     0.00     0.00     0.64     0.26   0.19   0.10  1.22   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5123     2.09     0.89     0.00     0.00     0.67     0.27   0.19   0.10  1.23   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5124     2.11     0.90     0.00     0.00     0.69     0.28   0.19   0.10  1.23   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5125     2.14     0.91     0.00     0.00     0.72     0.29   0.19   0.10  1.23   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5126     2.17     0.92     0.00     0.00     0.74     0.30   0.19   0.10  1.23   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5127     2.20     0.93     0.00     0.00     0.77     0.31   0.19   0.10  1.23   0.52   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5128     2.23     0.95     0.00     0.00     0.80     0.32   0.20   0.10  1.23   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5129     2.27     0.96     0.00     0.00     0.84     0.34   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5130     2.32     0.98     0.01     0.00     0.88     0.35   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5131     2.37     1.00     0.01     0.00     0.92     0.37   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5132     2.42     1.02     0.01     0.00     0.97     0.39   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5133     2.48     1.04     0.02     0.00     1.02     0.41   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5134     2.53     1.06     0.02     0.00     1.07     0.43   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5135     2.57     1.08     0.02     0.00     1.11     0.45   0.20   0.10  1.24   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5136     2.61     1.10     0.01     0.00     1.15     0.46   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5137     2.65     1.11     0.01     0.00     1.19     0.48   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5138     2.67     1.12     0.01     0.00     1.22     0.49   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5139     2.70     1.13     0.00     0.00     1.24     0.50   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5140     2.71     1.14     0.00     0.00     1.26     0.51   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5141     2.73     1.15     0.00     0.00     1.27     0.51   0.20   0.10  1.25   0.53   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5142     2.74     1.15     0.00     0.00     1.28     0.52   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5143     2.75     1.16     0.00     0.00     1.29     0.52   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5144     2.76     1.16     0.00     0.00     1.29     0.52   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5145     2.76     1.16     0.00     0.00     1.30     0.52   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5146     2.77     1.16     0.00     0.00     1.30     0.53   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5147     2.77     1.17     0.00     0.00     1.31     0.53   0.20   0.10  1.26   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5148     2.78     1.17     0.00     0.00     1.31     0.53   0.20   0.10  1.27   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5149     2.78     1.17     0.00     0.00     1.31     0.53   0.20   0.10  1.27   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5150     2.77     1.17     0.00     0.00     1.30     0.52   0.20   0.10  1.27   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5151     2.77     1.16     0.00     0.00     1.30     0.52   0.20   0.10  1.27   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5152     2.76     1.16     0.00     0.00     1.28     0.52   0.20   0.10  1.27   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5153     2.74     1.15     0.00     0.00     1.26     0.51   0.20   0.10  1.28   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5154     2.72     1.15     0.00     0.00     1.24     0.50   0.20   0.10  1.28   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5155     2.70     1.14     0.00     0.00     1.22     0.49   0.20   0.10  1.28   0.54   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5156     2.68     1.13     0.00     0.00     1.20     0.48   0.20   0.10  1.28   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5157     2.66     1.12     0.00     0.00     1.18     0.47   0.20   0.10  1.28   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5158     2.64     1.11     0.00     0.00     1.15     0.46   0.20   0.10  1.28   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5159     2.62     1.10     0.00     0.00     1.13     0.46   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5160     2.60     1.10     0.00     0.00     1.11     0.45   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5161     2.59     1.09     0.00     0.00     1.09     0.44   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5162     2.57     1.09     0.00     0.00     1.08     0.44   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5163     2.57     1.08     0.00     0.00     1.07     0.43   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5164     2.57     1.08     0.00     0.00     1.07     0.43   0.20   0.10  1.29   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5165     2.57     1.09     0.00     0.00     1.07     0.43   0.20   0.10  1.30   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5166     2.58     1.09     0.00     0.00     1.07     0.43   0.20   0.10  1.30   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5167     2.59     1.09     0.01     0.00     1.08     0.43   0.20   0.10  1.30   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5168     2.59     1.09     0.01     0.00     1.07     0.43   0.20   0.10  1.30   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5169     2.58     1.09     0.01     0.00     1.06     0.43   0.20   0.10  1.30   0.55   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5170     2.57     1.08     0.02     0.00     1.05     0.42   0.20   0.10  1.30   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5171     2.55     1.07     0.02     0.00     1.02     0.41   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5172     2.52     1.06     0.02     0.00     0.99     0.40   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5173     2.49     1.05     0.01     0.00     0.96     0.39   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5174     2.46     1.04     0.01     0.00     0.94     0.38   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5175     2.45     1.04     0.01     0.00     0.93     0.37   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5176     2.45     1.04     0.01     0.00     0.92     0.37   0.20   0.10  1.31   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5177     2.46     1.04     0.01     0.00     0.93     0.38   0.20   0.10  1.32   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5178     2.47     1.05     0.01     0.00     0.95     0.38   0.20   0.10  1.32   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5179     2.49     1.05     0.01     0.00     0.96     0.39   0.20   0.10  1.32   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5180     2.50     1.06     0.01     0.00     0.97     0.39   0.20   0.10  1.32   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5181     2.51     1.06     0.01     0.00     0.97     0.39   0.20   0.10  1.32   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5182     2.52     1.06     0.03     0.01     0.96     0.38   0.20   0.10  1.33   0.56   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5183     2.55     1.07     0.08     0.02     0.94     0.38   0.21   0.10  1.33   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5184     2.63     1.09     0.19     0.05     0.91     0.37   0.21   0.10  1.33   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5185     2.77     1.13     0.36     0.10     0.88     0.35   0.21   0.10  1.33   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5186     2.95     1.17     0.56     0.16     0.85     0.34   0.21   0.10  1.33   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5187     3.11     1.22     0.75     0.22     0.82     0.33   0.21   0.10  1.33   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5188     3.19     1.24     0.86     0.25     0.79     0.32   0.21   0.10  1.34   0.57   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
