# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# OH level populations from measured reference intensities of Lambda doublets
# (based on X-shooter/UVES data) that were used for the OH population model
# 
# Column names:
# lam: central vacuum wavelength in µm (HITRAN2020)
# dlam: distance of Lambda doublet components from lam in µm
# ID: 12 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# vi: vibrational level of upper state
# Fi: electronic substate of upper state (1 or 2)
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# Aijc: corrected Einstein-A coefficient in 1/s (see pmd_corrA_Ohbands.dat
#       for branch and band corrections)
# gi: statistical weight (HITRAN2020)
# I: measured reference intensity in R
# src: source of I: x = X-shooter-based climatology (partly from noll+23),
#      u = UVES mean spectrum (noll+20), c = UVES mean spectrum (cosby+06)
# y: natural logarithm of population in Rs, i.e. ln(I/(Aijc*gi))
# 
# References:
# cosby+06: https://doi.org/10.1029/2006JA012023 (only vi = 10)
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# noll+20: https://doi.org/10.5194/acp-20-5269-2020 (< 1.05 µm)
# noll+23: https://doi.org/10.1029/2022JD038275 (> 1.005 µm)
# 
      lam      dlam            ID  vi  Fi  Ni         Ei        Aij       Aijc   gi          I  src       y 
 0.775899  0.000010  OHXX94QQ2202   9   2   2  26355.564  8.587e-02  7.267e-02   16  2.017e+00    u   0.551 
 0.775899  0.000010  OHXX94QQ2202   9   2   2  26355.564  8.587e-02  7.267e-02   16  1.969e+00    x   0.527 
 0.776213  0.000007  OHXX94QQ1102   9   1   2  26242.186  2.868e-01  2.427e-01   24  2.413e+01    x   1.421 
 0.776213  0.000007  OHXX94QQ1102   9   1   2  26242.186  2.868e-01  2.427e-01   24  2.440e+01    u   1.432 
 0.777128  0.000012  OHXX94QQ2203   9   2   3  26420.370  4.092e-02  3.051e-02   24  7.566e-01    u   0.033 
 0.777551  0.000015  OHXX94QQ1103   9   1   3  26321.325  1.524e-01  1.136e-01   32  8.917e+00    u   0.897 
 0.778157  0.000020  OHXX40PP2207   4   2   7  14219.052  5.411e-02  6.654e-02   56  4.290e-01    u  -2.162 
 0.778257  0.000004  OHXX94PP2201   9   2   1  26316.519  8.302e-01  8.368e-01    8  1.537e+01    u   0.831 
 0.778257  0.000004  OHXX94PP2201   9   2   1  26316.519  8.302e-01  8.368e-01    8  1.533e+01    x   0.828 
 0.778752  0.000037  OHXX40PP1107   4   1   7  14163.855  5.326e-02  5.001e-02   64  6.449e-01    u  -1.602 
 0.779308  0.000028  OHXX94QQ1104   9   1   4  26423.317  9.261e-02  6.085e-02   40  2.852e+00    x   0.158 
 0.779625  0.000004  OHXX94PP1101   9   1   1  26185.799  5.240e-01  5.281e-01   16  5.130e+01    x   1.803 
 0.779625  0.000004  OHXX94PP1101   9   1   1  26185.799  5.240e-01  5.281e-01   16  5.157e+01    u   1.809 
 0.780176  0.000024  OHXX94RR1110   9   1  10  27512.035  2.994e-01  2.694e-01   88  1.564e-01    u  -5.021 
 0.781062  0.000003  OHXX94PP2202   9   2   2  26355.564  7.781e-01  7.911e-01   16  2.181e+01    u   0.544 
 0.781062  0.000003  OHXX94PP2202   9   2   2  26355.564  7.781e-01  7.911e-01   16  2.187e+01    x   0.547 
 0.781500  0.000045  OHXX94QQ1105   9   1   5  26548.200  6.137e-02  3.553e-02   48  7.644e-01    u  -0.802 
 0.781748  0.000051  OHXX83PP2212   8   2  12  25975.702  4.158e-01  5.425e-01   96  8.575e-01    u  -4.107 
 0.781985  0.000105  OHXX72PP2218   7   2  18  26043.584  1.847e-01  5.647e-01  144  5.133e-01    u  -5.065 
 0.782229  0.000084  OHXX83PP1112   8   1  12  25934.429  4.138e-01  4.916e-01  104  1.255e+00    u  -3.707 
 0.782365  0.000008  OHXX94PP1102   9   1   2  26242.186  6.448e-01  6.556e-01   24  6.261e+01    u   1.381 
 0.782365  0.000008  OHXX94PP1102   9   1   2  26242.186  6.448e-01  6.556e-01   24  6.277e+01    x   1.384 
 0.783598  0.000044  OHXX40PP1108   4   1   8  14414.359  5.459e-02  1.651e-01   72  9.698e-01    u  -2.506 
 0.784141  0.000066  OHXX94QQ1106   9   1   6  26695.938  4.324e-02  1.879e-02   56  1.740e-01    u  -1.800 
 0.784342  0.000001  OHXX94PP2203   9   2   3  26420.370  7.702e-01  7.899e-01   24  2.008e+01    x   0.058 
 0.784342  0.000001  OHXX94PP2203   9   2   3  26420.370  7.702e-01  7.899e-01   24  2.025e+01    u   0.066 
 0.785131  0.000003  OHXX51RR1106   5   1   6  16829.371  1.220e-01  1.250e-01   56  1.899e+00    u  -1.304 
 0.785188  0.000004  OHXX51RR1105   5   1   5  16646.801  1.256e-01  1.296e-01   48  5.223e+00    u  -0.175 
 0.785269  0.000005  OHXX51RR2206   5   2   6  16892.406  1.258e-01  1.289e-01   48  1.160e+00    u  -1.674 
 0.786282  0.000004  OHXX51RR1103   5   1   3  16367.380  1.187e-01  1.244e-01   32  2.447e+01    u   1.816 
 0.786282  0.000004  OHXX51RR1103   5   1   3  16367.380  1.187e-01  1.244e-01   32  2.556e+01    x   1.859 
 0.786989  0.000001  OHXX51RR2203   5   2   3  16460.818  1.325e-01  1.388e-01   24  1.093e+01    x   1.188 
 0.786989  0.000001  OHXX51RR2203   5   2   3  16460.818  1.325e-01  1.388e-01   24  1.056e+01    u   1.153 
 0.787243  0.000090  OHXX94QQ1107   9   1   7  26866.418  3.190e-02  1.520e-02   64  5.063e-02    u  -2.956 
 0.787290  0.000002  OHXX51RR1102   5   1   2  16270.304  9.332e-02  9.850e-02   24  3.023e+01    x   2.548 
 0.787290  0.000002  OHXX51RR1102   5   1   2  16270.304  9.332e-02  9.850e-02   24  3.037e+01    u   2.553 
 0.788095  0.000002  OHXX94PP2204   9   2   4  26510.589  7.766e-01  8.034e-01   32  1.519e+01    x  -0.526 
 0.788095  0.000002  OHXX94PP2204   9   2   4  26510.589  7.766e-01  8.034e-01   32  1.461e+01    u  -0.565 
 0.788385  0.000002  OHXX51RR2202   5   2   2  16379.589  1.164e-01  1.228e-01   16  1.161e+01    u   1.776 
 0.788385  0.000002  OHXX51RR2202   5   2   2  16379.589  1.164e-01  1.228e-01   16  1.242e+01    x   1.844 
 0.789203  0.000019  OHXX94PP1104   9   1   4  26423.317  7.340e-01  7.593e-01   40  3.395e+01    x   0.111 
 0.789203  0.000019  OHXX94PP1104   9   1   4  26423.317  7.340e-01  7.593e-01   40  3.348e+01    u   0.097 
 0.789666  0.000096  OHXX83PP1113   8   1  13  26255.435  4.211e-01  6.894e-01  112  9.861e-01    u  -4.361 
 0.791443  0.000008  OHXX51QQ2201   5   2   1  16330.583  1.288e-01  1.335e-01    8  8.712e+00    u   2.099 
 0.791588  0.000003  OHXX51QQ1101   5   1   1  16201.324  2.237e-01  2.319e-01   16  7.995e+01    u   3.070 
 0.791588  0.000003  OHXX51QQ1101   5   1   1  16201.324  2.237e-01  2.319e-01   16  8.164e+01    x   3.091 
 0.792053  0.000014  OHXX51QQ2202   5   2   2  16379.589  2.846e-02  2.616e-02   16  3.365e+00    u   2.084 
 0.793055  0.000016  OHXX51QQ2203   5   2   3  16460.818  1.390e-02  1.133e-02   24  1.335e+00    u   1.592 
 0.793331  0.000026  OHXX94PP1105   9   1   5  26548.199  7.610e-01  8.493e-01   48  1.839e+01    u  -0.796 
 0.793395  0.000023  OHXX51QQ1103   5   1   3  16367.380  4.815e-02  5.243e-02   32  1.107e+01    u   1.886 
 0.794017  0.000037  OHXX40PP2210   4   2  10  15045.866  5.736e-02  7.273e-02   80  3.170e-01    u  -2.910 
 0.794447  0.000059  OHXX40PP1110   4   1  10  15003.724  5.694e-02  6.496e-02   88  3.933e-01    u  -2.677 
 0.794545  0.000007  OHXX51RR2213   5   2  13  18928.872  7.436e-02  7.223e-02  104  2.415e-01    u  -3.438 
 0.794641  0.000021  OHXX51RR1113   5   1  13  18893.551  7.373e-02  7.162e-02  112  3.623e-01    u  -3.098 
 0.794798  0.000041  OHXX51QQ1104   5   1   4  16492.823  2.909e-02  1.997e-02   40  2.371e+00    u   1.088 
 0.795139  0.000004  OHXX51PP2201   5   2   1  16330.583  2.682e-01  2.915e-01    8  1.885e+01    u   2.090 
 0.795139  0.000004  OHXX51PP2201   5   2   1  16330.583  2.682e-01  2.915e-01    8  1.847e+01    x   2.069 
 0.796186  0.000002  OHXX51QQ2205   5   2   5  16717.783  6.366e-03  4.079e-03   40  3.946e-02    u  -1.419 
 0.796549  0.000064  OHXX51QQ1105   5   1   5  16646.801  1.920e-02  1.230e-02   48  5.108e-01    u  -0.145 
 0.796684  0.000005  OHXX51PP1101   5   1   1  16201.324  1.707e-01  1.855e-01   16  6.377e+01    x   3.067 
 0.796684  0.000005  OHXX51PP1101   5   1   1  16201.324  1.707e-01  1.855e-01   16  6.428e+01    u   3.075 
 0.797033  0.000011  OHXX94PP2206   9   2   6  26765.586  8.031e-01  8.454e-01   48  4.424e+00    x  -2.216 
 0.797033  0.000011  OHXX94PP2206   9   2   6  26765.586  8.031e-01  8.454e-01   48  4.643e+00    u  -2.168 
 0.797235  0.000070  OHXX83PP2214   8   2  14  26634.879  4.295e-01  5.858e-01  112  2.889e-01    u  -5.425 
 0.797398  0.000011  OHXX51RR2214   5   2  14  19330.017  6.697e-02  6.456e-02  112  1.935e-01    u  -3.621 
 0.797500  0.000027  OHXX51RR1114   5   1  14  19296.668  6.645e-02  5.569e-02  120  2.092e-01    u  -3.464 
 0.797666  0.000109  OHXX83PP1114   8   1  14  26598.196  4.281e-01  4.301e-01  120  3.713e-01    u  -4.935 
 0.797952  0.000033  OHXX94PP1106   9   1   6  26695.938  7.841e-01  8.253e-01   56  8.477e+00    u  -1.696 
 0.797952  0.000033  OHXX94PP1106   9   1   6  26695.938  7.841e-01  8.253e-01   56  8.693e+00    x  -1.671 
 0.798196  0.000002  OHXX51PP2202   5   2   2  16379.589  2.523e-01  2.763e-01   16  2.459e+01    x   1.716 
 0.798196  0.000002  OHXX51PP2202   5   2   2  16379.589  2.523e-01  2.763e-01   16  2.478e+01    u   1.724 
 0.798655  0.000092  OHXX51QQ1106   5   1   6  16829.371  1.349e-02  1.432e-02   56  2.129e-01    u  -1.326 
 0.799553  0.000009  OHXX51PP1102   5   1   2  16270.304  2.104e-01  2.304e-01   24  7.269e+01    x   2.576 
 0.799553  0.000009  OHXX51PP1102   5   1   2  16270.304  2.104e-01  2.304e-01   24  7.105e+01    u   2.553 
 0.800470  0.000067  OHXX40PP1111   4   1  11  15341.945  5.798e-02  8.221e-02   96  7.391e-01    u  -2.368 
 0.800653  0.000016  OHXX51RR2215   5   2  15  19757.057  5.977e-02  5.719e-02  120  2.394e-01    u  -3.356 
 0.800759  0.000033  OHXX51RR1115   5   1  15  19725.430  5.933e-02  6.229e-02  128  2.356e-01    u  -3.522 
 0.801626  0.000001  OHXX51PP2203   5   2   3  16460.818  2.506e-01  2.765e-01   24  2.043e+01    u   1.125 
 0.801626  0.000001  OHXX51PP2203   5   2   3  16460.818  2.506e-01  2.765e-01   24  2.070e+01    x   1.138 
 0.802240  0.000017  OHXX94PP2207   9   2   7  26929.469  8.183e-01  8.689e-01   56  3.224e+00    x  -2.714 
 0.802240  0.000017  OHXX94PP2207   9   2   7  26929.469  8.183e-01  8.689e-01   56  3.235e+00    u  -2.711 
 0.802802  0.000014  OHXX51PP1103   5   1   3  16367.380  2.284e-01  2.520e-01   32  5.028e+01    u   1.830 
 0.802802  0.000014  OHXX51PP1103   5   1   3  16367.380  2.284e-01  2.520e-01   32  5.028e+01    x   1.830 
 0.803080  0.000042  OHXX94PP1107   9   1   7  26866.418  8.045e-01  9.148e-01   64  4.402e+00    u  -2.588 
 0.803080  0.000042  OHXX94PP1107   9   1   7  26866.418  8.045e-01  8.542e-01   64  4.867e+00    x  -2.419 
 0.804320  0.000021  OHXX51RR2216   5   2  16  20209.370  5.280e-02  8.827e-02  128  4.288e-01    u  -3.271 
 0.804428  0.000040  OHXX51RR1116   5   1  16  20179.255  5.243e-02  4.978e-02  136  2.601e-01    u  -3.259 
 0.805424  0.000005  OHXX51PP2204   5   2   4  16573.738  2.533e-01  2.816e-01   32  1.227e+01    u   0.309 
 0.805424  0.000005  OHXX51PP2204   5   2   4  16573.738  2.533e-01  2.816e-01   32  1.212e+01    x   0.296 
 0.805845  0.000082  OHXX83PP2215   8   2  15  26996.947  4.360e-01  5.249e-01  120  1.678e-01    u  -5.928 
 0.806440  0.000020  OHXX51PP1104   5   1   4  16492.823  2.401e-01  2.669e-01   40  2.658e+01    u   0.912 
 0.806440  0.000020  OHXX51PP1104   5   1   4  16492.823  2.401e-01  2.669e-01   40  2.630e+01    x   0.902 
 0.806545  0.000051  OHXX40PP2212   4   2  12  15745.211  5.923e-02  7.317e-02   96  3.618e-01    u  -2.966 
 0.806906  0.000076  OHXX40PP1112   4   1  12  15708.667  5.894e-02  7.628e-02  104  5.022e-01    u  -2.760 
 0.807960  0.000023  OHXX94PP2208   9   2   8  27116.991  8.334e-01  8.926e-01   64  1.419e+00    u  -3.695 
 0.807960  0.000023  OHXX94PP2208   9   2   8  27116.991  8.334e-01  8.926e-01   64  1.250e+00    x  -3.822 
 0.808520  0.000048  OHXX51RR1117   5   1  17  20657.525  4.577e-02  5.094e-02  144  1.788e-01    u  -3.715 
 0.808732  0.000051  OHXX94PP1108   9   1   8  27059.446  8.229e-01  8.814e-01   72  2.041e+00    x  -3.437 
 0.808732  0.000051  OHXX94PP1108   9   1   8  27059.446  8.229e-01  8.814e-01   72  2.329e+00    u  -3.305 
 0.809591  0.000010  OHXX51PP2205   5   2   5  16717.783  2.577e-01  2.887e-01   40  5.684e+00    x  -0.709 
 0.809591  0.000010  OHXX51PP2205   5   2   5  16717.783  2.577e-01  2.887e-01   40  5.926e+00    u  -0.667 
 0.810473  0.000026  OHXX51PP1105   5   1   5  16646.801  2.491e-01  2.790e-01   48  1.141e+01    u  -0.161 
 0.810473  0.000026  OHXX51PP1105   5   1   5  16646.801  2.491e-01  2.790e-01   48  1.141e+01    x  -0.161 
 0.813048  0.000057  OHXX51RR1118   5   1  18  21159.584  3.941e-02  1.160e-01  152  4.397e-01    u  -3.691 
 0.813433  0.000059  OHXX40PP2213   4   2  13  16137.767  6.006e-02  9.172e-02  104  3.614e-01    u  -3.273 
 0.813767  0.000086  OHXX40PP1113   4   1  13  16103.439  5.982e-02  7.821e-02  112  4.573e-01    u  -2.953 
 0.814135  0.000015  OHXX51PP2206   5   2   6  16892.406  2.628e-01  2.966e-01   48  2.580e+00    u  -1.708 
 0.814213  0.000031  OHXX94PP2209   9   2   9  27327.671  8.478e-01  9.159e-01   72  7.577e-01    u  -4.466 
 0.814908  0.000033  OHXX51PP1106   5   1   6  16829.371  2.568e-01  2.899e-01   56  4.990e+00    u  -1.180 
 0.814908  0.000033  OHXX51PP1106   5   1   6  16829.371  2.568e-01  2.899e-01   56  5.865e+00    x  -1.018 
 0.815472  0.000139  OHXX83PP1116   8   1  16  27346.629  4.412e-01  5.659e-01  136  8.368e-02    u  -6.824 
 0.819067  0.000021  OHXX51PP2207   5   2   7  17097.086  2.681e-01  3.645e-01   56  1.791e+00    u  -2.434 
 0.819067  0.000021  OHXX51PP2207   5   2   7  17097.086  2.681e-01  3.048e-01   56  1.638e+00    x  -2.344 
 0.819750  0.000040  OHXX51PP1107   5   1   7  17040.482  2.637e-01  2.999e-01   64  2.166e+00    u  -2.182 
 0.819750  0.000040  OHXX51PP1107   5   1   7  17040.482  2.637e-01  2.999e-01   64  2.144e+00    x  -2.192 
 0.820757  0.000067  OHXX40PP2214   4   2  14  16558.168  6.084e-02  8.036e-02  112  3.195e-01    u  -3.338 
 0.821022  0.000039  OHXX94PP2210   9   2  10  27561.011  8.612e-01  1.157e+00   80  5.493e-01    u  -5.127 
 0.821069  0.000096  OHXX40PP1114   4   1  14  16525.759  6.062e-02  1.105e-01  120  6.357e-01    u  -3.038 
 0.821687  0.000072  OHXX94PP1110   9   1  10  27512.035  8.546e-01  9.313e-01   88  5.888e-01    u  -4.936 
 0.824399  0.000027  OHXX51PP2208   5   2   8  17331.332  2.733e-01  3.132e-01   64  1.218e+00    x  -2.801 
 0.824399  0.000027  OHXX51PP2208   5   2   8  17331.332  2.733e-01  3.132e-01   64  1.106e+00    u  -2.897 
 0.825008  0.000047  OHXX51PP1108   5   1   8  17279.992  2.700e-01  3.093e-01   72  1.529e+00    u  -2.679 
 0.825008  0.000047  OHXX51PP1108   5   1   8  17279.992  2.700e-01  3.093e-01   72  1.762e+00    x  -2.537 
 0.827087  0.000001  OHXXX5RR1103  10   1   3  28360.926  6.727e-01  6.613e-01   32  1.629e-01    c  -4.867 
 0.827434  0.000001  OHXXX5RR1102  10   1   2  28286.880  5.272e-01  5.209e-01   24  1.803e-01    c  -4.239 
 0.828226  0.000005  OHXX62RR2206   6   2   6  19616.315  3.674e-01  3.715e-01   48  2.896e+00    u  -1.818 
 0.828331  0.000004  OHXX62RR2205   6   2   5  19450.059  3.823e-01  3.885e-01   40  6.297e+00    u  -0.903 
 0.828396  0.000004  OHXX62RR1104   6   1   4  19230.483  3.656e-01  3.732e-01   40  2.831e+01    u   0.640 
 0.828495  0.000000  OHXX62RR1107   6   1   7  19753.127  3.406e-01  3.429e-01   64  2.237e+00    u  -2.283 
 0.828534  0.000076  OHXX40PP2215   4   2  15  17005.822  6.155e-02  1.194e-01  120  4.484e-01    u  -3.465 
 0.828544  0.000005  OHXX62RR2207   6   2   7  19811.218  3.488e-01  3.512e-01   56  1.510e+00    u  -2.567 
 0.828827  0.000107  OHXX40PP1115   4   1  15  16975.087  6.137e-02  9.325e-02  128  4.819e-01    u  -3.210 
 0.828868  0.000003  OHXX62RR2204   6   2   4  19312.948  3.907e-01  3.989e-01   32  1.331e+01    u   0.042 
 0.828868  0.000003  OHXX62RR2204   6   2   4  19312.948  3.907e-01  3.989e-01   32  1.417e+01    x   0.104 
 0.829088  0.000003  OHXX62RR1103   6   1   3  19110.648  3.445e-01  3.533e-01   32  5.097e+01    x   1.506 
 0.829088  0.000003  OHXX62RR1103   6   1   3  19110.648  3.445e-01  3.533e-01   32  5.148e+01    u   1.516 
 0.829852  0.000001  OHXX62RR2203   6   2   3  19205.502  3.849e-01  3.947e-01   24  2.136e+01    u   0.813 
 0.829852  0.000001  OHXX62RR2203   6   2   3  19205.502  3.849e-01  3.947e-01   24  2.110e+01    x   0.801 
 0.830118  0.000002  OHXX62RR1102   6   1   2  19017.854  2.701e-01  2.783e-01   24  6.214e+01    x   2.231 
 0.830118  0.000002  OHXX62RR1102   6   1   2  19017.854  2.701e-01  2.783e-01   24  6.197e+01    u   2.228 
 0.830142  0.000033  OHXX51PP2209   5   2   9  17594.658  2.784e-01  1.960e+01   72  6.317e+01    u  -3.107 
 0.830429  0.000002  OHXX62RR2209   6   2   9  20285.036  3.064e-01  3.057e-01   72  1.028e+00    u  -3.064 
 0.830482  0.000006  OHXX62RR1109   6   1   9  20236.719  3.017e-01  3.010e-01   80  1.377e+00    u  -2.861 
 0.830691  0.000056  OHXX51PP1109   5   1   9  17547.680  2.757e-01  3.042e-01   80  1.374e+00    u  -2.875 
 0.831065  0.000002  OHXXX5QQ1101  10   1   1  28234.081  1.270e+00  1.225e+00   16  2.691e-01    c  -4.288 
 0.831300  0.000002  OHXX62RR2202   6   2   2  19128.243  3.371e-01  3.473e-01   16  2.173e+01    x   1.363 
 0.831300  0.000002  OHXX62RR2202   6   2   2  19128.243  3.371e-01  3.473e-01   16  2.208e+01    u   1.380 
 0.831996  0.000000  OHXX62RR2210   6   2  10  20562.991  2.840e-01  2.819e-01   80  9.362e-01    u  -3.182 
 0.832077  0.000010  OHXX62RR1110   6   1  10  20518.401  2.803e-01  2.783e-01   88  1.307e+00    u  -2.931 
 0.833984  0.000003  OHXX62RR2211   6   2  11  20867.655  2.612e-01  2.581e-01   88  8.851e-01    u  -3.245 
 0.834084  0.000015  OHXX62RR1111   6   1  11  20826.226  2.583e-01  2.552e-01   96  1.261e+00    u  -2.967 
 0.834533  0.000009  OHXX62QQ2201   6   2   1  19081.650  3.705e-01  3.725e-01    8  1.699e+01    u   1.741 
 0.834689  0.000003  OHXX62QQ1101   6   1   1  18951.873  6.450e-01  6.484e-01   16  1.539e+02    x   2.697 
 0.834689  0.000003  OHXX62QQ1101   6   1   1  18951.873  6.450e-01  6.484e-01   16  1.538e+02    u   2.696 
 0.835207  0.000015  OHXX62QQ2202   6   2   2  19128.243  8.129e-02  7.364e-02   16  4.502e+00    x   1.341 
 0.835207  0.000015  OHXX62QQ2202   6   2   2  19128.243  8.129e-02  7.364e-02   16  4.672e+00    u   1.378 
 0.835516  0.000010  OHXX62QQ1102   6   1   2  19017.854  2.639e-01  2.391e-01   24  5.485e+01    u   2.258 
 0.835516  0.000010  OHXX62QQ1102   6   1   2  19017.854  2.639e-01  2.391e-01   24  5.386e+01    x   2.239 
 0.835857  0.000004  OHXXX5PP1101  10   1   1  28234.081  9.490e-01  9.560e-01   16  3.018e-01    c  -3.926 
 0.836399  0.000006  OHXX62RR2212   6   2  12  21198.513  2.384e-01  2.346e-01   96  8.561e-01    u  -3.270 
 0.836513  0.000020  OHXX62RR1112   6   1  12  21159.789  2.361e-01  2.322e-01  104  1.120e+00    u  -3.071 
 0.836702  0.000023  OHXX62QQ1103   6   1   3  19110.648  1.392e-01  1.136e-01   32  1.792e+01    u   1.595 
 0.836702  0.000023  OHXX62QQ1103   6   1   3  19110.648  1.392e-01  1.136e-01   32  1.821e+01    x   1.611 
 0.836809  0.000064  OHXX51PP1110   5   1  10  17843.256  2.810e-01  2.566e-01   88  1.373e+00    u  -2.800 
 0.837003  0.000098  OHXX94PP1112   9   1  12  28050.829  8.795e-01  6.926e-01  104  6.940e-02    u  -6.945 
 0.837057  0.000119  OHXX40PP1116   4   1  16  17450.840  6.205e-02  8.346e-02  136  4.279e-01    u  -3.278 
 0.837512  0.000005  OHXXX5PP2202  10   2   2  28400.948  1.409e+00  1.426e+00   16  1.808e-01    c  -4.838 
 0.837846  0.000012  OHXX62QQ2204   6   2   4  19312.948  2.486e-02  1.829e-02   32  5.187e-01    u  -0.121 
 0.838263  0.000042  OHXX62QQ1104   6   1   4  19230.483  8.406e-02  6.183e-02   40  4.937e+00    u   0.691 
 0.838470  0.000004  OHXX62PP2201   6   2   1  19081.650  7.692e-01  8.073e-01    8  3.611e+01    x   1.721 
 0.838470  0.000004  OHXX62PP2201   6   2   1  19081.650  7.692e-01  8.073e-01    8  3.622e+01    u   1.724 
 0.838962  0.000008  OHXXX5PP1102  10   1   2  28286.880  1.164e+00  1.178e+00   24  3.795e-01    c  -4.311 
 0.839250  0.000010  OHXX62RR2213   6   2  13  21555.026  2.159e-01  2.114e-01  104  6.772e-01    u  -3.480 
 0.839372  0.000027  OHXX62RR1113   6   1  13  21518.635  2.140e-01  2.095e-01  112  9.195e-01    u  -3.240 
 0.839790  0.000003  OHXX62QQ2205   6   2   5  19450.059  1.783e-02  1.182e-02   40  1.426e-01    u  -1.198 
 0.840148  0.000005  OHXX62PP1101   6   1   1  18951.873  4.876e-01  5.118e-01   16  1.234e+02    x   2.712 
 0.840148  0.000005  OHXX62PP1101   6   1   1  18951.873  4.876e-01  5.118e-01   16  1.240e+02    u   2.717 
 0.840210  0.000066  OHXX62QQ1105   6   1   5  19377.499  5.540e-02  3.828e+00   48  1.238e+02    u  -0.394 
 0.841755  0.000002  OHXX62PP2202   6   2   2  19128.243  7.205e-01  7.598e-01   16  4.825e+01    u   1.379 
 0.841755  0.000002  OHXX62PP2202   6   2   2  19128.243  7.205e-01  7.598e-01   16  4.806e+01    x   1.375 
 0.842553  0.000096  OHXX62QQ1106   6   1   6  19551.734  3.885e-02  5.390e-02   56  5.667e-01    u  -1.673 
 0.842674  0.000034  OHXX62RR1114   6   1  14  21902.264  1.923e-01  1.874e-01  120  7.303e-01    u  -3.427 
 0.842918  0.000047  OHXX51PP2211   5   2  11  18206.603  2.876e-01  5.017e-01   88  1.990e+00    u  -3.100 
 0.843249  0.000010  OHXX62PP1102   6   1   2  19017.854  5.990e-01  6.316e-01   24  1.390e+02    x   2.216 
 0.843249  0.000010  OHXX62PP1102   6   1   2  19017.854  5.990e-01  6.316e-01   24  1.410e+02    u   2.230 
 0.843375  0.000074  OHXX51PP1111   5   1  11  18166.370  2.858e-01  3.458e-01   96  1.864e+00    u  -2.880 
 0.845457  0.000001  OHXX62PP2203   6   2   3  19205.502  7.124e-01  7.547e-01   24  4.123e+01    u   0.823 
 0.845457  0.000001  OHXX62PP2203   6   2   3  19205.502  7.124e-01  7.547e-01   24  4.122e+01    x   0.822 
 0.845778  0.000131  OHXX40PP1117   4   1  17  17952.398  6.268e-02  8.240e-02  144  4.373e-01    u  -3.301 
 0.846297  0.000021  OHXX62RR2215   6   2  15  22342.724  1.725e-01  1.674e-01  120  4.085e-01    u  -3.895 
 0.846431  0.000041  OHXX62RR1115   6   1  15  22310.131  1.711e-01  1.660e-01  128  5.451e-01    u  -3.663 
 0.846769  0.000015  OHXX62PP1103   6   1   3  19110.648  6.479e-01  6.864e-01   32  1.021e+02    u   1.536 
 0.846769  0.000015  OHXX62PP1103   6   1   3  19110.648  6.479e-01  6.864e-01   32  1.005e+02    x   1.521 
 0.849572  0.000005  OHXX62PP2204   6   2   4  19312.948  7.169e-01  7.630e-01   32  2.556e+01    u   0.046 
 0.849572  0.000005  OHXX62PP2204   6   2   4  19312.948  7.169e-01  7.630e-01   32  2.721e+01    x   0.108 
 0.849980  0.000055  OHXX51PP2212   5   2  12  18554.213  2.917e-01  3.444e-01   96  1.301e+00    u  -3.235 
 0.850520  0.000027  OHXX62RR2216   6   2  16  22772.686  1.519e-01  3.846e-01  128  1.003e+00    u  -3.894 
 0.850656  0.000050  OHXX62RR1116   6   1  16  22741.650  1.508e-01  5.384e+00  136  1.941e+01    u  -3.630 
 0.850718  0.000021  OHXX62PP1104   6   1   4  19230.483  6.783e-01  7.219e-01   40  5.566e+01    x   0.656 
 0.850718  0.000021  OHXX62PP1104   6   1   4  19230.483  6.783e-01  7.219e-01   40  5.549e+01    u   0.653 
 0.854102  0.000010  OHXX62PP2205   6   2   5  19450.059  7.262e-01  7.764e-01   40  1.245e+01    x  -0.914 
 0.854102  0.000010  OHXX62PP2205   6   2   5  19450.059  7.262e-01  7.764e-01   40  1.293e+01    u  -0.876 
 0.854762  0.000107  OHXX40PP2218   4   2  18  18505.923  6.339e-02  1.418e-01  144  6.275e-01    u  -3.483 
 0.855106  0.000028  OHXX62PP1105   6   1   5  19377.499  7.010e-01  7.495e-01   48  2.542e+01    u  -0.347 
 0.855106  0.000028  OHXX62PP1105   6   1   5  19377.499  7.010e-01  7.495e-01   48  2.492e+01    x  -0.367 
 0.855228  0.000034  OHXX62RR2217   6   2  17  23225.856  1.323e-01  1.272e-01  136  3.409e-01    u  -3.927 
 0.855367  0.000059  OHXX62RR1117   6   1  17  23196.196  1.313e-01  1.263e-01  144  4.529e-01    u  -3.693 
 0.857514  0.000064  OHXX51PP2213   5   2  13  18928.872  2.953e-01  3.484e-01  104  1.303e+00    u  -3.325 
 0.857907  0.000094  OHXX51PP1113   5   1  13  18893.551  2.941e-01  3.499e-01  112  1.689e+00    u  -3.144 
 0.857907  0.000094  OHXX51PP1113   5   1  13  18893.551  2.941e-01  3.499e-01  112  1.564e+00    x  -3.221 
 0.859055  0.000016  OHXX62PP2206   6   2   6  19616.315  7.371e-01  7.918e-01   48  7.135e+00    x  -1.673 
