# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# OH level populations from measured reference intensities of Lambda doublets
# (based on X-shooter/UVES data) that were used for the OH population model
# 
# Column names:
# lam: central vacuum wavelength in µm (HITRAN2020)
# dlam: distance of Lambda doublet components from lam in µm
# ID: 12 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# vi: vibrational level of upper state
# Fi: electronic substate of upper state (1 or 2)
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# Aijc: corrected Einstein-A coefficient in 1/s (see pmd_corrA_Ohbands.dat
#       for branch and band corrections)
# gi: statistical weight (HITRAN2020)
# I: measured reference intensity in R
# src: source of I: x = X-shooter-based climatology (partly from noll+23),
#      u = UVES mean spectrum (noll+20), c = UVES mean spectrum (cosby+06)
# y: natural logarithm of population in Rs, i.e. ln(I/(Aijc*gi))
# 
# References:
# cosby+06: https://doi.org/10.1029/2006JA012023 (only vi = 10)
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# noll+20: https://doi.org/10.5194/acp-20-5269-2020 (< 1.05 µm)
# noll+23: https://doi.org/10.1029/2022JD038275 (> 1.005 µm)
# 
      lam      dlam            ID  vi  Fi  Ni         Ei        Aij       Aijc   gi          I  src       y 
 0.683181  0.000002  OHXX72RR2204   7   2   4  21885.710  7.464e-02  6.297e-02   32  1.778e+00    u  -0.125 
 0.683354  0.000030  OHXX61PP2210   6   2  10  20562.991  4.515e-02  5.899e-02   80  1.910e-01    u  -3.207 
 0.683590  0.000001  OHXX72RR2203   7   2   3  21783.824  7.428e-02  6.359e-02   24  2.874e+00    u   0.633 
 0.683632  0.000001  OHXX72RR1102   7   1   2  21599.126  5.222e-02  4.537e-02   24  8.058e+00    u   2.002 
 0.683747  0.000049  OHXX61PP1110   6   1  10  20518.401  4.487e-02  5.709e-02   88  2.513e-01    u  -2.995 
 0.684154  0.000002  OHXX72RR2207   7   2   7  22358.445  6.453e-02  5.209e-02   56  2.502e-01    u  -2.456 
 0.684194  0.000004  OHXX72RR1107   7   1   7  22298.785  6.277e-02  5.067e-02   64  3.942e-01    u  -2.107 
 0.684383  0.000001  OHXX72RR2202   7   2   2  21710.590  6.571e-02  5.707e-02   16  2.703e+00    x   1.085 
 0.684383  0.000001  OHXX72RR2202   7   2   2  21710.590  6.571e-02  5.709e-02   16  2.930e+00    u   1.166 
 0.685190  0.000001  OHXX72RR2208   7   2   8  22570.107  6.002e-02  4.774e-02   64  1.894e-01    u  -2.781 
 0.685268  0.000006  OHXX72RR1108   7   1   8  22515.851  5.871e-02  4.669e-02   72  2.740e-01    u  -2.507 
 0.686458  0.000006  OHXX72QQ2201   7   2   1  21666.442  7.320e-02  6.351e-02    8  2.190e+00    u   1.461 
 0.686585  0.000002  OHXX72QQ1101   7   1   1  21536.214  1.275e-01  1.106e-01   16  2.001e+01    u   2.425 
 0.686585  0.000002  OHXX72QQ1101   7   1   1  21536.214  1.275e-01  1.106e-01   16  2.091e+01    x   2.469 
 0.686683  0.000010  OHXX72RR1109   7   1   9  22758.273  5.432e-02  4.258e-02   80  2.199e-01    u  -2.740 
 0.688298  0.000015  OHXX72QQ1103   7   1   3  21687.545  2.768e-02  1.744e-02   32  2.289e+00    u   1.412 
 0.688298  0.000015  OHXX72QQ1103   7   1   3  21687.545  2.768e-02  1.743e-02   32  2.665e+00    x   1.564 
 0.688487  0.000036  OHXX61PP2211   6   2  11  20867.655  4.655e-02  5.218e-02   88  1.745e-01    u  -3.270 
 0.688849  0.000057  OHXX61PP1111   6   1  11  20826.226  4.632e-02  6.158e-02   96  2.700e-01    u  -3.086 
 0.689119  0.000003  OHXX72PP2201   7   2   1  21666.442  1.542e-01  1.414e-01    8  4.357e+00    x   1.349 
 0.689119  0.000003  OHXX72PP2201   7   2   1  21666.442  1.542e-01  1.414e-01    8  4.857e+00    u   1.457 
 0.689626  0.000027  OHXX72QQ1104   7   1   4  21801.658  1.678e-02  9.007e-03   40  5.899e-01    u   0.493 
 0.690274  0.000003  OHXX72PP1101   7   1   1  21536.214  9.809e-02  8.998e-02   16  1.690e+01    u   2.463 
 0.690435  0.000006  OHXX72RR2211   7   2  11  23360.652  4.577e-02  3.483e-02   88  1.112e-01    u  -3.317 
 0.690564  0.000018  OHXX72RR1111   7   1  11  23317.935  4.514e-02  3.330e-02   96  1.493e-01    u  -3.064 
 0.691283  0.000043  OHXX72QQ1105   7   1   5  21941.572  1.111e-02  5.079e-03   48  1.469e-01    u  -0.507 
 0.691453  0.000002  OHXX72PP2202   7   2   2  21710.590  1.457e-01  1.356e-01   16  6.684e+00    x   1.125 
 0.691453  0.000002  OHXX72PP2202   7   2   2  21710.590  1.457e-01  1.356e-01   16  6.816e+00    u   1.144 
 0.692513  0.000007  OHXX72PP1102   7   1   2  21599.126  1.215e-01  1.131e-01   24  2.176e+01    u   2.082 
 0.692912  0.000009  OHXX72RR2212   7   2  12  23674.354  4.102e-02  3.076e-02   96  9.125e-02    u  -3.477 
 0.693048  0.000023  OHXX72RR1112   7   1  12  23634.406  4.050e-02  2.729e-02  104  1.180e-01    u  -3.180 
 0.693997  0.000042  OHXX61PP2212   6   2  12  21198.513  4.797e-02  6.487e-02   96  2.061e-01    u  -3.408 
 0.694144  0.000000  OHXX72PP2203   7   2   3  21783.824  1.454e-01  1.373e-01   24  5.913e+00    x   0.585 
 0.694144  0.000000  OHXX72PP2203   7   2   3  21783.824  1.454e-01  1.373e-01   24  6.024e+00    u   0.603 
 0.694333  0.000065  OHXX61PP1112   6   1  12  21159.789  4.778e-02  6.461e-02  104  2.661e-01    u  -3.229 
 0.695096  0.000011  OHXX72PP1103   7   1   3  21687.545  1.326e-01  1.252e-01   32  1.489e+01    u   1.312 
 0.695096  0.000011  OHXX72PP1103   7   1   3  21687.545  1.326e-01  1.252e-01   32  1.496e+01    x   1.317 
 0.695390  0.000083  OHXX50PP2218   5   2  18  21187.177  8.320e-03  7.085e-03  144  5.771e-02    u  -2.872 
 0.697185  0.000003  OHXX72PP2204   7   2   4  21885.710  1.476e-01  1.415e-01   32  4.035e+00    x  -0.115 
 0.697185  0.000003  OHXX72PP2204   7   2   4  21885.710  1.476e-01  1.416e-01   32  3.993e+00    u  -0.126 
 0.698034  0.000016  OHXX72PP1104   7   1   4  21801.658  1.400e-01  1.342e-01   40  8.601e+00    x   0.471 
 0.698034  0.000016  OHXX72PP1104   7   1   4  21801.658  1.400e-01  1.342e-01   40  8.712e+00    u   0.484 
 0.699152  0.000036  OHXX72RR1114   7   1  14  24338.319  3.142e-02  2.288e-02  120  7.412e-02    u  -3.612 
 0.699899  0.000049  OHXX61PP2213   6   2  13  21555.026  4.939e-02  6.098e-02  104  1.938e-01    u  -3.488 
 0.700213  0.000074  OHXX61PP1113   6   1  13  21518.635  4.923e-02  6.858e-02  112  2.704e-01    u  -3.346 
 0.700579  0.000007  OHXX72PP2205   7   2   5  22015.768  1.510e-01  1.468e-01   40  2.186e+00    x  -0.988 
 0.700579  0.000007  OHXX72PP2205   7   2   5  22015.768  1.510e-01  1.469e-01   40  2.241e+00    u  -0.964 
 0.701335  0.000021  OHXX72PP1105   7   1   5  21941.572  1.460e-01  1.420e-01   48  4.358e+00    x  -0.447 
 0.701335  0.000021  OHXX72PP1105   7   1   5  21941.572  1.460e-01  1.421e-01   48  4.361e+00    u  -0.447 
 0.704330  0.000011  OHXX72PP2206   7   2   6  22173.507  1.547e-01  1.527e-01   48  1.234e+00    x  -1.782 
 0.704330  0.000011  OHXX72PP2206   7   2   6  22173.507  1.547e-01  1.527e-01   48  1.194e+00    u  -1.815 
 0.705006  0.000027  OHXX72PP1106   7   1   6  22107.306  1.512e-01  1.645e-01   56  2.210e+00    u  -1.427 
 0.706208  0.000056  OHXX61PP2214   6   2  14  21936.628  5.083e-02  1.434e-01  112  3.415e-01    u  -3.851 
 0.706504  0.000083  OHXX61PP1114   6   1  14  21902.264  5.069e-02  6.624e-02  120  2.068e-01    u  -3.649 
 0.709055  0.000033  OHXX72PP1107   7   1   7  22298.785  1.560e-01  1.624e-01   64  1.224e+00    u  -2.139 
 0.712941  0.000021  OHXX72PP2208   7   2   8  22570.107  1.622e-01  1.649e-01   64  6.453e-01    x  -2.795 
 0.712941  0.000021  OHXX72PP2208   7   2   8  22570.107  1.622e-01  1.650e-01   64  6.760e-01    u  -2.749 
 0.712942  0.000064  OHXX61PP2215   6   2  15  22342.724  5.229e-02  7.022e-02  120  1.438e-01    u  -4.070 
 0.713222  0.000093  OHXX61PP1115   6   1  15  22310.131  5.216e-02  7.543e-02  128  2.050e-01    u  -3.852 
 0.713492  0.000040  OHXX72PP1108   7   1   8  22515.851  1.604e-01  1.630e-01   72  7.967e-01    x  -2.690 
 0.713492  0.000040  OHXX72PP1108   7   1   8  22515.851  1.604e-01  1.631e-01   72  9.201e-01    u  -2.546 
 0.717824  0.000026  OHXX72PP2209   7   2   9  22808.020  1.659e-01  1.712e-01   72  5.631e-01    u  -3.086 
 0.718327  0.000047  OHXX72PP1109   7   1   9  22758.273  1.644e-01  1.621e-01   80  8.013e-01    u  -2.784 
 0.720385  0.000104  OHXX61PP1116   6   1  16  22741.650  5.363e-02  7.541e-02  136  2.435e-01    u  -3.741 
 0.723108  0.000032  OHXX72PP2210   7   2  10  23071.701  1.692e-01  1.773e-01   80  5.803e-01    u  -3.196 
 0.723570  0.000055  OHXX72PP1110   7   1  10  23025.754  1.680e-01  1.760e-01   88  8.186e-01    u  -2.940 
 0.724078  0.000001  OHXX83RR1104   8   1   4  24201.656  1.713e-01  1.631e-01   40  1.075e+01    u   0.499 
 0.724218  0.000001  OHXX83RR1103   8   1   3  24093.457  1.626e-01  1.566e-01   32  1.777e+01    u   1.266 
 0.724285  0.000001  OHXX83RR1105   8   1   5  24334.235  1.701e-01  1.600e-01   48  5.291e+00    u  -0.372 
 0.724340  0.000003  OHXX83RR2204   8   2   4  24287.321  1.845e-01  1.756e-01   32  4.985e+00    u  -0.120 
 0.724393  0.000004  OHXX83RR2205   8   2   5  24410.121  1.789e-01  1.683e-01   40  2.781e+00    u  -0.884 
 0.725513  0.000000  OHXX83RR2202   8   2   2  24122.042  1.618e-01  1.577e-01   16  6.385e+00    x   0.929 
 0.725513  0.000000  OHXX83RR2202   8   2   2  24122.042  1.618e-01  1.577e-01   16  7.108e+00    u   1.036 
 0.725728  0.000003  OHXX83RR2207   8   2   7  24733.739  1.603e-01  1.472e-01   56  8.873e-01    u  -2.229 
 0.725789  0.000005  OHXX83RR1107   8   1   7  24672.423  1.558e-01  1.431e-01   64  1.264e+00    u  -1.981 
 0.727003  0.000001  OHXX83RR2208   8   2   8  24933.622  1.495e-01  1.357e-01   64  5.723e-01    u  -2.720 
 0.727108  0.000009  OHXX83RR1108   8   1   8  24877.768  1.461e-01  1.326e-01   72  7.856e-01    u  -2.498 
 0.727711  0.000006  OHXX83QQ2201   8   2   1  24080.396  1.791e-01  1.732e-01    8  5.471e+00    u   1.374 
 0.727841  0.000002  OHXX83QQ1101   8   1   1  23949.831  3.126e-01  3.023e-01   16  4.595e+01    u   2.251 
 0.727841  0.000002  OHXX83QQ1101   8   1   1  23949.831  3.126e-01  3.023e-01   16  4.739e+01    x   2.282 
 0.728014  0.000116  OHXX61PP1117   6   1  17  23196.195  5.510e-02  8.121e-02  144  2.104e-01    u  -4.018 
 0.728357  0.000010  OHXX83QQ2202   8   2   2  24122.042  3.891e-02  3.257e-02   16  1.421e+00    u   1.003 
 0.728357  0.000010  OHXX83QQ2202   8   2   2  24122.042  3.891e-02  3.257e-02   16  1.406e+00    x   0.992 
 0.728645  0.000007  OHXX83QQ1102   8   1   2  24009.563  1.284e-01  1.075e-01   24  1.786e+01    x   1.935 
 0.728645  0.000007  OHXX83QQ1102   8   1   2  24009.563  1.284e-01  1.075e-01   24  1.732e+01    u   1.904 
 0.728684  0.000001  OHXX83RR2209   8   2   9  25158.257  1.383e-01  1.241e-01   72  5.112e-01    u  -2.861 
 0.729237  0.000063  OHXX72PP1111   7   1  11  23317.935  1.714e-01  1.821e-01   96  7.691e-01    u  -3.124 
 0.729421  0.000011  OHXX83QQ2203   8   2   3  24191.146  1.867e-02  1.352e-02   24  4.844e-01    u   0.401 
 0.729795  0.000015  OHXX83QQ1103   8   1   3  24093.457  6.802e-02  4.927e-02   32  5.810e+00    x   1.304 
 0.729795  0.000015  OHXX83QQ1103   8   1   3  24093.457  6.802e-02  4.927e-02   32  5.838e+00    u   1.309 
 0.730573  0.000004  OHXX83PP2201   8   2   1  24080.396  3.759e-01  3.831e-01    8  1.095e+01    x   1.273 
 0.730573  0.000004  OHXX83PP2201   8   2   1  24080.396  3.759e-01  3.831e-01    8  1.137e+01    u   1.311 
 0.730775  0.000004  OHXX83RR2210   8   2  10  25407.157  1.271e-01  1.126e-01   80  2.719e-01    u  -3.500 
 0.731307  0.000028  OHXX83QQ1104   8   1   4  24201.656  4.124e-02  2.585e-02   40  1.719e+00    u   0.508 
 0.731307  0.000028  OHXX83QQ1104   8   1   4  24201.656  4.124e-02  2.585e-02   40  1.314e+00    x   0.239 
 0.731830  0.000004  OHXX83PP1101   8   1   1  23949.831  2.383e-01  2.428e-01   16  3.824e+01    x   2.287 
 0.731830  0.000004  OHXX83PP1101   8   1   1  23949.831  2.383e-01  2.428e-01   16  3.810e+01    u   2.283 
 0.732770  0.000002  OHXX83QQ2205   8   2   5  24410.121  8.375e-03  4.544e-03   40  4.898e-02    u  -1.311 
 0.733117  0.000003  OHXX83PP2202   8   2   2  24122.042  3.538e-01  3.649e-01   16  1.609e+01    u   1.014 
 0.733117  0.000003  OHXX83PP2202   8   2   2  24122.042  3.538e-01  3.649e-01   16  1.668e+01    x   1.050 
 0.733193  0.000044  OHXX83QQ1105   8   1   5  24334.235  2.727e-02  1.367e-02   48  4.080e-01    u  -0.475 
 0.733451  0.000024  OHXX83RR1111   8   1  11  25635.708  1.143e-01  1.001e-01   96  3.305e-01    u  -3.370 
 0.734291  0.000007  OHXX83PP1102   8   1   2  24009.563  2.942e-01  3.034e-01   24  4.640e+01    u   1.852 
 0.734291  0.000007  OHXX83PP1102   8   1   2  24009.563  2.942e-01  3.034e-01   24  4.635e+01    x   1.851 
 0.734941  0.000046  OHXX72PP2212   7   2  12  23674.354  1.752e-01  1.889e-01   96  5.582e-01    u  -3.481 
 0.735464  0.000064  OHXX83QQ1106   8   1   6  24491.188  1.919e-02  1.682e-02   56  1.946e-01    u  -1.577 
 0.736069  0.000000  OHXX83PP2203   8   2   3  24191.146  3.516e-01  3.669e-01   24  1.493e+01    u   0.528 
 0.736069  0.000000  OHXX83PP2203   8   2   3  24191.146  3.516e-01  3.669e-01   24  1.493e+01    x   0.528 
 0.736131  0.000128  OHXX61PP1118   6   1  18  23673.103  5.654e-02  6.150e-02  152  1.941e-01    u  -3.874 
 0.736397  0.000030  OHXX83RR1112   8   1  12  25934.429  1.037e-01  8.969e-02  104  2.154e-01    u  -3.768 
 0.737140  0.000012  OHXX83PP1103   8   1   3  24093.457  3.199e-01  3.338e-01   32  3.651e+01    u   1.229 
 0.737140  0.000012  OHXX83PP1103   8   1   3  24093.457  3.199e-01  3.338e-01   32  3.634e+01    x   1.224 
 0.739423  0.000003  OHXX83PP2204   8   2   4  24287.321  3.556e-01  3.755e-01   32  1.047e+01    u  -0.138 
 0.739423  0.000003  OHXX83PP2204   8   2   4  24287.321  3.556e-01  3.755e-01   32  1.047e+01    x  -0.138 
 0.739781  0.000037  OHXX83RR1113   8   1  13  26255.435  9.330e-02  7.977e-02  112  1.580e-01    u  -4.035 
 0.740390  0.000017  OHXX83PP1104   8   1   4  24201.656  3.367e-01  3.555e-01   40  2.250e+01    x   0.459 
 0.740390  0.000017  OHXX83PP1104   8   1   4  24201.656  3.367e-01  3.555e-01   40  2.282e+01    u   0.473 
 0.741525  0.000054  OHXX72PP2213   7   2  13  24012.259  1.776e-01  1.888e-01  104  4.726e-01    u  -3.727 
 0.741901  0.000083  OHXX72PP1113   7   1  13  23974.704  1.769e-01  1.936e-01  112  6.552e-01    u  -3.499 
 0.743183  0.000007  OHXX83PP2205   8   2   5  24410.121  3.622e-01  3.870e-01   40  6.142e+00    x  -0.925 
 0.743183  0.000007  OHXX83PP2205   8   2   5  24410.121  3.622e-01  3.870e-01   40  6.252e+00    u  -0.907 
 0.743438  0.000022  OHXX83RR2214   8   2  14  26634.879  8.418e-02  7.113e-02  112  5.451e-02    u  -4.985 
 0.743619  0.000046  OHXX83RR1114   8   1  14  26598.196  8.330e-02  8.725e-02  120  7.234e-02    u  -4.975 
 0.744052  0.000023  OHXX83PP1105   8   1   5  24334.235  3.499e-01  3.739e-01   48  1.198e+01    u  -0.404 
 0.744052  0.000023  OHXX83PP1105   8   1   5  24334.235  3.499e-01  3.739e-01   48  1.201e+01    x  -0.401 
 0.744761  0.000142  OHXX61PP1119   6   1  19  24171.669  5.793e-02  8.836e-02  160  1.278e-01    u  -4.706 
 0.746329  0.000003  OHXX40RR1106   4   1   6  13943.122  2.296e-02  2.453e-02   56  4.438e-01    u  -1.130 
 0.746520  0.000002  OHXX40RR1107   4   1   7  14163.855  2.170e-02  2.295e-02   64  1.974e-01    u  -2.007 
 0.746582  0.000005  OHXX40RR2207   4   2   7  14219.052  2.223e-02  2.350e-02   56  1.277e-01    u  -2.333 
 0.746693  0.000004  OHXX40RR2205   4   2   5  13821.765  2.494e-02  2.692e-02   40  7.373e-01    u  -0.379 
 0.746867  0.000004  OHXX40RR1104   4   1   4  13591.426  2.411e-02  2.629e-02   40  3.731e+00    x   1.266 
 0.746867  0.000004  OHXX40RR1104   4   1   4  13591.426  2.411e-02  2.629e-02   40  3.731e+00    u   1.266 
 0.747277  0.000003  OHXX40RR2204   4   2   4  13670.835  2.576e-02  2.809e-02   32  1.746e+00    u   0.664 
 0.747353  0.000011  OHXX83PP2206   8   2   6  24559.083  3.698e-01  3.999e-01   48  3.456e+00    u  -1.715 
 0.747574  0.000004  OHXX40RR1103   4   1   3  13460.434  2.295e-02  2.528e-02   32  7.516e+00    u   2.229 
 0.747574  0.000004  OHXX40RR1103   4   1   3  13460.434  2.295e-02  2.528e-02   32  7.364e+00    x   2.209 
 0.748137  0.000029  OHXX83PP1106   8   1   6  24491.188  3.613e-01  3.907e-01   56  6.072e+00    u  -1.282 
 0.748231  0.000001  OHXX40RR2203   4   2   3  13552.475  2.563e-02  2.824e-02   24  3.150e+00    u   1.536 
 0.748554  0.000003  OHXX40RR1102   4   1   2  13359.125  1.816e-02  2.021e-02   24  9.644e+00    u   2.990 
 0.748554  0.000003  OHXX40RR1102   4   1   2  13359.125  1.816e-02  2.021e-02   24  9.780e+00    x   3.004 
 0.748580  0.000063  OHXX72PP2214   7   2  14  24373.794  1.797e-01  1.996e-01  112  3.519e-01    u  -4.152 
 0.748935  0.000094  OHXX72PP1114   7   1  14  24338.319  1.791e-01  2.665e-01  120  5.586e-01    u  -4.047 
 0.748964  0.000002  OHXX40RR2210   4   2  10  15045.866  1.738e-02  1.782e-02   80  7.494e-02    u  -2.946 
 0.749573  0.000002  OHXX40RR2202   4   2   2  13467.295  2.267e-02  2.523e-02   16  3.309e+00    x   2.104 
 0.749573  0.000002  OHXX40RR2202   4   2   2  13467.295  2.267e-02  2.523e-02   16  3.547e+00    u   2.173 
 0.750434  0.000000  OHXX40RR2211   4   2  11  15381.064  1.575e-02  1.599e-02   88  9.917e-02    u  -2.652 
 0.750492  0.000008  OHXX40RR1111   4   1  11  15341.944  1.557e-02  1.581e-02   96  1.021e-01    u  -2.699 
 0.751944  0.000016  OHXX83PP2207   8   2   7  24733.739  3.777e-01  4.134e-01   56  2.347e+00    x  -2.289 
 0.751944  0.000016  OHXX83PP2207   8   2   7  24733.739  3.777e-01  4.134e-01   56  2.200e+00    u  -2.353 
 0.752246  0.000003  OHXX40RR2212   4   2  12  15745.211  1.415e-02  1.422e-02   96  8.139e-02    u  -2.820 
 0.752314  0.000012  OHXX40RR1112   4   1  12  15708.667  1.401e-02  1.408e-02  104  8.950e-02    u  -2.795 
 0.752473  0.000008  OHXX40QQ2201   4   2   1  13415.884  2.537e-02  2.791e-02    8  2.759e+00    u   2.515 
 0.752606  0.000003  OHXX40QQ1101   4   1   1  13287.184  4.396e-02  4.835e-02   16  2.750e+01    u   3.571 
 0.752606  0.000003  OHXX40QQ1101   4   1   1  13287.184  4.396e-02  4.835e-02   16  2.880e+01    x   3.617 
 0.752655  0.000037  OHXX83PP1107   8   1   7  24672.423  3.716e-01  9.166e-01   64  7.770e+00    u  -2.022 
 0.753031  0.000014  OHXX40QQ2202   4   2   2  13467.295  5.641e-03  5.421e-03   16  7.504e-01    u   2.158 
 0.753279  0.000010  OHXX40QQ1102   4   1   2  13359.125  1.790e-02  1.720e-02   24  8.417e+00    x   3.015 
 0.753279  0.000010  OHXX40QQ1102   4   1   2  13359.125  1.790e-02  1.720e-02   24  8.659e+00    u   3.043 
 0.753945  0.000015  OHXX40QQ2203   4   2   3  13552.475  2.771e-03  2.326e-03   24  2.890e-01    u   1.644 
 0.754246  0.000022  OHXX40QQ1103   4   1   3  13460.434  9.403e-03  7.894e-03   32  2.506e+00    u   2.295 
 0.754246  0.000022  OHXX40QQ1103   4   1   3  13460.434  9.403e-03  7.894e-03   32  2.470e+00    x   2.280 
 0.754480  0.000017  OHXX40RR1113   4   1  13  16103.439  1.249e-02  1.243e-02  112  9.298e-02    u  -2.706 
 0.755203  0.000010  OHXX40QQ2204   4   2   4  13670.835  1.767e-03  1.296e-03   32  7.360e-02    u   0.573 
 0.755520  0.000040  OHXX40QQ1104   4   1   4  13591.426  5.666e-03  4.156e-03   40  6.000e-01    u   1.284 
 0.755957  0.000004  OHXX40PP2201   4   2   1  13415.884  5.317e-02  6.150e-02    8  6.446e+00    x   2.573 
 0.755957  0.000004  OHXX40PP2201   4   2   1  13415.884  5.317e-02  6.150e-02    8  6.089e+00    u   2.516 
 0.756465  0.000106  OHXX72PP1115   7   1  15  24724.697  1.809e-01  2.039e-01  128  3.536e-01    u  -4.302 
 0.756970  0.000022  OHXX83PP2208   8   2   8  24933.622  3.857e-01  4.272e-01   64  1.555e+00    u  -2.867 
 0.756970  0.000022  OHXX83PP2208   8   2   8  24933.622  3.857e-01  4.272e-01   64  1.902e+00    x  -2.665 
 0.757112  0.000062  OHXX40QQ1105   4   1   5  13752.298  3.732e-03  2.391e-03   48  1.331e-01    u   0.148 
 0.757383  0.000005  OHXX40PP1101   4   1   1  13287.184  3.400e-02  3.933e-02   16  2.154e+01    x   3.533 
 0.757383  0.000005  OHXX40PP1101   4   1   1  13287.184  3.400e-02  3.933e-02   16  2.106e+01    u   3.510 
 0.757619  0.000044  OHXX83PP1108   8   1   8  24877.768  3.810e-01  4.220e-01   72  2.379e+00    u  -2.547 
 0.758818  0.000002  OHXX40PP2202   4   2   2  13467.295  5.025e-02  5.872e-02   16  9.249e+00    x   2.287 
 0.758818  0.000002  OHXX40PP2202   4   2   2  13467.295  5.025e-02  5.872e-02   16  7.863e+00    u   2.125 
 0.760053  0.000009  OHXX40PP1102   4   1   2  13359.125  4.205e-02  4.913e-02   24  2.378e+01    u   3.004 
 0.762015  0.000002  OHXX40PP2203   4   2   3  13552.475  5.011e-02  5.915e-02   24  8.681e+00    x   1.811 
 0.762015  0.000002  OHXX40PP2203   4   2   3  13552.475  5.011e-02  5.915e-02   24  6.303e+00    u   1.491 
 0.762445  0.000028  OHXX83PP2209   8   2   9  25158.257  3.935e-01  4.428e-01   72  1.314e+00    u  -3.189 
 0.763041  0.000053  OHXX83PP1109   8   1   9  25106.980  3.899e-01  1.298e+00   80  5.515e+00    u  -2.935 
 0.763072  0.000014  OHXX40PP1103   4   1   3  13460.434  4.578e-02  5.405e-02   32  1.653e+01    u   2.257 
 0.765542  0.000005  OHXX40PP2204   4   2   4  13670.835  5.081e-02  6.059e-02   32  3.756e+00    u   0.661 
 0.765542  0.000005  OHXX40PP2204   4   2   4  13670.835  5.081e-02  6.059e-02   32  4.321e+00    x   0.801 
 0.766447  0.000019  OHXX40PP1104   4   1   4  13591.426  4.823e-02  5.752e-02   40  7.942e+00    u   1.239 
 0.766447  0.000019  OHXX40PP1104   4   1   4  13591.426  4.823e-02  5.752e-02   40  8.915e+00    x   1.354 
 0.766632  0.000023  OHXX40RR2217   4   2  17  17980.366  7.167e-03  5.525e-03  136  4.081e-02    u  -2.913 
 0.768387  0.000035  OHXX83PP2210   8   2  10  25407.157  4.012e-01  4.550e-01   80  1.105e+00    x  -3.495 
 0.768387  0.000035  OHXX83PP2210   8   2  10  25407.157  4.012e-01  4.550e-01   80  1.098e+00    u  -3.501 
 0.769403  0.000010  OHXX40PP2205   4   2   5  13821.765  5.183e-02  6.244e-02   40  2.461e+00    x  -0.015 
 0.770182  0.000024  OHXX40PP1105   4   1   5  13752.298  5.015e-02  6.042e-02   48  4.395e+00    x   0.416 
 0.770182  0.000024  OHXX40PP1105   4   1   5  13752.298  5.015e-02  6.042e-02   48  3.426e+00    u   0.167 
 0.771433  0.000000  OHXX94RR1104   9   1   4  26423.317  3.895e-01  3.733e-01   40  1.635e+01    u   0.091 
 0.771474  0.000001  OHXX94RR1103   9   1   3  26321.325  3.672e-01  3.550e-01   32  2.597e+01    u   0.827 
 0.771717  0.000004  OHXX94RR2204   9   2   4  26510.589  4.191e-01  4.017e-01   32  7.390e+00    u  -0.554 
 0.771797  0.000002  OHXX94RR1105   9   1   5  26548.200  3.896e-01  3.702e-01   48  8.334e+00    u  -0.757 
 0.772017  0.000002  OHXX94RR2203   9   2   3  26420.370  4.135e-01  3.997e-01   24  1.045e+01    u   0.086 
 0.772801  0.000093  OHXX72PP2217   7   2  17  25593.938  1.839e-01  2.106e-01  136  2.694e-01    u  -4.666 
 0.772817  0.000000  OHXX94RR2202   9   2   2  26355.564  3.628e-01  3.538e-01   16  9.774e+00    u   0.546 
 0.772817  0.000000  OHXX94RR2202   9   2   2  26355.564  3.628e-01  3.538e-01   16  1.023e+01    x   0.592 
 0.773111  0.000133  OHXX72PP1117   7   1  17  25563.300  1.834e-01  4.786e-01  144  6.534e-01    u  -4.659 
 0.773605  0.000014  OHXX40PP2206   4   2   6  14004.683  5.296e-02  6.446e-02   48  9.415e-01    u  -1.190 
 0.773707  0.000003  OHXX94RR2207   9   2   7  26929.469  3.733e-01  3.486e-01   56  1.258e+00    u  -2.742 
 0.773796  0.000008  OHXX94RR1107   9   1   7  26866.418  3.630e-01  3.390e-01   64  1.716e+00    u  -2.537 
 0.774282  0.000030  OHXX40PP1106   4   1   6  13943.122  5.179e-02  6.304e-02   56  1.149e+00    u  -1.123 
 0.774282  0.000030  OHXX40PP1106   4   1   6  13943.122  5.179e-02  6.304e-02   56  1.248e+00    x  -1.040 
 0.774814  0.000043  OHXX83PP2211   8   2  11  25679.816  4.086e-01  4.690e-01   88  9.614e-01    u  -3.760 
 0.775156  0.000006  OHXX94QQ2201   9   2   1  26316.519  3.976e-01  3.818e-01    8  7.153e+00    u   0.851 
 0.775277  0.000002  OHXX94QQ1101   9   1   1  26185.799  6.958e-01  6.683e-01   16  6.311e+01    u   1.775 
 0.775277  0.000002  OHXX94QQ1101   9   1   1  26185.799  6.958e-01  6.683e-01   16  6.719e+01    x   1.838 
 0.775318  0.000001  OHXX94RR2208   9   2   8  27116.991  3.513e-01  3.253e-01   64  6.234e-01    u  -3.508 
 0.775327  0.000072  OHXX83PP1111   8   1  11  25635.708  4.062e-01  4.423e-01   96  1.283e+00    u  -3.499 
 0.775459  0.000013  OHXX94RR1108   9   1   8  27059.446  3.435e-01  3.180e-01   72  8.674e-01    u  -3.273 
