# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference intensities for atomic lines (consistent with corresponding
# lines in palace_lines.fits)
# 
# Column names:
# lam: vacuum wavelength in µm (NIST)
# trans: atmospheric transmission for standard conditions at Cerro Paranal
#        (noll+12), PWV = 2.5 mm, and zenith
# fH2O: fraction of H2O with respect to optical depth (based on transmission
#       spectra with PWV = 1 and 5 mm)
# I: reference intensity in R
# ID: 12 characters describing upper and lower states (NIST):
#     1-2: chemical species
#     3-4: last subshell of configuration of upper state
#     5-6: term of upper state
#     7-8: last subshell of configuration of lower state
#     9-10: term of lower state
#     11: quantum number J of upper state multiplied by 2 (O: 1)
#     12: quantum number J of lower state multiplied by 2 (O: 1)
# chem: chemical species (Na, K, O, N, or H)
# M: molar mass in kg/mol
# Tkin: kinetic temperature in K for Doppler broadening of line
# hlay: height of emission layer in km (H: -1)
# src: 4-digit binary code for source of intensity I:
#      1: I based on X-shooter data (partly noll+23)? 1 = yes, 0 = no
#      2: I based on UVES data from noll+20? 1 = yes, 0 = no
#      3: I based on other data (cosby+06, oliva+15)? 1 = yes, 0 = no
#      4: I based on model (= 1) or direct measurement (= 0)?
# class: label of variability class
# 
# References:
# NIST: https://physics.nist.gov/asd
# noll+12: https://doi.org/10.1051/0004-6361/201219040
# noll+19: https://doi.org/10.1029/2018JD030044 (only K lines)
# 
       lam   trans   fH2O          I            ID  chem      M    Tkin   hlay   src  class 
 1.0678593  0.9872  0.000  1.131e-03  O_6f5F3d5D34     O  0.016  1000.0  300.0  1001    Orc 
 1.0678593  0.9872  0.000  1.694e-02  O_6f5F3d5D44     O  0.016  1000.0  300.0  1001    Orc 
 1.0678593  0.9872  0.000  1.242e-01  O_6f5F3d5D54     O  0.016  1000.0  300.0  1001    Orc 
 1.0678691  0.9891  0.000  2.261e-03  O_6f5F3d5D23     O  0.016  1000.0  300.0  1001    Orc 
 1.0678691  0.9891  0.000  8.492e-02  O_6f5F3d5D43     O  0.016  1000.0  300.0  1001    Orc 
 1.0678691  0.9891  0.000  2.375e-02  O_6f5F3d5D33     O  0.016  1000.0  300.0  1001    Orc 
 1.0678831  0.9906  0.000  5.438e-02  O_6f5F3d5D32     O  0.016  1000.0  300.0  1001    Orc 
 1.0678831  0.9906  0.000  2.259e-03  O_6f5F3d5D12     O  0.016  1000.0  300.0  1001    Orc 
 1.0678831  0.9906  0.000  2.261e-02  O_6f5F3d5D22     O  0.016  1000.0  300.0  1001    Orc 
 1.0678948  0.9907  0.000  3.169e-02  O_6f5F3d5D21     O  0.016  1000.0  300.0  1001    Orc 
 1.0678948  0.9907  0.000  1.587e-02  O_6f5F3d5D11     O  0.016  1000.0  300.0  1001    Orc 
 1.0679004  0.9907  0.000  1.587e-02  O_6f5F3d5D10     O  0.016  1000.0  300.0  1001    Orc 
 1.0756363  0.9976  0.004  2.118e-01  O_6f3F3d3D21     O  0.016  1000.0  300.0  1001    Orc 
 1.0756444  0.9976  0.004  3.936e-02  O_6f3F3d3D22     O  0.016  1000.0  300.0  1001    Orc 
 1.0756444  0.9976  0.004  3.136e-01  O_6f3F3d3D32     O  0.016  1000.0  300.0  1001    Orc 
 1.0756548  0.9976  0.004  1.109e-03  O_6f3F3d3D23     O  0.016  1000.0  300.0  1001    Orc 
 1.0756548  0.9976  0.004  3.943e-02  O_6f3F3d3D33     O  0.016  1000.0  300.0  1001    Orc 
 1.0756548  0.9976  0.004  4.550e-01  O_6f3F3d3D43     O  0.016  1000.0  300.0  1001    Orc 
 1.1094930  0.9935  1.000  1.913e-03  O_8d5D4p5P01     O  0.016  1000.0  300.0  1001    Orc 
 1.1094933  0.9934  1.000  4.298e-03  O_8d5D4p5P11     O  0.016  1000.0  300.0  1001    Orc 
 1.1094941  0.9930  1.000  3.332e-03  O_8d5D4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.1095762  0.9960  1.000  1.433e-03  O_8d5D4p5P12     O  0.016  1000.0  300.0  1001    Orc 
 1.1095769  0.9961  1.000  5.564e-03  O_8d5D4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.1095779  0.9962  1.000  8.909e-03  O_8d5D4p5P32     O  0.016  1000.0  300.0  1001    Orc 
 1.1097242  0.9958  1.000  6.364e-04  O_8d5D4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.1097252  0.9956  1.000  4.455e-03  O_8d5D4p5P33     O  0.016  1000.0  300.0  1001    Orc 
 1.1097258  0.9955  1.000  1.721e-02  O_8d5D4p5P43     O  0.016  1000.0  300.0  1001    Orc 
 1.1289407  0.6623  1.000  1.386e+00  O_3d3D3p3P21     O  0.016  1000.0  300.0  1001    Orc 
 1.1289496  0.5568  1.000  4.625e-01  O_3d3D3p3P11     O  0.016  1000.0  300.0  1001    Orc 
 1.1290005  0.0030  0.685  2.585e+00  O_3d3D3p3P32     O  0.016  1000.0  300.0  1001    Orc 
 1.1290120  0.1184  0.911  4.625e-01  O_3d3D3p3P22     O  0.016  1000.0  300.0  1001    Orc 
 1.1290209  0.3151  0.976  3.083e-02  O_3d3D3p3P12     O  0.016  1000.0  300.0  1001    Orc 
 1.1290409  0.6014  1.000  6.166e-01  O_3d3D3p3P10     O  0.016  1000.0  300.0  1001    Orc 
 1.1298195  0.4765  1.000  5.408e-01  O_4s5S3p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.1300776  0.8990  1.000  9.013e-01  O_4s5S3p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.1305472  0.9688  1.000  1.266e+00  O_4s5S3p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.1791702  0.9992  1.000  3.082e-03  O_7d5D4p5P01     O  0.016  1000.0  300.0  1001    Orc 
 1.1791708  0.9992  1.000  6.943e-03  O_7d5D4p5P11     O  0.016  1000.0  300.0  1001    Orc 
 1.1791720  0.9992  1.000  5.409e-03  O_7d5D4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.1792643  0.9902  1.000  2.321e-03  O_7d5D4p5P12     O  0.016  1000.0  300.0  1001    Orc 
 1.1792656  0.9906  1.000  8.983e-03  O_7d5D4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.1792671  0.9913  1.000  1.437e-02  O_7d5D4p5P32     O  0.016  1000.0  300.0  1001    Orc 
 1.1794319  0.9957  1.000  1.026e-03  O_7d5D4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.1794335  0.9955  0.947  7.206e-03  O_7d5D4p5P33     O  0.016  1000.0  300.0  1001    Orc 
 1.1794346  0.9954  0.912  2.773e-02  O_7d5D4p5P43     O  0.016  1000.0  300.0  1001    Orc 
 1.1871334  0.9790  0.976  1.596e-04  O_6p3P3d3D21     O  0.016  1000.0  300.0  1001    Orc 
 1.1871334  0.9790  0.976  3.192e-03  O_6p3P3d3D01     O  0.016  1000.0  300.0  1001    Orc 
 1.1871334  0.9790  0.976  2.394e-03  O_6p3P3d3D11     O  0.016  1000.0  300.0  1001    Orc 
 1.1871433  0.9917  0.838  7.182e-03  O_6p3P3d3D12     O  0.016  1000.0  300.0  1001    Orc 
 1.1871433  0.9917  0.838  2.398e-03  O_6p3P3d3D22     O  0.016  1000.0  300.0  1001    Orc 
 1.1871560  0.9957  0.966  1.339e-02  O_6p3P3d3D23     O  0.016  1000.0  300.0  1001    Orc 
 1.1949964  0.9967  0.989  5.780e-03  O_6p5P3d5D34     O  0.016  1000.0  300.0  1001    Orc 
 1.1950087  0.9962  0.943  1.497e-03  O_6p5P3d5D33     O  0.016  1000.0  300.0  1001    Orc 
 1.1950263  0.9943  0.952  2.136e-04  O_6p5P3d5D32     O  0.016  1000.0  300.0  1001    Orc 
 1.1950460  0.9885  0.978  3.000e-03  O_6p5P3d5D23     O  0.016  1000.0  300.0  1001    Orc 
 1.1950635  0.9684  0.994  1.869e-03  O_6p5P3d5D22     O  0.016  1000.0  300.0  1001    Orc 
 1.1950782  0.8752  0.982  4.821e-04  O_6p5P3d5D21     O  0.016  1000.0  300.0  1001    Orc 
 1.1950869  0.8330  0.983  1.122e-03  O_6p5P3d5D12     O  0.016  1000.0  300.0  1001    Orc 
 1.1951017  0.9452  0.994  1.443e-03  O_6p5P3d5D11     O  0.016  1000.0  300.0  1001    Orc 
 1.1951087  0.9550  0.996  6.416e-04  O_6p5P3d5D10     O  0.016  1000.0  300.0  1001    Orc 
 1.1971649  0.9990  0.774  3.935e-03  O_8s5S4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.1972614  0.9544  0.990  6.538e-03  O_8s5S4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.1974328  0.9973  0.897  9.172e-03  O_8s5S4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.2270115  0.9853  0.515  7.673e-02  O_5p5P4s5S32     O  0.016  1000.0  300.0  1001    Orc 
 1.2270868  0.9833  0.601  5.481e-02  O_5p5P4s5S22     O  0.016  1000.0  300.0  1001    Orc 
 1.2271405  0.9833  0.673  3.288e-02  O_5p5P4s5S12     O  0.016  1000.0  300.0  1001    Orc 
 1.2467250  0.9905  0.003  2.892e-03  O_5f5F3d5D34     O  0.016  1000.0  300.0  1001    Orc 
 1.2467250  0.9905  0.003  3.179e-01  O_5f5F3d5D54     O  0.016  1000.0  300.0  1001    Orc 
 1.2467250  0.9905  0.003  4.337e-02  O_5f5F3d5D44     O  0.016  1000.0  300.0  1001    Orc 
 1.2467384  0.9912  0.002  2.171e-01  O_5f5F3d5D43     O  0.016  1000.0  300.0  1001    Orc 
 1.2467384  0.9912  0.002  6.077e-02  O_5f5F3d5D33     O  0.016  1000.0  300.0  1001    Orc 
 1.2467384  0.9912  0.002  5.769e-03  O_5f5F3d5D23     O  0.016  1000.0  300.0  1001    Orc 
 1.2467575  0.9915  0.001  1.391e-01  O_5f5F3d5D32     O  0.016  1000.0  300.0  1001    Orc 
 1.2467575  0.9915  0.001  5.769e-02  O_5f5F3d5D22     O  0.016  1000.0  300.0  1001    Orc 
 1.2467575  0.9915  0.001  5.786e-03  O_5f5F3d5D12     O  0.016  1000.0  300.0  1001    Orc 
 1.2467735  0.9915  0.001  4.056e-02  O_5f5F3d5D11     O  0.016  1000.0  300.0  1001    Orc 
 1.2467735  0.9915  0.001  8.099e-02  O_5f5F3d5D21     O  0.016  1000.0  300.0  1001    Orc 
 1.2467811  0.9915  0.001  4.056e-02  O_5f5F3d5D10     O  0.016  1000.0  300.0  1001    Orc 
 1.2573324  0.9793  0.000  5.445e-01  O_5f3F3d3D21     O  0.016  1000.0  300.0  1001    Orc 
 1.2573435  0.9789  0.000  8.056e-01  O_5f3F3d3D32     O  0.016  1000.0  300.0  1001    Orc 
 1.2573435  0.9789  0.000  1.011e-01  O_5f3F3d3D22     O  0.016  1000.0  300.0  1001    Orc 
 1.2573577  0.9783  0.000  1.011e-01  O_5f3F3d3D33     O  0.016  1000.0  300.0  1001    Orc 
 1.2573577  0.9783  0.000  1.166e+00  O_5f3F3d3D43     O  0.016  1000.0  300.0  1001    Orc 
 1.2573577  0.9783  0.000  2.850e-03  O_5f3F3d3D23     O  0.016  1000.0  300.0  1001    Orc 
 1.2655330  0.9616  0.000  2.740e-03  O_7d3D4p3P21     O  0.016  1000.0  300.0  1001    Orc 
 1.2655330  0.9616  0.000  9.107e-04  O_7d3D4p3P11     O  0.016  1000.0  300.0  1001    Orc 
 1.2655460  0.9585  0.000  6.072e-05  O_7d3D4p3P12     O  0.016  1000.0  300.0  1001    Orc 
 1.2655460  0.9585  0.000  5.100e-03  O_7d3D4p3P32     O  0.016  1000.0  300.0  1001    Orc 
 1.2655460  0.9585  0.000  9.107e-04  O_7d3D4p3P22     O  0.016  1000.0  300.0  1001    Orc 
 1.2655876  0.9600  0.000  1.214e-03  O_7d3D4p3P10     O  0.016  1000.0  300.0  1001    Orc 
 1.3057343  0.9973  0.630  5.838e-03  O_6d5D4p5P01     O  0.016  1000.0  300.0  1001    Orc 
 1.3057355  0.9974  0.620  1.314e-02  O_6d5D4p5P11     O  0.016  1000.0  300.0  1001    Orc 
 1.3057377  0.9975  0.604  1.023e-02  O_6d5D4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.3058502  0.9661  0.958  4.374e-03  O_6d5D4p5P12     O  0.016  1000.0  300.0  1001    Orc 
 1.3058525  0.9655  0.960  1.704e-02  O_6d5D4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.3058552  0.9684  0.957  2.726e-02  O_6d5D4p5P32     O  0.016  1000.0  300.0  1001    Orc 
 1.3060564  0.9987  0.445  1.947e-03  O_6d5D4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.3060592  0.9987  0.445  1.361e-02  O_6d5D4p5P33     O  0.016  1000.0  300.0  1001    Orc 
 1.3060610  0.9987  0.446  5.254e-02  O_6d5D4p5P43     O  0.016  1000.0  300.0  1001    Orc 
 1.3080097  0.9884  1.000  8.404e-03  O_5p3P4s3S01     O  0.016  1000.0  300.0  1001    Orc 
 1.3080481  0.9725  1.000  2.521e-02  O_5p3P4s3S11     O  0.016  1000.0  300.0  1001    Orc 
 1.3080583  0.9624  1.000  4.202e-02  O_5p3P4s3S21     O  0.016  1000.0  300.0  1001    Orc 
 1.3167490  0.9913  0.452  4.425e-02  O_4s3S3p3P11     O  0.016  1000.0  300.0  1001    Orc 
 1.3168459  0.9853  1.000  7.375e-02  O_4s3S3p3P12     O  0.016  1000.0  300.0  1001    Orc 
 1.3168731  0.9769  1.000  1.475e-02  O_4s3S3p3P10     O  0.016  1000.0  300.0  1001    Orc 
 1.3418521  0.4860  0.918  7.813e-03  O_7s5S4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.3419733  0.9841  1.000  1.300e-02  O_7s5S4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.3421887  0.9757  0.639  1.818e-02  O_7s5S4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.4114655  0.5095  1.000  2.076e-03  O_6d3D4p3P11     O  0.016  1000.0  300.0  1001    Orc 
 1.4114655  0.5095  1.000  6.224e-03  O_6d3D4p3P21     O  0.016  1000.0  300.0  1001    Orc 
 1.4114816  0.3105  0.982  1.161e-02  O_6d3D4p3P32     O  0.016  1000.0  300.0  1001    Orc 
 1.4114816  0.3105  0.982  1.380e-04  O_6d3D4p3P12     O  0.016  1000.0  300.0  1001    Orc 
 1.4114816  0.3105  0.982  2.069e-03  O_6d3D4p3P22     O  0.016  1000.0  300.0  1001    Orc 
 1.4115334  0.2216  1.000  2.761e-03  O_6d3D4p3P10     O  0.016  1000.0  300.0  1001    Orc 
 1.5669379  0.9982  0.255  4.971e-03  O_5p3P3d3D01     O  0.016  1000.0  300.0  1001    Orc 
 1.5669929  0.9983  0.080  3.724e-03  O_5p3P3d3D11     O  0.016  1000.0  300.0  1001    Orc 
 1.5670076  0.9989  0.101  2.486e-04  O_5p3P3d3D21     O  0.016  1000.0  300.0  1001    Orc 
 1.5670101  0.9991  0.121  1.116e-02  O_5p3P3d3D12     O  0.016  1000.0  300.0  1001    Orc 
 1.5670248  0.9995  0.255  3.722e-03  O_5p3P3d3D22     O  0.016  1000.0  300.0  1001    Orc 
 1.5670469  0.9995  0.424  2.092e-02  O_5p3P3d3D23     O  0.016  1000.0  300.0  1001    Orc 
 1.5891983  0.9999  0.085  1.292e-02  O_5d5D4p5P01     O  0.016  1000.0  300.0  1001    Orc 
 1.5892016  0.9999  0.092  2.913e-02  O_5d5D4p5P11     O  0.016  1000.0  300.0  1001    Orc 
 1.5892084  0.9999  0.106  2.260e-02  O_5d5D4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.5893716  0.9999  0.695  9.682e-03  O_5d5D4p5P12     O  0.016  1000.0  300.0  1001    Orc 
 1.5893784  0.9999  0.841  3.783e-02  O_5d5D4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.5893865  0.9999  0.974  6.046e-02  O_5d5D4p5P32     O  0.016  1000.0  300.0  1001    Orc 
 1.5896806  0.9993  0.078  4.319e-03  O_5d5D4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.5896886  0.9996  0.111  3.014e-02  O_5d5D4p5P33     O  0.016  1000.0  300.0  1001    Orc 
 1.5896945  0.9997  0.136  1.163e-01  O_5d5D4p5P43     O  0.016  1000.0  300.0  1001    Orc 
 1.6113488  0.9964  0.001  9.338e-03  O_5p5P3d5D34     O  0.016  1000.0  300.0  1001    Orc 
 1.6113711  0.9935  0.001  2.418e-03  O_5p5P3d5D33     O  0.016  1000.0  300.0  1001    Orc 
 1.6114031  0.9877  0.000  3.442e-04  O_5p5P3d5D32     O  0.016  1000.0  300.0  1001    Orc 
 1.6115010  0.8655  0.001  4.832e-03  O_5p5P3d5D23     O  0.016  1000.0  300.0  1001    Orc 
 1.6115329  0.8789  0.000  3.014e-03  O_5p5P3d5D22     O  0.016  1000.0  300.0  1001    Orc 
 1.6115597  0.9768  0.000  7.761e-04  O_5p5P3d5D21     O  0.016  1000.0  300.0  1001    Orc 
 1.6116256  0.9892  0.007  1.809e-03  O_5p5P3d5D12     O  0.016  1000.0  300.0  1001    Orc 
 1.6116524  0.9955  0.042  2.335e-03  O_5p5P3d5D11     O  0.016  1000.0  300.0  1001    Orc 
 1.6116651  0.9964  0.024  1.035e-03  O_5p5P3d5D10     O  0.016  1000.0  300.0  1001    Orc 
 1.6873824  0.9899  0.004  1.785e-02  O_6s5S4p5P21     O  0.016  1000.0  300.0  1001    Orc 
 1.6875740  0.9995  0.083  2.970e-02  O_6s5S4p5P22     O  0.016  1000.0  300.0  1001    Orc 
 1.6879147  0.9995  0.068  4.160e-02  O_6s5S4p5P23     O  0.016  1000.0  300.0  1001    Orc 
 1.7457979  0.9982  1.000  1.824e-02  O_5d3D4p3P21     O  0.016  1000.0  300.0  1001    Orc 
 1.7457979  0.9982  1.000  6.084e-03  O_5d3D4p3P11     O  0.016  1000.0  300.0  1001    Orc 
 1.7458226  0.9982  1.000  6.080e-03  O_5d3D4p3P22     O  0.016  1000.0  300.0  1001    Orc 
 1.7458226  0.9982  1.000  3.405e-02  O_5d3D4p3P32     O  0.016  1000.0  300.0  1001    Orc 
 1.7458226  0.9982  1.000  4.056e-04  O_5d3D4p3P12     O  0.016  1000.0  300.0  1001    Orc 
 1.7459018  0.9969  0.573  8.112e-03  O_5d3D4p3P10     O  0.016  1000.0  300.0  1001    Orc 
 1.8025750  0.7279  1.000  1.713e+00  O_4f5F3d5D54     O  0.016  1000.0  300.0  1001    Orc 
 1.8025750  0.7279  1.000  2.330e-01  O_4f5F3d5D44     O  0.016  1000.0  300.0  1001    Orc 
 1.8025750  0.7279  1.000  1.554e-02  O_4f5F3d5D34     O  0.016  1000.0  300.0  1001    Orc 
 1.8026030  0.6749  1.000  3.109e-02  O_4f5F3d5D23     O  0.016  1000.0  300.0  1001    Orc 
 1.8026030  0.6749  1.000  1.165e+00  O_4f5F3d5D43     O  0.016  1000.0  300.0  1001    Orc 
 1.8026030  0.6749  1.000  3.263e-01  O_4f5F3d5D33     O  0.016  1000.0  300.0  1001    Orc 
 1.8026430  0.5326  1.000  7.439e-01  O_4f5F3d5D32     O  0.016  1000.0  300.0  1001    Orc 
 1.8026430  0.5326  1.000  3.109e-02  O_4f5F3d5D12     O  0.016  1000.0  300.0  1001    Orc 
 1.8026430  0.5326  1.000  3.109e-01  O_4f5F3d5D22     O  0.016  1000.0  300.0  1001    Orc 
 1.8026770  0.3026  1.000  2.178e-01  O_4f5F3d5D11     O  0.016  1000.0  300.0  1001    Orc 
 1.8026770  0.3026  1.000  4.351e-01  O_4f5F3d5D21     O  0.016  1000.0  300.0  1001    Orc 
 1.8026920  0.1653  0.991  2.178e-01  O_4f5F3d5D10     O  0.016  1000.0  300.0  1001    Orc 
 1.8248290  0.4916  1.000  2.979e+00  O_4f3F3d3D21     O  0.016  1000.0  300.0  1001    Orc 
 1.8248520  0.3445  1.000  5.525e-01  O_4f3F3d3D22     O  0.016  1000.0  300.0  1001    Orc 
 1.8248520  0.3445  1.000  4.406e+00  O_4f3F3d3D32     O  0.016  1000.0  300.0  1001    Orc 
 1.8248820  0.2045  0.998  6.356e+00  O_4f3F3d3D43     O  0.016  1000.0  300.0  1001    Orc 
 1.8248820  0.2045  0.998  5.516e-01  O_4f3F3d3D33     O  0.016  1000.0  300.0  1001    Orc 
 1.8248820  0.2045  0.998  1.557e-02  O_4f3F3d3D23     O  0.016  1000.0  300.0  1001    Orc 
 2.1143290  0.9965  0.011  3.211e-02  O_7f5F4d5D54     O  0.016  1000.0  300.0  1001    Orc 
 2.1143290  0.9965  0.011  4.368e-03  O_7f5F4d5D44     O  0.016  1000.0  300.0  1001    Orc 
 2.1143290  0.9965  0.011  2.930e-04  O_7f5F4d5D34     O  0.016  1000.0  300.0  1001    Orc 
 2.1143470  0.9969  0.012  5.835e-04  O_7f5F4d5D23     O  0.016  1000.0  300.0  1001    Orc 
 2.1143470  0.9969  0.012  6.120e-03  O_7f5F4d5D33     O  0.016  1000.0  300.0  1001    Orc 
 2.1143470  0.9969  0.012  2.191e-02  O_7f5F4d5D43     O  0.016  1000.0  300.0  1001    Orc 
 2.1143730  0.9989  0.038  5.835e-03  O_7f5F4d5D22     O  0.016  1000.0  300.0  1001    Orc 
 2.1143730  0.9989  0.038  1.400e-02  O_7f5F4d5D32     O  0.016  1000.0  300.0  1001    Orc 
 2.1143730  0.9989  0.038  5.835e-04  O_7f5F4d5D12     O  0.016  1000.0  300.0  1001    Orc 
 2.1143950  0.9991  0.051  4.090e-03  O_7f5F4d5D11     O  0.016  1000.0  300.0  1001    Orc 
 2.1143950  0.9991  0.051  8.169e-03  O_7f5F4d5D21     O  0.016  1000.0  300.0  1001    Orc 
 2.1144060  0.9991  0.050  4.090e-03  O_7f5F4d5D10     O  0.016  1000.0  300.0  1001    Orc 
 2.1336640  0.9993  0.814  2.892e-04  O_7f3F4d3D23     O  0.016  1000.0  300.0  1001    Orc 
 2.1336640  0.9993  0.814  1.184e-01  O_7f3F4d3D43     O  0.016  1000.0  300.0  1001    Orc 
 2.1336640  0.9993  0.814  1.027e-02  O_7f3F4d3D33     O  0.016  1000.0  300.0  1001    Orc 
 2.1336960  0.9992  0.222  8.181e-02  O_7f3F4d3D32     O  0.016  1000.0  300.0  1001    Orc 
 2.1336960  0.9992  0.222  1.030e-02  O_7f3F4d3D22     O  0.016  1000.0  300.0  1001    Orc 
 2.1337170  0.9978  0.062  5.523e-02  O_7f3F4d3D21     O  0.016  1000.0  300.0  1001    Orc 
