# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Results of the evaluation of PALACE and the airglow component of the ESO Sky
# Model (noll+12) in comparison to X-shooter UVB-arm spectra
# 
# Column names:
# lam: central air wavelength of bin in µm
# lpix: lower pixel of bin in X-shooter UVB-arm spectra
# upix: upper pixel of bin in X-shooter UVB-arm spectra
# Nsel: number of selected X-shooter spectra
# mfx: mean flux of X-shooter data in R/nm
# mfp: mean flux of PALACE in R/nm
# mdfp: mean scatter of PALACE in R/nm
# mfo: mean flux of other sky radiation components from ESO Sky Model in R/nm
# fng: fraction of nightglow from ratio of mfp and mfp + mfo
# rdelp: relative deviation for PALACE (mfp / mfx - 1)
# rdp: relative scatter for PALACE (mdfp divided by standard deviation of
#      fp - fx from individual spectra)
# mfs: mean flux of airglow component of ESO Sky Model in R/nm
# mdfs: mean scatter of airglow component of ESO Sky Model in R/nm
# rdels: relative deviation for ESO Sky Model (mfs / mfx - 1)
# rds: relative scatter for ESO Sky Model (mdfs divided by standard deviation
#      of fs - fx from individual spectra)
# 
# References:
# noll+12: https://doi.org/10.1051/0004-6361/201219040
# 
     lam   lpix   upix  Nsel         mfx        mfp       mdfp        mfo        fng    rdelp    rdp        mfs       mdfs    rdels    rds 
 0.34090   2091   2107  6852   2.624e+00  3.373e+00  1.197e+00  2.076e+00  6.190e-01    0.286  0.980  3.898e+00  2.046e+00    0.486  1.432 
 0.34124   2108   2124  6856   2.939e+00  3.487e+00  1.238e+00  2.051e+00  6.296e-01    0.187  0.947  3.907e+00  2.042e+00    0.329  1.371 
 0.34158   2125   2141  6867   4.118e+00  3.623e+00  1.287e+00  1.958e+00  6.492e-01   -0.120  0.880  3.912e+00  2.036e+00   -0.050  1.257 
 0.34192   2142   2158  6864   4.563e+00  4.338e+00  1.545e+00  2.167e+00  6.669e-01   -0.049  0.964  4.328e+00  2.076e+00   -0.052  1.176 
 0.34226   2159   2175  6868   4.163e+00  4.685e+00  1.670e+00  2.232e+00  6.773e-01    0.125  1.086  4.483e+00  2.081e+00    0.077  1.208 
 0.34260   2176   2192  6863   4.515e+00  4.108e+00  1.462e+00  2.168e+00  6.546e-01   -0.090  0.911  3.915e+00  2.013e+00   -0.133  1.146 
 0.34295   2193   2209  6864   4.141e+00  4.424e+00  1.576e+00  2.272e+00  6.607e-01    0.069  0.997  4.181e+00  2.028e+00    0.010  1.167 
 0.34329   2210   2227  6866   3.419e+00  4.439e+00  1.582e+00  2.267e+00  6.620e-01    0.299  1.095  4.094e+00  2.008e+00    0.198  1.242 
 0.34363   2228   2244  6867   5.740e+00  5.308e+00  1.895e+00  2.198e+00  7.072e-01   -0.075  1.015  4.825e+00  2.142e+00   -0.159  1.052 
 0.34398   2245   2261  6867   4.384e+00  4.254e+00  1.515e+00  1.875e+00  6.940e-01   -0.030  0.943  3.887e+00  1.965e+00   -0.113  1.113 
 0.34432   2262   2278  6860   3.695e+00  4.547e+00  1.621e+00  1.561e+00  7.444e-01    0.231  1.102  3.896e+00  1.962e+00    0.054  1.210 
 0.34466   2279   2295  6859   4.327e+00  4.714e+00  1.681e+00  1.762e+00  7.280e-01    0.089  1.037  3.908e+00  1.959e+00   -0.097  1.111 
 0.34501   2296   2313  6867   6.034e+00  5.643e+00  2.016e+00  2.057e+00  7.328e-01   -0.065  1.003  4.732e+00  2.036e+00   -0.216  0.942 
 0.34535   2314   2330  6869   6.861e+00  6.691e+00  2.394e+00  2.115e+00  7.599e-01   -0.025  1.058  5.674e+00  2.162e+00   -0.173  0.886 
 0.34570   2331   2347  6867   5.539e+00  6.078e+00  2.173e+00  2.126e+00  7.409e-01    0.097  1.121  5.112e+00  2.082e+00   -0.077  0.988 
 0.34605   2348   2364  6867   4.955e+00  5.559e+00  1.985e+00  1.948e+00  7.405e-01    0.122  1.063  4.738e+00  2.018e+00   -0.044  0.995 
 0.34639   2365   2382  6861   4.564e+00  4.587e+00  1.635e+00  2.037e+00  6.925e-01    0.005  0.925  4.134e+00  1.948e+00   -0.094  1.021 
 0.34674   2383   2399  6860   4.280e+00  4.239e+00  1.509e+00  2.085e+00  6.703e-01   -0.010  0.871  3.928e+00  1.919e+00   -0.082  1.039 
 0.34708   2400   2416  6862   3.938e+00  4.334e+00  1.543e+00  2.218e+00  6.614e-01    0.101  0.908  3.926e+00  1.909e+00   -0.003  1.047 
 0.34743   2417   2434  6861   3.336e+00  4.470e+00  1.593e+00  1.984e+00  6.926e-01    0.340  1.015  3.923e+00  1.899e+00    0.176  1.112 
 0.34778   2435   2451  6865   5.839e+00  5.761e+00  2.058e+00  1.867e+00  7.552e-01   -0.013  1.071  5.017e+00  2.010e+00   -0.141  0.963 
 0.34813   2452   2469  6872   9.562e+00  8.481e+00  3.040e+00  2.108e+00  8.009e-01   -0.113  1.088  7.351e+00  2.375e+00   -0.231  0.782 
 0.34847   2470   2486  6870   6.680e+00  7.476e+00  2.677e+00  2.060e+00  7.840e-01    0.119  1.273  6.361e+00  2.279e+00   -0.048  0.980 
 0.34882   2487   2503  6869   6.470e+00  7.006e+00  2.508e+00  2.131e+00  7.668e-01    0.083  1.225  6.036e+00  2.179e+00   -0.067  0.964 
 0.34917   2504   2521  6864   5.417e+00  5.423e+00  1.936e+00  1.959e+00  7.347e-01    0.001  1.074  4.880e+00  2.002e+00   -0.099  1.001 
 0.34952   2522   2538  6864   4.852e+00  4.951e+00  1.766e+00  2.015e+00  7.108e-01    0.020  1.032  4.724e+00  2.029e+00   -0.027  1.072 
 0.34987   2539   2556  6860   4.480e+00  4.359e+00  1.552e+00  2.156e+00  6.691e-01   -0.027  0.960  4.356e+00  1.891e+00   -0.028  1.061 
 0.35022   2557   2573  6859   3.172e+00  4.109e+00  1.462e+00  2.445e+00  6.270e-01    0.295  0.991  4.295e+00  1.870e+00    0.354  1.128 
 0.35057   2574   2591  6859   3.533e+00  4.032e+00  1.434e+00  2.417e+00  6.252e-01    0.141  1.002  4.320e+00  1.857e+00    0.222  1.143 
 0.35092   2592   2608  6867   4.414e+00  3.968e+00  1.411e+00  2.247e+00  6.385e-01   -0.101  0.921  4.233e+00  1.843e+00   -0.041  1.082 
 0.35127   2609   2626  6862   3.498e+00  3.857e+00  1.371e+00  2.067e+00  6.510e-01    0.103  1.047  4.198e+00  1.834e+00    0.200  1.211 
 0.35162   2627   2643  6861   3.910e+00  3.453e+00  1.225e+00  2.064e+00  6.259e-01   -0.117  0.847  4.216e+00  1.846e+00    0.078  1.120 
 0.35198   2644   2661  6855   3.061e+00  3.396e+00  1.205e+00  2.282e+00  5.981e-01    0.109  0.960  4.054e+00  1.803e+00    0.324  1.215 
 0.35233   2662   2679  6859   3.124e+00  3.315e+00  1.175e+00  1.979e+00  6.262e-01    0.061  0.955  3.934e+00  1.784e+00    0.259  1.238 
 0.35268   2680   2696  6849   2.821e+00  3.102e+00  1.098e+00  1.860e+00  6.251e-01    0.099  0.937  3.935e+00  1.776e+00    0.394  1.267 
 0.35303   2697   2714  6852   3.069e+00  3.163e+00  1.121e+00  2.264e+00  5.828e-01    0.031  0.876  3.936e+00  1.768e+00    0.282  1.197 
 0.35339   2715   2732  6851   2.605e+00  3.852e+00  1.369e+00  2.366e+00  6.194e-01    0.479  1.139  3.937e+00  1.760e+00    0.511  1.256 
 0.35374   2733   2749  6852   2.796e+00  4.453e+00  1.586e+00  2.447e+00  6.453e-01    0.592  1.275  3.937e+00  1.752e+00    0.407  1.242 
 0.35409   2750   2767  6871   6.683e+00  5.563e+00  1.987e+00  2.535e+00  6.870e-01   -0.168  0.929  4.472e+00  1.808e+00   -0.331  0.778 
 0.35445   2768   2785  6872   8.535e+00  7.329e+00  2.624e+00  2.509e+00  7.450e-01   -0.141  1.024  5.508e+00  1.969e+00   -0.355  0.707 
 0.35480   2786   2802  6870   7.440e+00  7.652e+00  2.740e+00  2.451e+00  7.574e-01    0.028  1.204  5.389e+00  1.947e+00   -0.276  0.780 
 0.35516   2803   2820  6870   6.880e+00  6.821e+00  2.440e+00  2.485e+00  7.330e-01   -0.009  1.149  4.912e+00  1.851e+00   -0.286  0.792 
 0.35551   2821   2838  6872   7.905e+00  7.480e+00  2.678e+00  2.299e+00  7.649e-01   -0.054  1.097  6.089e+00  2.008e+00   -0.230  0.753 
 0.35587   2839   2856  6867   5.898e+00  6.040e+00  2.159e+00  2.388e+00  7.167e-01    0.024  1.144  5.252e+00  1.892e+00   -0.110  0.904 
 0.35622   2857   2874  6869   5.966e+00  6.617e+00  2.367e+00  2.374e+00  7.360e-01    0.109  1.213  5.998e+00  2.061e+00    0.005  0.947 
 0.35658   2875   2891  6859   3.700e+00  4.776e+00  1.702e+00  2.027e+00  7.020e-01    0.291  1.271  5.153e+00  1.900e+00    0.393  1.173 
 0.35694   2892   2909  6860   3.881e+00  4.099e+00  1.458e+00  1.857e+00  6.882e-01    0.056  1.075  4.609e+00  1.766e+00    0.187  1.116 
 0.35729   2910   2927  6854   3.757e+00  3.135e+00  1.110e+00  1.905e+00  6.220e-01   -0.165  0.806  3.935e+00  1.663e+00    0.047  1.073 
 0.35765   2928   2945  6852   3.250e+00  3.163e+00  1.120e+00  2.036e+00  6.084e-01   -0.027  0.868  4.092e+00  1.670e+00    0.258  1.105 
 0.35801   2946   2963  6848   2.287e+00  2.845e+00  1.006e+00  1.844e+00  6.067e-01    0.244  0.944  3.939e+00  1.646e+00    0.722  1.233 
 0.35836   2964   2981  6853   2.675e+00  2.919e+00  1.032e+00  1.639e+00  6.404e-01    0.091  0.924  4.096e+00  1.652e+00    0.531  1.197 
 0.35872   2982   2999  6853   2.263e+00  2.638e+00  9.309e-01  1.658e+00  6.141e-01    0.166  0.876  3.932e+00  1.627e+00    0.737  1.212 
 0.35908   3000   3017  6847   2.781e+00  2.602e+00  9.178e-01  2.046e+00  5.597e-01   -0.064  0.742  3.931e+00  1.618e+00    0.414  1.100 
 0.35944   3018   3035  6855   2.785e+00  2.619e+00  9.240e-01  2.328e+00  5.294e-01   -0.060  0.762  3.929e+00  1.608e+00    0.410  1.110 
 0.35980   3036   3053  6847   2.514e+00  2.617e+00  9.235e-01  2.530e+00  5.085e-01    0.041  0.744  3.929e+00  1.599e+00    0.563  1.064 
 0.36016   3054   3071  6843   2.555e+00  2.571e+00  9.067e-01  2.515e+00  5.055e-01    0.006  0.743  3.929e+00  1.590e+00    0.538  1.078 
 0.36052   3072   3089  6842   2.143e+00  2.532e+00  8.925e-01  2.211e+00  5.339e-01    0.181  0.789  3.929e+00  1.582e+00    0.833  1.123 
 0.36088   3090   3107  6848   2.121e+00  2.573e+00  9.072e-01  2.042e+00  5.575e-01    0.213  0.807  3.930e+00  1.573e+00    0.853  1.119 
 0.36124   3108   3125  6852   2.415e+00  2.698e+00  9.523e-01  2.077e+00  5.650e-01    0.117  0.764  3.932e+00  1.565e+00    0.628  1.042 
 0.36160   3126   3143  6860   4.937e+00  4.761e+00  1.697e+00  2.196e+00  6.843e-01   -0.036  1.034  5.562e+00  1.786e+00    0.126  0.926 
 0.36196   3144   3161  6865   4.364e+00  4.738e+00  1.689e+00  1.985e+00  7.047e-01    0.086  1.088  5.289e+00  1.727e+00    0.212  0.938 
 0.36233   3162   3179  6858   4.250e+00  4.419e+00  1.573e+00  2.267e+00  6.609e-01    0.040  1.041  4.744e+00  1.638e+00    0.116  0.938 
 0.36269   3180   3197  6858   4.293e+00  4.421e+00  1.574e+00  2.539e+00  6.352e-01    0.030  0.955  4.464e+00  1.604e+00    0.040  0.877 
 0.36305   3198   3215  6864   4.942e+00  5.151e+00  1.838e+00  2.429e+00  6.796e-01    0.042  1.027  4.896e+00  1.686e+00   -0.009  0.849 
 0.36341   3216   3233  6866   5.926e+00  5.684e+00  2.030e+00  2.186e+00  7.222e-01   -0.041  1.030  5.244e+00  1.711e+00   -0.115  0.785 
 0.36378   3234   3252  6866   5.592e+00  5.475e+00  1.954e+00  2.391e+00  6.961e-01   -0.021  1.032  5.005e+00  1.651e+00   -0.105  0.796 
 0.36414   3253   3270  6867   5.394e+00  5.635e+00  2.012e+00  2.561e+00  6.876e-01    0.045  1.075  5.101e+00  1.638e+00   -0.054  0.797 
 0.36451   3271   3288  6864   4.498e+00  4.653e+00  1.658e+00  2.379e+00  6.617e-01    0.034  1.015  4.315e+00  1.540e+00   -0.041  0.858 
 0.36487   3289   3306  6860   3.925e+00  4.491e+00  1.599e+00  2.257e+00  6.655e-01    0.144  1.069  4.245e+00  1.504e+00    0.081  0.900 
 0.36524   3307   3324  6863   3.803e+00  4.158e+00  1.479e+00  2.503e+00  6.242e-01    0.093  0.974  3.949e+00  1.474e+00    0.038  0.891 
 0.36560   3325   3343  6863   3.925e+00  4.154e+00  1.478e+00  2.763e+00  6.006e-01    0.058  0.984  3.950e+00  1.465e+00    0.006  0.893 
 0.36597   3344   3361  6865   4.624e+00  4.017e+00  1.428e+00  2.905e+00  5.803e-01   -0.131  0.870  3.950e+00  1.456e+00   -0.146  0.820 
 0.36633   3362   3379  6861   4.029e+00  3.967e+00  1.410e+00  2.864e+00  5.808e-01   -0.015  0.950  4.035e+00  1.454e+00    0.001  0.888 
 0.36670   3380   3398  6862   3.502e+00  3.710e+00  1.317e+00  2.804e+00  5.696e-01    0.059  0.929  4.040e+00  1.444e+00    0.153  0.906 
 0.36707   3399   3416  6858   3.281e+00  3.488e+00  1.237e+00  2.732e+00  5.607e-01    0.063  0.919  4.130e+00  1.451e+00    0.258  0.939 
 0.36743   3417   3434  6857   3.087e+00  3.155e+00  1.117e+00  2.831e+00  5.271e-01    0.022  0.820  4.149e+00  1.440e+00    0.344  0.911 
 0.36780   3435   3453  6856   2.458e+00  2.841e+00  1.004e+00  2.679e+00  5.147e-01    0.156  0.882  4.019e+00  1.420e+00    0.634  1.009 
 0.36817   3454   3471  6855   2.087e+00  2.574e+00  9.072e-01  2.532e+00  5.041e-01    0.233  0.832  3.952e+00  1.403e+00    0.892  1.013 
 0.36854   3472   3490  6855   2.566e+00  2.530e+00  8.914e-01  2.616e+00  4.916e-01   -0.014  0.806  3.952e+00  1.394e+00    0.539  1.016 
 0.36890   3491   3508  6850   2.385e+00  2.589e+00  9.124e-01  2.567e+00  5.021e-01    0.085  0.860  3.952e+00  1.385e+00    0.657  1.026 
 0.36927   3509   3526  6854   2.638e+00  2.835e+00  1.040e+00  2.910e+00  4.935e-01    0.074  0.886  3.936e+00  1.377e+00    0.490  0.965 
 0.36964   3527   3545  6862   3.027e+00  3.287e+00  1.164e+00  2.875e+00  5.334e-01    0.086  0.954  4.302e+00  1.415e+00    0.421  0.949 
 0.37001   3546   3563  6864   4.856e+00  4.780e+00  1.703e+00  2.999e+00  6.145e-01   -0.016  1.069  5.287e+00  1.534e+00    0.089  0.831 
 0.37038   3564   3582  6866   4.468e+00  4.344e+00  1.546e+00  2.810e+00  6.072e-01   -0.028  1.032  4.836e+00  1.479e+00    0.082  0.851 
 0.37075   3583   3600  6864   3.634e+00  3.995e+00  1.420e+00  2.475e+00  6.175e-01    0.099  1.117  4.471e+00  1.421e+00    0.230  0.929 
 0.37112   3601   3619  6864   3.609e+00  3.395e+00  1.203e+00  2.668e+00  5.600e-01   -0.059  0.921  4.209e+00  1.380e+00    0.166  0.899 
 0.37149   3620   3638  6861   3.377e+00  3.215e+00  1.138e+00  3.061e+00  5.123e-01   -0.048  0.864  4.041e+00  1.365e+00    0.196  0.892 
 0.37187   3639   3656  6857   2.479e+00  3.593e+00  1.275e+00  2.847e+00  5.580e-01    0.450  1.132  3.955e+00  1.341e+00    0.595  0.975 
 0.37224   3657   3675  6842   2.481e+00  3.850e+00  1.368e+00  2.343e+00  6.217e-01    0.552  1.271  3.944e+00  1.345e+00    0.589  1.012 
 0.37261   3676   3693  6783   3.589e+00  3.658e+00  1.298e+00  2.775e+00  5.687e-01    0.019  0.751  3.758e+00  1.314e+00    0.048  0.705 
 0.37298   3694   3712  6740   4.969e+00  4.315e+00  1.535e+00  2.706e+00  6.146e-01   -0.132  0.749  4.053e+00  1.345e+00   -0.184  0.620 
 0.37336   3713   3731  6842   4.960e+00  5.733e+00  2.047e+00  2.393e+00  7.055e-01    0.156  1.154  4.924e+00  1.457e+00   -0.007  0.724 
 0.37373   3732   3749  6870   5.476e+00  5.919e+00  2.114e+00  2.037e+00  7.440e-01    0.081  1.246  5.250e+00  1.521e+00   -0.041  0.785 
 0.37410   3750   3768  6871   6.581e+00  5.648e+00  2.016e+00  2.522e+00  6.913e-01   -0.142  1.009  5.345e+00  1.602e+00   -0.188  0.729 
 0.37448   3769   3787  6866   4.435e+00  5.243e+00  1.870e+00  2.368e+00  6.888e-01    0.182  1.237  4.923e+00  1.524e+00    0.110  0.864 
 0.37485   3788   3805  6865   3.688e+00  4.306e+00  1.532e+00  2.137e+00  6.683e-01    0.168  1.129  4.180e+00  1.358e+00    0.133  0.863 
 0.37523   3806   3824  6860   3.946e+00  3.714e+00  1.318e+00  2.426e+00  6.049e-01   -0.059  0.960  3.813e+00  1.286e+00   -0.034  0.831 
 0.37560   3825   3843  6860   4.383e+00  3.786e+00  1.344e+00  2.994e+00  5.584e-01   -0.136  0.863  4.072e+00  1.327e+00   -0.071  0.768 
 0.37598   3844   3862  6852   3.119e+00  3.576e+00  1.268e+00  2.660e+00  5.734e-01    0.146  1.052  3.953e+00  1.286e+00    0.267  0.902 
 0.37635   3863   3881  6852   2.767e+00  3.249e+00  1.150e+00  2.751e+00  5.415e-01    0.174  1.021  3.836e+00  1.289e+00    0.386  0.948 
 0.37673   3882   3899  6852   2.220e+00  2.686e+00  9.472e-01  2.769e+00  4.924e-01    0.210  0.911  3.566e+00  1.237e+00    0.605  0.959 
 0.37711   3900   3918  6856   3.093e+00  2.836e+00  1.001e+00  2.905e+00  4.941e-01   -0.083  0.826  3.660e+00  1.232e+00    0.183  0.878 
 0.37748   3919   3937  6858   3.174e+00  3.718e+00  1.320e+00  3.234e+00  5.348e-01    0.171  1.090  4.466e+00  1.402e+00    0.406  0.948 
 0.37786   3938   3956  6850   3.128e+00  2.962e+00  1.047e+00  3.380e+00  4.671e-01   -0.053  0.848  3.769e+00  1.257e+00    0.205  0.885 
 0.37824   3957   3975  6847   2.799e+00  2.998e+00  1.059e+00  3.540e+00  4.585e-01    0.071  0.855  3.756e+00  1.238e+00    0.341  0.861 
 0.37862   3976   3994  6843   2.744e+00  3.227e+00  1.142e+00  3.371e+00  4.892e-01    0.176  0.931  3.960e+00  1.323e+00    0.443  0.911 
 0.37900   3995   4013  6850   3.197e+00  2.946e+00  1.041e+00  2.934e+00  5.010e-01   -0.078  0.830  3.699e+00  1.231e+00    0.157  0.856 
 0.37937   4014   4032  6856   3.399e+00  3.324e+00  1.177e+00  2.863e+00  5.372e-01   -0.022  0.889  3.980e+00  1.258e+00    0.171  0.830 
 0.37975   4033   4051  6843   2.402e+00  3.075e+00  1.087e+00  2.661e+00  5.361e-01    0.280  0.931  3.648e+00  1.199e+00    0.519  0.874 
 0.38013   4052   4070  6855   3.112e+00  2.996e+00  1.059e+00  2.834e+00  5.139e-01   -0.037  0.856  3.504e+00  1.175e+00    0.126  0.841 
 0.38051   4071   4089  6840   2.534e+00  2.700e+00  9.521e-01  3.263e+00  4.528e-01    0.066  0.802  3.210e+00  1.146e+00    0.267  0.852 
 0.38089   4090   4108  6843   2.776e+00  2.881e+00  1.017e+00  3.218e+00  4.724e-01    0.038  0.808  3.286e+00  1.148e+00    0.184  0.818 
 0.38128   4109   4127  6853   3.498e+00  3.396e+00  1.203e+00  3.192e+00  5.155e-01   -0.029  0.861  3.849e+00  1.242e+00    0.100  0.798 
 0.38166   4128   4146  6849   3.877e+00  4.091e+00  1.454e+00  2.688e+00  6.035e-01    0.055  1.030  4.443e+00  1.368e+00    0.146  0.846 
 0.38204   4147   4165  6853   3.254e+00  4.086e+00  1.452e+00  2.528e+00  6.178e-01    0.256  1.069  4.317e+00  1.296e+00    0.327  0.826 
 0.38242   4166   4184  6848   3.096e+00  3.817e+00  1.355e+00  2.375e+00  6.165e-01    0.233  1.069  3.924e+00  1.236e+00    0.267  0.855 
 0.38280   4185   4203  6864   4.842e+00  4.130e+00  1.468e+00  2.050e+00  6.683e-01   -0.147  0.893  4.072e+00  1.229e+00   -0.159  0.689 
 0.38319   4204   4222  6865   6.179e+00  5.948e+00  2.124e+00  2.064e+00  7.424e-01   -0.037  1.073  5.576e+00  1.544e+00   -0.098  0.705 
 0.38357   4223   4242  6854   4.701e+00  4.686e+00  1.668e+00  2.019e+00  6.988e-01   -0.003  1.031  4.146e+00  1.314e+00   -0.118  0.742 
 0.38395   4243   4261  6862   3.782e+00  4.343e+00  1.544e+00  2.110e+00  6.730e-01    0.148  1.047  4.068e+00  1.283e+00    0.076  0.780 
 0.38434   4262   4280  6862   4.199e+00  3.784e+00  1.343e+00  2.574e+00  5.952e-01   -0.099  0.916  3.594e+00  1.157e+00   -0.144  0.725 
 0.38472   4281   4299  6851   3.845e+00  4.408e+00  1.568e+00  2.948e+00  5.993e-01    0.146  1.086  4.259e+00  1.276e+00    0.107  0.791 
 0.38510   4300   4318  6849   3.442e+00  3.574e+00  1.267e+00  2.922e+00  5.502e-01    0.038  0.924  3.611e+00  1.157e+00    0.049  0.768 
 0.38549   4319   4338  6842   2.977e+00  3.143e+00  1.112e+00  2.853e+00  5.242e-01    0.056  0.863  3.297e+00  1.105e+00    0.107  0.778 
 0.38588   4339   4357  6847   2.106e+00  2.735e+00  9.643e-01  2.586e+00  5.140e-01    0.299  0.834  2.874e+00  1.039e+00    0.364  0.809 
 0.38626   4358   4376  6856   3.239e+00  2.602e+00  9.163e-01  2.661e+00  4.944e-01   -0.196  0.716  2.907e+00  1.041e+00   -0.103  0.752 
 0.38665   4377   4396  6834   2.540e+00  2.546e+00  8.958e-01  2.961e+00  4.623e-01    0.002  0.755  2.959e+00  1.040e+00    0.165  0.793 
 0.38703   4397   4415  6817   1.704e+00  2.432e+00  8.548e-01  2.781e+00  4.665e-01    0.427  0.789  2.804e+00  1.017e+00    0.645  0.826 
 0.38742   4416   4434  6848   2.731e+00  2.400e+00  8.430e-01  2.723e+00  4.684e-01   -0.121  0.730  2.940e+00  1.035e+00    0.076  0.808 
 0.38781   4435   4454  6833   1.932e+00  2.061e+00  7.207e-01  2.859e+00  4.189e-01    0.067  0.721  2.812e+00  1.018e+00    0.455  0.879 
 0.38820   4455   4473  6837   1.799e+00  1.984e+00  6.930e-01  2.706e+00  4.230e-01    0.103  0.715  2.926e+00  1.034e+00    0.626  0.899 
 0.38858   4474   4492  6836   1.653e+00  1.992e+00  6.960e-01  2.756e+00  4.196e-01    0.206  0.736  2.811e+00  1.018e+00    0.700  0.907 
 0.38897   4493   4512  6807   1.960e+00  2.091e+00  7.316e-01  2.762e+00  4.309e-01    0.067  0.652  3.516e+00  1.439e+00    0.794  1.061 
 0.38936   4513   4531  6844   1.830e+00  2.000e+00  6.987e-01  3.242e+00  3.815e-01    0.093  0.725  2.815e+00  1.019e+00    0.537  0.905 
 0.38975   4532   4551  6841   2.190e+00  2.104e+00  7.362e-01  3.393e+00  3.827e-01   -0.039  0.718  2.817e+00  1.019e+00    0.285  0.872 
 0.39014   4552   4570  6842   2.185e+00  2.260e+00  7.924e-01  3.421e+00  3.978e-01    0.034  0.739  2.820e+00  1.020e+00    0.290  0.848 
 0.39053   4571   4590  6861   3.671e+00  3.979e+00  1.413e+00  3.255e+00  5.500e-01    0.084  1.007  4.334e+00  1.324e+00    0.180  0.834 
 0.39092   4591   4609  6857   4.241e+00  4.266e+00  1.516e+00  3.515e+00  5.483e-01    0.006  1.033  4.564e+00  1.364e+00    0.076  0.828 
 0.39131   4610   4629  6821   3.933e+00  3.405e+00  1.205e+00  3.729e+00  4.773e-01   -0.134  0.805  4.005e+00  1.231e+00    0.017  0.760 
 0.39170   4630   4649  6848   2.903e+00  3.054e+00  1.079e+00  3.618e+00  4.577e-01    0.052  0.877  3.701e+00  1.162e+00    0.274  0.826 
 0.39210   4650   4668  6841   2.088e+00  2.444e+00  8.587e-01  3.228e+00  4.309e-01    0.171  0.787  3.338e+00  1.090e+00    0.598  0.850 
 0.39249   4669   4688  6828   2.303e+00  2.459e+00  8.641e-01  2.968e+00  4.532e-01    0.068  0.844  3.542e+00  1.116e+00    0.536  0.891 
 0.39288   4689   4707  6830   1.705e+00  2.258e+00  7.916e-01  2.359e+00  4.891e-01    0.325  0.796  3.307e+00  1.079e+00    0.939  0.884 
 0.39327   4708   4727  6809   1.951e+00  2.281e+00  7.997e-01  1.681e+00  5.757e-01    0.169  0.689  3.169e+00  1.077e+00    0.622  0.824 
 0.39367   4728   4747  6830   2.096e+00  2.169e+00  7.593e-01  1.659e+00  5.666e-01    0.035  0.841  2.894e+00  1.026e+00    0.380  0.953 
 0.39406   4748   4766  6856   3.905e+00  3.044e+00  1.075e+00  2.372e+00  5.620e-01   -0.221  0.800  3.609e+00  1.135e+00   -0.076  0.770 
 0.39445   4767   4786  6854   3.557e+00  3.645e+00  1.295e+00  2.829e+00  5.630e-01    0.025  0.995  4.119e+00  1.286e+00    0.158  0.864 
 0.39485   4787   4806  6845   3.291e+00  3.513e+00  1.553e+00  3.373e+00  5.101e-01    0.067  1.182  3.468e+00  1.132e+00    0.053  0.734 
 0.39524   4807   4826  6841   2.519e+00  3.090e+00  1.092e+00  3.667e+00  4.573e-01    0.227  0.932  3.902e+00  1.223e+00    0.548  0.876 
 0.39564   4827   4845  6846   2.283e+00  2.308e+00  8.093e-01  3.667e+00  3.863e-01    0.011  0.704  3.354e+00  1.074e+00    0.468  0.812 
 0.39603   4846   4865  6845   2.005e+00  2.002e+00  6.989e-01  3.399e+00  3.707e-01   -0.002  0.650  3.214e+00  1.063e+00    0.602  0.841 
 0.39643   4866   4885  6827   1.586e+00  1.708e+00  5.929e-01  2.547e+00  4.015e-01    0.077  0.634  2.856e+00  1.026e+00    0.801  0.918 
 0.39683   4886   4905  6809   1.131e+00  1.809e+00  6.291e-01  1.891e+00  4.889e-01    0.599  0.564  2.858e+00  1.027e+00    1.526  0.806 
 0.39722   4906   4925  6810   2.212e+00  2.162e+00  7.565e-01  2.134e+00  5.032e-01   -0.023  0.816  3.102e+00  1.069e+00    0.403  0.967 
 0.39762   4926   4944  6857   3.103e+00  2.712e+00  9.548e-01  3.006e+00  4.742e-01   -0.126  0.844  3.535e+00  1.136e+00    0.139  0.878 
 0.39802   4945   4964  6845   2.710e+00  2.853e+00  1.006e+00  3.849e+00  4.257e-01    0.053  0.886  3.584e+00  1.134e+00    0.322  0.858 
 0.39842   4965   4984  6846   2.276e+00  2.410e+00  8.458e-01  4.153e+00  3.672e-01    0.059  0.728  3.245e+00  1.084e+00    0.425  0.826 
 0.39882   4985   5004  6844   2.205e+00  2.335e+00  8.188e-01  4.360e+00  3.488e-01    0.059  0.690  3.328e+00  1.091e+00    0.509  0.809 
 0.39921   5005   5024  6842   2.102e+00  2.188e+00  7.657e-01  4.552e+00  3.246e-01    0.041  0.640  3.222e+00  1.072e+00    0.532  0.788 
 0.39961   5025   5044  6838   1.326e+00  1.876e+00  6.530e-01  4.549e+00  2.920e-01    0.415  0.552  2.911e+00  1.035e+00    1.194  0.776 
 0.40001   5045   5064  6835   2.429e+00  2.335e+00  8.187e-01  4.591e+00  3.372e-01   -0.039  0.646  3.305e+00  1.107e+00    0.360  0.788 
 0.40041   5065   5084  6849   2.011e+00  1.991e+00  6.946e-01  4.626e+00  3.009e-01   -0.010  0.553  2.878e+00  1.030e+00    0.431  0.757 
 0.40081   5085   5104  6855   3.402e+00  3.546e+00  1.256e+00  4.449e+00  4.435e-01    0.042  0.886  4.228e+00  1.273e+00    0.242  0.804 
