# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference spectra without atmospheric extinction for the total
# emission and for the chemical species OH, O2, HO2, FeO, Na, K, O, N, and H
# 
# Column names:
# lam: vacuum wavelength in µm
# f{species}: flux in R/nm without atmospheric extinction for total emission
#             (all) or individual chemical species
# df{species}: standard deviation for f{species} in R/nm
# 
    lam      fall     dfall      fOH     dfOH       fO2      dfO2   fHO2  dfHO2  fFeO  dfFeO    fNa   dfNa    fK   dfK      fO     dfO    fN   dfN    fH   dfH 
 1.3369     13.65      6.08     3.71     1.17      0.00      0.00   8.79   4.43  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3370     12.90      5.85     2.98     0.93      0.00      0.00   8.78   4.43  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3371     12.29      5.65     2.38     0.74      0.00      0.00   8.77   4.42  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3372     11.81      5.49     1.92     0.59      0.00      0.00   8.75   4.41  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3373     11.49      5.38     1.61     0.49      0.00      0.00   8.74   4.41  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3374     11.31      5.31     1.45     0.43      0.00      0.00   8.72   4.40  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3375     11.28      5.29     1.43     0.41      0.00      0.00   8.71   4.39  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3376     11.39      5.31     1.56     0.44      0.00      0.00   8.69   4.38  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3377     11.63      5.36     1.82     0.51      0.00      0.00   8.67   4.37  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3378     12.01      5.46     2.22     0.61      0.00      0.00   8.65   4.36  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3379     12.53      5.59     2.76     0.76      0.00      0.00   8.63   4.35  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3380     13.20      5.77     3.45     0.94      0.00      0.00   8.61   4.34  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3381     14.04      6.00     4.31     1.18      0.00      0.00   8.59   4.33  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3382     15.08      6.28     5.37     1.47      0.00      0.00   8.57   4.32  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3383     16.38      6.64     6.69     1.85      0.00      0.00   8.55   4.31  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3384     18.03      7.11     8.36     2.32      0.00      0.00   8.53   4.30  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3385     20.14      7.71    10.50     2.94      0.00      0.00   8.50   4.29  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3386     22.88      8.51    13.26     3.75      0.00      0.00   8.48   4.27  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3387     26.43      9.55    16.84     4.81      0.00      0.00   8.45   4.26  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3388     31.00     10.92    21.44     6.19      0.00      0.00   8.42   4.25  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3389     36.84     12.68    27.30     7.96      0.00      0.00   8.40   4.23  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3390     44.15     14.90    34.64    10.19      0.00      0.00   8.37   4.22  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3391     53.10     17.63    43.62    12.94      0.00      0.00   8.34   4.21  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3392     63.75     20.90    54.30    16.23      0.00      0.00   8.31   4.19  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3393     76.04     24.70    66.62    20.04      0.00      0.00   8.28   4.18  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3394     89.72     28.94    80.32    24.29      0.00      0.00   8.25   4.16  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3395    104.31     33.48    94.94    28.85      0.00      0.00   8.22   4.15  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3396    119.15     38.11   109.82    33.49      0.00      0.00   8.19   4.13  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3397    133.40     42.57   124.09    37.97      0.00      0.00   8.17   4.12  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3398    146.09     46.56   136.81    41.97      0.00      0.00   8.14   4.10  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3399    156.29     49.78   147.05    45.21      0.00      0.00   8.11   4.09  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3400    163.21     51.98   153.99    47.42      0.00      0.00   8.08   4.07  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3401    166.31     52.98   157.12    48.44      0.00      0.00   8.05   4.06  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3402    165.41     52.73   156.25    48.20      0.00      0.00   8.02   4.04  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3403    160.74     51.29   151.61    46.78      0.00      0.00   7.99   4.03  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3404    152.96     48.86   143.85    44.36      0.00      0.00   7.96   4.02  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3405    143.04     45.75   133.96    41.26      0.00      0.00   7.94   4.00  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3406    132.21     42.34   123.16    37.87      0.00      0.00   7.91   3.99  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3407    121.82     39.05   112.79    34.58      0.00      0.00   7.89   3.98  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3408    113.16     36.28   104.15    31.83      0.00      0.00   7.86   3.96  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3409    107.37     34.41    98.39    29.97      0.00      0.00   7.84   3.95  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.01  0.00  0.00  0.00  0.00 
 1.3410    105.36     33.71    96.40    29.28      0.00      0.00   7.81   3.94  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3411    107.71     34.38    98.77    29.95      0.00      0.00   7.79   3.93  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3412    114.66     36.49   105.74    32.07      0.00      0.00   7.77   3.92  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3413    126.07     40.01   117.17    35.60      0.00      0.00   7.75   3.91  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.02  0.00  0.00  0.00  0.00 
 1.3414    141.39     44.77   132.51    40.37      0.00      0.00   7.73   3.90  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.02  0.00  0.00  0.00  0.00 
 1.3415    159.73     50.49   150.86    46.10      0.00      0.00   7.71   3.89  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.02  0.00  0.00  0.00  0.00 
 1.3416    179.82     56.78   170.97    52.39      0.00      0.00   7.69   3.88  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3417    200.15     63.16   191.31    58.78      0.00      0.00   7.68   3.87  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3418    219.03     69.10   210.21    64.72      0.00      0.00   7.66   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3419    234.80     74.07   225.99    69.69      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.03    0.04  0.00  0.00  0.00  0.00 
 1.3420    245.96     77.59   237.17    73.22      0.00      0.00   7.63   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.03    0.04  0.00  0.00  0.00  0.00 
 1.3421    251.38     79.31   242.60    74.95      0.00      0.00   7.61   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.03    0.04  0.00  0.00  0.00  0.00 
 1.3422    250.44     79.04   241.68    74.69      0.00      0.00   7.60   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.03    0.04  0.00  0.00  0.00  0.00 
 1.3423    243.07     76.76   234.32    72.41      0.00      0.00   7.59   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3424    229.81     72.62   221.07    68.29      0.00      0.00   7.58   3.82  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3425    211.66     66.96   202.93    62.64      0.00      0.00   7.56   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.03  0.00  0.00  0.00  0.00 
 1.3426    190.00     60.21   181.29    55.89      0.00      0.00   7.55   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.02    0.02  0.00  0.00  0.00  0.00 
 1.3427    166.34     52.85   157.64    48.54      0.00      0.00   7.54   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.02  0.00  0.00  0.00  0.00 
 1.3428    142.19     45.34   133.50    41.04      0.00      0.00   7.54   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.02  0.00  0.00  0.00  0.00 
 1.3429    118.88     38.10   110.20    33.81      0.00      0.00   7.53   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3430     97.42     31.45    88.75    27.17      0.00      0.00   7.52   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3431     78.50     25.61    69.84    21.33      0.00      0.00   7.51   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.01    0.01  0.00  0.00  0.00  0.00 
 1.3432     62.47     20.67    53.82    16.39      0.00      0.00   7.50   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.01  0.00  0.00  0.00  0.00 
 1.3433     49.41     16.65    40.77    12.38      0.00      0.00   7.50   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3434     39.15     13.51    30.51     9.24      0.00      0.00   7.49   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3435     31.40     11.14    22.77     6.88      0.00      0.00   7.49   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3436     25.80      9.43    17.17     5.17      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3437     21.94      8.26    13.32     4.00      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3438     19.48      7.50    10.86     3.24      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3439     18.06      7.06     9.45     2.81      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3440     17.43      6.86     8.82     2.61      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3441     17.36      6.82     8.75     2.57      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3442     17.66      6.89     9.05     2.64      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3443     18.17      7.02     9.57     2.77      0.00      0.00   7.47   3.76  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3444     18.78      7.18    10.17     2.93      0.00      0.00   7.47   3.76  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3445     19.35      7.33    10.74     3.08      0.00      0.00   7.47   3.76  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3446     19.79      7.45    11.18     3.20      0.00      0.00   7.47   3.76  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3447     20.03      7.51    11.42     3.26      0.00      0.00   7.47   3.76  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3448     20.00      7.50    11.39     3.25      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3449     19.69      7.41    11.09     3.15      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3450     19.11      7.24    10.50     2.98      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3451     18.28      7.00     9.67     2.75      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3452     17.27      6.71     8.66     2.46      0.00      0.00   7.47   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3453     16.15      6.39     7.53     2.14      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3454     14.98      6.06     6.36     1.80      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3455     13.85      5.74     5.22     1.48      0.00      0.00   7.48   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3456     12.79      5.44     4.16     1.18      0.00      0.00   7.49   3.77  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3457     11.85      5.18     3.23     0.91      0.00      0.00   7.49   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3458     11.06      4.95     2.43     0.69      0.00      0.00   7.49   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3459     10.41      4.77     1.78     0.50      0.00      0.00   7.50   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3460      9.91      4.63     1.27     0.36      0.00      0.00   7.50   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3461      9.53      4.52     0.88     0.25      0.00      0.00   7.50   3.78  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3462      9.25      4.44     0.60     0.17      0.00      0.00   7.51   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3463      9.07      4.39     0.41     0.12      0.00      0.00   7.51   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3464      8.95      4.36     0.29     0.08      0.00      0.00   7.52   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3465      8.88      4.34     0.22     0.06      0.00      0.00   7.52   3.79  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3466      8.85      4.33     0.18     0.05      0.00      0.00   7.53   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3467      8.84      4.33     0.17     0.05      0.00      0.00   7.53   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3468      8.85      4.33     0.17     0.05      0.00      0.00   7.54   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3469      8.86      4.34     0.18     0.05      0.00      0.00   7.54   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3470      8.88      4.34     0.20     0.05      0.00      0.00   7.55   3.80  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3471      8.90      4.35     0.21     0.06      0.00      0.00   7.55   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3472      8.92      4.36     0.23     0.06      0.00      0.00   7.56   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3473      8.94      4.36     0.24     0.06      0.00      0.00   7.56   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3474      8.95      4.37     0.24     0.07      0.00      0.00   7.57   3.81  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3475      8.95      4.37     0.25     0.07      0.00      0.00   7.57   3.82  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3476      8.96      4.37     0.24     0.07      0.00      0.00   7.57   3.82  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3477      8.95      4.37     0.24     0.06      0.00      0.00   7.58   3.82  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3478      8.95      4.37     0.23     0.06      0.00      0.00   7.58   3.82  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3479      8.94      4.37     0.22     0.06      0.00      0.00   7.59   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3480      8.93      4.37     0.20     0.06      0.00      0.00   7.59   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3481      8.93      4.37     0.19     0.05      0.00      0.00   7.60   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3482      8.92      4.37     0.18     0.05      0.00      0.00   7.60   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3483      8.91      4.37     0.17     0.05      0.00      0.00   7.60   3.83  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3484      8.91      4.37     0.16     0.04      0.00      0.00   7.61   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3485      8.91      4.37     0.16     0.04      0.00      0.00   7.61   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3486      8.91      4.37     0.16     0.04      0.00      0.00   7.61   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3487      8.93      4.37     0.17     0.05      0.00      0.00   7.62   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3488      8.96      4.39     0.20     0.06      0.00      0.00   7.62   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3489      9.03      4.41     0.26     0.08      0.00      0.00   7.62   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3490      9.15      4.45     0.39     0.12      0.00      0.00   7.63   3.84  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3491      9.38      4.52     0.61     0.19      0.00      0.00   7.63   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3492      9.76      4.65     0.99     0.31      0.00      0.00   7.63   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3493     10.37      4.85     1.60     0.51      0.00      0.00   7.63   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3494     11.33      5.16     2.55     0.82      0.00      0.00   7.63   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3495     12.74      5.62     3.97     1.28      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3496     14.77      6.27     5.99     1.94      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3497     17.57      7.18     8.79     2.84      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3498     21.29      8.39    12.51     4.05      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3499     26.05      9.94    17.27     5.60      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3500     31.94     11.85    23.15     7.51      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3501     38.92     14.11    30.14     9.77      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3502     46.88     16.70    38.09    12.36      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3503     55.55     19.52    46.76    15.18      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3504     64.53     22.44    55.74    18.10      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3505     73.31     25.30    64.52    20.96      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3506     81.32     27.91    72.53    23.57      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3507     87.98     30.08    79.19    25.74      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3508     92.81     31.66    84.02    27.31      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3509     95.46     32.53    86.67    28.18      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3510     95.83     32.65    87.03    28.31      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3511     94.06     32.09    85.27    27.74      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3512     90.54     30.95    81.75    26.61      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3513     85.89     29.44    77.10    25.10      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3514     80.85     27.81    72.06    23.47      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3515     76.21     26.31    67.42    21.97      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3516     72.73     25.19    63.94    20.84      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3517     71.01     24.64    62.22    20.30      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3518     71.47     24.80    62.68    20.46      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3519     74.24     25.72    65.45    21.38      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3520     79.17     27.34    70.38    23.00      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3521     85.85     29.53    77.07    25.19      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3522     93.63     32.08    84.84    27.74      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3523    101.67     34.72    92.89    30.38      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3524    109.10     37.15   100.31    32.81      0.00      0.00   7.65   3.86  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 1.3525    115.02     39.09   106.24    34.75      0.00      0.00   7.64   3.85  1.14   0.49   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
