# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference spectra without atmospheric extinction for the total
# emission and for the chemical species OH, O2, HO2, FeO, Na, K, O, N, and H
# 
# Column names:
# lam: vacuum wavelength in µm
# f{species}: flux in R/nm without atmospheric extinction for total emission
#             (all) or individual chemical species
# df{species}: standard deviation for f{species} in R/nm
# 
    lam      fall     dfall      fOH     dfOH       fO2      dfO2   fHO2  dfHO2  fFeO  dfFeO    fNa   dfNa    fK   dfK      fO     dfO    fN   dfN    fH   dfH 
 0.5705      5.83      2.55     0.02     0.01      0.38      0.15   0.95   0.48  4.49   1.91   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5706      5.84      2.55     0.02     0.00      0.38      0.15   0.95   0.48  4.50   1.92   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5707      5.85      2.56     0.01     0.00      0.38      0.15   0.95   0.48  4.51   1.92   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5708      5.86      2.56     0.01     0.00      0.37      0.15   0.95   0.48  4.53   1.93   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5709      5.87      2.56     0.00     0.00      0.37      0.15   0.95   0.48  4.54   1.93   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5710      5.88      2.57     0.00     0.00      0.37      0.15   0.95   0.48  4.55   1.94   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5711      5.89      2.57     0.00     0.00      0.37      0.15   0.95   0.48  4.56   1.94   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5712      5.90      2.58     0.00     0.00      0.37      0.15   0.95   0.48  4.58   1.95   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5713      5.91      2.59     0.00     0.00      0.37      0.15   0.95   0.48  4.59   1.96   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5714      5.93      2.59     0.00     0.00      0.37      0.15   0.95   0.48  4.60   1.96   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5715      5.94      2.60     0.00     0.00      0.37      0.15   0.95   0.48  4.62   1.97   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5716      5.95      2.60     0.00     0.00      0.37      0.15   0.96   0.48  4.63   1.97   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5717      5.97      2.61     0.00     0.00      0.36      0.15   0.96   0.48  4.64   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5718      5.98      2.61     0.01     0.00      0.36      0.15   0.96   0.48  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5719      6.00      2.62     0.01     0.00      0.36      0.15   0.96   0.48  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5720      6.02      2.63     0.03     0.01      0.36      0.15   0.96   0.48  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5721      6.05      2.64     0.05     0.02      0.36      0.14   0.96   0.48  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5722      6.08      2.65     0.07     0.02      0.36      0.14   0.96   0.48  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5723      6.12      2.66     0.10     0.03      0.36      0.14   0.96   0.48  4.71   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5724      6.15      2.67     0.12     0.04      0.36      0.14   0.96   0.48  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5725      6.17      2.68     0.13     0.04      0.35      0.14   0.96   0.48  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5726      6.18      2.69     0.14     0.05      0.35      0.14   0.96   0.48  4.73   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5727      6.19      2.69     0.14     0.05      0.35      0.14   0.96   0.48  4.73   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5728      6.19      2.69     0.14     0.05      0.35      0.14   0.96   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5729      6.18      2.69     0.13     0.04      0.35      0.14   0.96   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5730      6.16      2.68     0.10     0.03      0.35      0.14   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5731      6.13      2.67     0.08     0.02      0.35      0.14   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5732      6.11      2.66     0.05     0.02      0.35      0.14   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5733      6.09      2.66     0.03     0.01      0.34      0.14   0.96   0.49  4.75   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5734      6.08      2.66     0.02     0.01      0.34      0.14   0.96   0.49  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5735      6.07      2.65     0.01     0.00      0.34      0.14   0.96   0.49  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5736      6.07      2.65     0.01     0.00      0.34      0.14   0.96   0.49  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5737      6.07      2.65     0.01     0.00      0.34      0.14   0.96   0.49  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5738      6.06      2.65     0.00     0.00      0.34      0.14   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5739      6.06      2.65     0.00     0.00      0.34      0.14   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5740      6.06      2.65     0.00     0.00      0.34      0.14   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5741      6.06      2.65     0.00     0.00      0.33      0.13   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5742      6.06      2.65     0.01     0.00      0.33      0.13   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5743      6.06      2.65     0.01     0.00      0.33      0.13   0.96   0.48  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5744      6.06      2.65     0.02     0.00      0.33      0.13   0.96   0.48  4.75   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5745      6.06      2.65     0.02     0.01      0.33      0.13   0.96   0.48  4.75   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5746      6.06      2.65     0.02     0.01      0.33      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5747      6.06      2.64     0.02     0.00      0.33      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5748      6.05      2.64     0.01     0.00      0.33      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5749      6.04      2.64     0.01     0.00      0.32      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5750      6.04      2.64     0.01     0.00      0.32      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5751      6.03      2.64     0.01     0.00      0.32      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5752      6.03      2.64     0.01     0.00      0.32      0.13   0.96   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5753      6.04      2.64     0.02     0.01      0.32      0.13   0.95   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5754      6.05      2.64     0.03     0.01      0.32      0.13   0.95   0.48  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5755      6.07      2.65     0.05     0.02      0.32      0.13   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5756      6.09      2.65     0.08     0.02      0.32      0.13   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5757      6.10      2.66     0.10     0.03      0.31      0.13   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5758      6.12      2.66     0.11     0.04      0.31      0.13   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5759      6.12      2.66     0.12     0.04      0.31      0.13   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5760      6.12      2.66     0.13     0.04      0.31      0.12   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5761      6.11      2.66     0.12     0.04      0.31      0.12   0.95   0.48  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5762      6.09      2.65     0.11     0.03      0.31      0.12   0.95   0.48  4.73   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5763      6.07      2.64     0.08     0.03      0.31      0.12   0.94   0.48  4.73   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5764      6.04      2.63     0.06     0.02      0.30      0.12   0.94   0.48  4.73   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5765      6.01      2.62     0.04     0.01      0.30      0.12   0.94   0.47  4.73   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5766      5.99      2.62     0.02     0.01      0.30      0.12   0.94   0.47  4.73   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5767      5.97      2.61     0.01     0.00      0.30      0.12   0.94   0.47  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5768      5.97      2.61     0.01     0.00      0.30      0.12   0.94   0.47  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5769      5.96      2.60     0.00     0.00      0.30      0.12   0.94   0.47  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5770      5.95      2.60     0.00     0.00      0.30      0.12   0.94   0.47  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5771      5.95      2.60     0.00     0.00      0.30      0.12   0.93   0.47  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5772      5.94      2.60     0.00     0.00      0.29      0.12   0.93   0.47  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5773      5.93      2.59     0.00     0.00      0.29      0.12   0.93   0.47  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5774      5.93      2.59     0.00     0.00      0.29      0.12   0.93   0.47  4.71   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5775      5.92      2.59     0.00     0.00      0.29      0.12   0.93   0.47  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5776      5.92      2.59     0.00     0.00      0.29      0.12   0.93   0.47  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5777      5.91      2.58     0.00     0.00      0.29      0.12   0.93   0.47  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5778      5.90      2.58     0.00     0.00      0.29      0.12   0.92   0.47  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5779      5.90      2.58     0.00     0.00      0.28      0.11   0.92   0.46  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5780      5.89      2.58     0.00     0.00      0.28      0.11   0.92   0.46  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5781      5.89      2.57     0.00     0.00      0.28      0.11   0.92   0.46  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5782      5.88      2.57     0.00     0.00      0.28      0.11   0.92   0.46  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5783      5.87      2.57     0.00     0.00      0.28      0.11   0.92   0.46  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5784      5.87      2.57     0.00     0.00      0.28      0.11   0.91   0.46  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5785      5.86      2.56     0.00     0.00      0.28      0.11   0.91   0.46  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5786      5.86      2.56     0.00     0.00      0.28      0.11   0.91   0.46  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5787      5.85      2.56     0.00     0.00      0.27      0.11   0.91   0.46  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5788      5.85      2.56     0.00     0.00      0.27      0.11   0.91   0.46  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5789      5.85      2.56     0.01     0.00      0.27      0.11   0.91   0.46  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5790      5.86      2.56     0.02     0.01      0.27      0.11   0.90   0.46  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5791      5.87      2.56     0.04     0.01      0.27      0.11   0.90   0.46  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5792      5.89      2.56     0.06     0.02      0.27      0.11   0.90   0.45  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5793      5.91      2.57     0.09     0.02      0.27      0.11   0.90   0.45  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5794      5.93      2.57     0.11     0.03      0.26      0.11   0.90   0.45  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5795      5.94      2.58     0.13     0.03      0.26      0.11   0.90   0.45  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5796      5.95      2.58     0.13     0.04      0.26      0.11   0.89   0.45  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5797      5.94      2.57     0.13     0.04      0.26      0.10   0.89   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5798      5.92      2.57     0.12     0.03      0.26      0.10   0.89   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5799      5.90      2.56     0.10     0.03      0.26      0.10   0.89   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5800      5.87      2.55     0.07     0.02      0.26      0.10   0.89   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5801      5.85      2.55     0.05     0.01      0.26      0.10   0.89   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5802      5.82      2.54     0.03     0.01      0.25      0.10   0.88   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5803      5.81      2.53     0.02     0.01      0.25      0.10   0.88   0.45  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5804      5.80      2.53     0.01     0.00      0.25      0.10   0.88   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5805      5.79      2.53     0.01     0.00      0.25      0.10   0.88   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5806      5.78      2.53     0.00     0.00      0.25      0.10   0.88   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5807      5.78      2.52     0.00     0.00      0.25      0.10   0.88   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5808      5.78      2.52     0.00     0.00      0.25      0.10   0.88   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5809      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.65   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5810      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5811      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5812      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5813      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.98   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5814      5.77      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5815      5.76      2.52     0.00     0.00      0.24      0.10   0.87   0.44  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5816      5.76      2.52     0.00     0.00      0.24      0.09   0.87   0.44  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5817      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.44  4.66   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5818      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.44  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5819      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.43  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5820      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.43  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5821      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.43  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5822      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.43  4.67   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5823      5.76      2.52     0.00     0.00      0.23      0.09   0.86   0.43  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5824      5.76      2.52     0.00     0.00      0.22      0.09   0.86   0.43  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5825      5.76      2.52     0.00     0.00      0.22      0.09   0.86   0.43  4.68   1.99   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5826      5.76      2.52     0.00     0.00      0.22      0.09   0.86   0.43  4.68   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5827      5.77      2.52     0.00     0.00      0.22      0.09   0.86   0.43  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5828      5.78      2.52     0.01     0.00      0.22      0.09   0.86   0.43  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5829      5.79      2.52     0.02     0.01      0.22      0.09   0.86   0.43  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5830      5.81      2.53     0.04     0.01      0.22      0.09   0.86   0.43  4.69   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5831      5.83      2.54     0.06     0.02      0.22      0.09   0.86   0.43  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5832      5.86      2.54     0.09     0.02      0.21      0.09   0.86   0.43  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5833      5.89      2.55     0.11     0.03      0.21      0.09   0.86   0.43  4.70   2.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5834      5.91      2.56     0.13     0.04      0.21      0.09   0.86   0.43  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5835      5.92      2.56     0.14     0.04      0.21      0.08   0.86   0.43  4.71   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5836      5.91      2.56     0.13     0.04      0.21      0.08   0.86   0.43  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5837      5.90      2.56     0.11     0.03      0.21      0.08   0.86   0.43  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5838      5.88      2.55     0.09     0.02      0.21      0.08   0.86   0.43  4.72   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5839      5.86      2.55     0.06     0.02      0.21      0.08   0.86   0.43  4.73   2.01   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5840      5.84      2.54     0.04     0.01      0.20      0.08   0.86   0.43  4.73   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5841      5.83      2.54     0.03     0.01      0.20      0.08   0.86   0.43  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5842      5.83      2.54     0.02     0.01      0.20      0.08   0.86   0.43  4.74   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5843      5.84      2.55     0.02     0.01      0.20      0.08   0.86   0.44  4.75   2.02   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5844      5.85      2.55     0.03     0.01      0.20      0.08   0.87   0.44  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5845      5.86      2.55     0.03     0.01      0.20      0.08   0.87   0.44  4.76   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5846      5.86      2.56     0.03     0.01      0.20      0.08   0.87   0.44  4.77   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5847      5.86      2.56     0.02     0.01      0.20      0.08   0.87   0.44  4.78   2.03   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5848      5.87      2.56     0.01     0.00      0.19      0.08   0.87   0.44  4.78   2.04   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5849      5.87      2.56     0.01     0.00      0.19      0.08   0.88   0.44  4.79   2.04   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5850      5.88      2.57     0.01     0.00      0.19      0.08   0.88   0.44  4.80   2.05   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5851      5.89      2.57     0.00     0.00      0.19      0.08   0.88   0.44  4.81   2.05   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5852      5.91      2.58     0.01     0.00      0.19      0.08   0.88   0.45  4.82   2.06   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5853      5.93      2.59     0.01     0.00      0.19      0.08   0.89   0.45  4.84   2.06   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5854      5.95      2.60     0.02     0.01      0.19      0.08   0.89   0.45  4.85   2.07   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5855      5.98      2.61     0.03     0.01      0.19      0.08   0.89   0.45  4.87   2.07   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5856      6.01      2.62     0.04     0.01      0.19      0.07   0.90   0.45  4.88   2.08   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5857      6.04      2.63     0.05     0.01      0.18      0.07   0.90   0.45  4.90   2.09   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5858      6.06      2.64     0.05     0.01      0.18      0.07   0.90   0.46  4.92   2.10   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5859      6.09      2.65     0.05     0.02      0.18      0.07   0.91   0.46  4.94   2.11   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5860      6.14      2.67     0.08     0.02      0.18      0.07   0.91   0.46  4.97   2.12   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 0.5861      6.26      2.71     0.17     0.05      0.18      0.07   0.92   0.46  4.99   2.13   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
